#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference,Base Currency
CVA,IndexCurve/EUR-EURIBOR-6M/6/3Y,Up,294981.69,0.000001,#N/A,294982.18,0.48,EUR
CVA,IndexCurve/EUR-EURIBOR-6M/7/5Y,Up,294981.69,0.000001,#N/A,294983.23,1.54,EUR
CVA,IndexCurve/EUR-EURIBOR-6M/8/10Y,Up,294981.69,0.000001,#N/A,294984.95,3.26,EUR
CVA,IndexCurve/EUR-EURIBOR-6M/9/15Y,Up,294981.69,0.000001,#N/A,294984.08,2.39,EUR
CVA,IndexCurve/EUR-EURIBOR-6M/10/20Y,Up,294981.69,0.000001,#N/A,294954.96,-26.73,EUR
CVA,IndexCurve/EUR-EURIBOR-6M/11/30Y,Up,294981.69,0.000001,#N/A,294981.70,0.00,EUR
CVA,SwaptionVolatility/EUR/8/1Y/15Y/ATM,Up,294981.69,0.000001,#N/A,294981.86,0.16,EUR
CVA,SwaptionVolatility/EUR/9/1Y/20Y/ATM,Up,294981.69,0.000001,#N/A,294982.35,0.66,EUR
CVA,SwaptionVolatility/EUR/19/2Y/15Y/ATM,Up,294981.69,0.000001,#N/A,294982.29,0.60,EUR
CVA,SwaptionVolatility/EUR/20/2Y/20Y/ATM,Up,294981.69,0.000001,#N/A,294982.59,0.90,EUR
CVA,SwaptionVolatility/EUR/30/3Y/15Y/ATM,Up,294981.69,0.000001,#N/A,294981.90,0.21,EUR
CVA,SwaptionVolatility/EUR/31/3Y/20Y/ATM,Up,294981.69,0.000001,#N/A,294981.83,0.14,EUR
CVA,SwaptionVolatility/EUR/41/4Y/15Y/ATM,Up,294981.69,0.000001,#N/A,294984.66,2.96,EUR
CVA,SwaptionVolatility/EUR/42/4Y/20Y/ATM,Up,294981.69,0.000001,#N/A,294982.43,0.74,EUR
CVA,SwaptionVolatility/EUR/51/5Y/12Y/ATM,Up,294981.69,0.000001,#N/A,294982.07,0.38,EUR
CVA,SwaptionVolatility/EUR/52/5Y/15Y/ATM,Up,294981.69,0.000001,#N/A,294982.36,0.67,EUR
CVA,SwaptionVolatility/EUR/61/7Y/10Y/ATM,Up,294981.69,0.000001,#N/A,294982.00,0.30,EUR
CVA,SwaptionVolatility/EUR/62/7Y/12Y/ATM,Up,294981.69,0.000001,#N/A,294984.11,2.42,EUR
CVA,SwaptionVolatility/EUR/63/7Y/15Y/ATM,Up,294981.69,0.000001,#N/A,294983.77,2.08,EUR
CVA,SwaptionVolatility/EUR/71/10Y/7Y/ATM,Up,294981.69,0.000001,#N/A,294981.59,-0.10,EUR
CVA,SwaptionVolatility/EUR/72/10Y/10Y/ATM,Up,294981.69,0.000001,#N/A,294986.90,5.20,EUR
CVA,SwaptionVolatility/EUR/73/10Y/12Y/ATM,Up,294981.69,0.000001,#N/A,294981.85,0.16,EUR
CVA,SwaptionVolatility/EUR/81/12Y/5Y/ATM,Up,294981.69,0.000001,#N/A,294982.08,0.38,EUR
CVA,SwaptionVolatility/EUR/82/12Y/7Y/ATM,Up,294981.69,0.000001,#N/A,294981.00,-0.70,EUR
CVA,SwaptionVolatility/EUR/83/12Y/10Y/ATM,Up,294981.69,0.000001,#N/A,294981.90,0.21,EUR
CVA,SwaptionVolatility/EUR/88/15Y/1Y/ATM,Up,294981.69,0.000001,#N/A,294981.69,0.00,EUR
CVA,SwaptionVolatility/EUR/89/15Y/2Y/ATM,Up,294981.69,0.000001,#N/A,294982.05,0.35,EUR
CVA,SwaptionVolatility/EUR/90/15Y/3Y/ATM,Up,294981.69,0.000001,#N/A,294982.11,0.41,EUR
CVA,SwaptionVolatility/EUR/91/15Y/4Y/ATM,Up,294981.69,0.000001,#N/A,294982.32,0.62,EUR
CVA,SwaptionVolatility/EUR/92/15Y/5Y/ATM,Up,294981.69,0.000001,#N/A,294985.05,3.36,EUR
CVA,SwaptionVolatility/EUR/93/15Y/7Y/ATM,Up,294981.69,0.000001,#N/A,294981.57,-0.13,EUR
CVA,SwaptionVolatility/EUR/99/20Y/1Y/ATM,Up,294981.69,0.000001,#N/A,294981.69,0.00,EUR
CVA,SwaptionVolatility/EUR/100/20Y/2Y/ATM,Up,294981.69,0.000001,#N/A,294982.22,0.53,EUR
CVA,SwaptionVolatility/EUR/101/20Y/3Y/ATM,Up,294981.69,0.000001,#N/A,294981.97,0.28,EUR
CVA,SwaptionVolatility/EUR/102/20Y/4Y/ATM,Up,294981.69,0.000001,#N/A,294981.85,0.16,EUR
CVA,SurvivalProbability/BANK/1/1M,Up,294981.69,0.000001,#N/A,294981.69,0.00,EUR
CVA,SurvivalProbability/BANK/2/3M,Up,294981.69,0.000001,#N/A,294981.69,0.00,EUR
CVA,SurvivalProbability/BANK/3/6M,Up,294981.69,0.000001,#N/A,294981.72,0.02,EUR
CVA,SurvivalProbability/BANK/4/1Y,Up,294981.69,0.000001,#N/A,294981.72,0.02,EUR
CVA,SurvivalProbability/BANK/5/2Y,Up,294981.69,0.000001,#N/A,294981.81,0.12,EUR
CVA,SurvivalProbability/BANK/6/3Y,Up,294981.69,0.000001,#N/A,294981.96,0.27,EUR
CVA,SurvivalProbability/BANK/7/5Y,Up,294981.69,0.000001,#N/A,294982.73,1.03,EUR
CVA,SurvivalProbability/BANK/8/10Y,Up,294981.69,0.000001,#N/A,294984.75,3.05,EUR
CVA,SurvivalProbability/BANK/9/15Y,Up,294981.69,0.000001,#N/A,294987.74,6.05,EUR
CVA,SurvivalProbability/BANK/10/20Y,Up,294981.69,0.000001,#N/A,294986.58,4.89,EUR
