#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
19,0.828966,0.001676,0.033780,1729520.250853,1537191.096693,1591172.103423,1766790.624711,886474.959725,1053096.990658
20,0.835546,0.021497,0.013395,1761145.648983,1545916.269506,1591172.103423,1766790.624711,390063.114944,1053096.990658
21,0.837365,0.016964,0.028498,1865791.780175,1548369.675516,1591172.103423,1766790.624711,305492.623933,1053096.990658
22,0.841827,0.011614,0.015436,1702193.240640,1554461.584929,1591172.103423,1766790.624711,-754595.697655,1053096.990658
23,0.849585,0.002074,0.007686,1545603.737303,1565313.116320,1591172.103423,1766790.624711,21146.473543,1053096.990658
24,0.855074,-0.006946,-0.007759,1266260.714069,1573187.582965,1591172.103423,1766790.624711,245743.051662,1053096.990658
25,0.869025,0.011590,0.006037,1715870.167184,1593935.658523,1591172.103423,1766790.624711,1035067.541457,1053096.990658
26,0.879081,0.017072,0.047019,2166105.663474,1609545.684522,1591172.103423,1766790.624711,141191.406724,1053096.990658
27,0.885195,0.002849,0.016254,1788306.649242,1619304.546077,1591172.103423,1766790.624711,-11883.809552,1053096.990658
28,0.940412,-0.003250,0.012991,1901862.026474,1716380.853180,1591172.103423,1766790.624711,-299195.384704,1053096.990658
29,0.944836,0.011289,0.043343,2291753.696626,1724833.094821,1591172.103423,1766790.624711,-295913.772016,1053096.990658
30,0.946486,-0.011106,-0.009874,1620666.452459,1728008.982157,1591172.103423,1766790.624711,1124388.209091,1053096.990658
31,0.951592,0.001917,-0.004373,1833089.707579,1737924.235345,1591172.103423,1766790.624711,-207548.464294,1053096.990658
32,1.002170,0.001023,0.042604,2373828.442131,1842586.508542,1591172.103423,1766790.624711,-863381.156295,1053096.990658
33,1.004628,0.002856,-0.006637,2010052.284715,1847949.910298,1591172.103423,1766790.624711,-390367.583197,1053096.990658
34,1.014464,-0.004011,0.017977,2184409.770359,1869646.204650,1591172.103423,1766790.624711,663920.598688,1053096.990658
35,1.023179,-0.002634,0.020494,2242179.023740,1889168.693065,1591172.103423,1766790.624711,-501280.511152,1053096.990658
36,1.035586,0.010395,0.011769,2317581.157836,1917422.034924,1591172.103423,1766790.624711,-356740.536524,1053096.990658
37,1.039788,-0.000319,0.008405,2218620.099931,1927105.585618,1591172.103423,1766790.624711,-366924.712576,1053096.990658
38,1.091355,0.006830,0.013846,2464517.921144,2049906.752613,1591172.103423,1766790.624711,19115.679705,1053096.990658
39,1.099121,-0.006228,0.041714,2581342.766917,2068912.465099,1591172.103423,1766790.624711,-442897.752322,1053096.990658
40,1.106869,0.002865,0.021964,2533885.545710,2087970.506436,1591172.103423,1766790.624711,490952.894410,1053096.990658
41,1.148059,0.024311,0.051451,2962998.726231,2190395.665383,1591172.103423,1766790.624711,957640.782680,1053096.990658
42,1.149952,0.010455,0.012478,2637925.372574,2195128.137010,1591172.103423,1766790.624711,879258.383604,1053096.990658
43,1.152244,0.000471,0.003957,2516490.603139,2200858.440858,1591172.103423,1766790.624711,-52286.665096,1053096.990658
44,1.158945,-0.002019,0.020744,2628946.310444,2217615.358535,1591172.103423,1766790.624711,-767184.160104,1053096.990658
45,1.242685,-0.008763,-0.001560,2653420.429518,2423853.015248,1591172.103423,1766790.624711,-2719077.998177,1053096.990658
46,1.249613,0.012306,0.036020,3032594.196918,2440344.495061,1591172.103423,1766790.624711,-3033557.874263,1053096.990658
47,1.252392,0.012358,0.016406,2925964.784496,2446923.619801,1591172.103423,1766790.624711,-834649.778906,1053096.990658
48,1.326555,-0.001875,-0.006367,2875904.440747,2612035.083296,1591172.103423,1766790.624711,937655.065950,1053096.990658
49,1.676535,-0.020828,-0.005631,3518795.331174,2699564.023274,1591172.103423,1766790.624711,-533958.193855,1053096.990658
