#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
480,0.869025,0.011590,0.006037,1808297.965097,0.000000,1784027.818359,1852580.809479,1035067.541457,2096519.677726
481,0.869100,-0.025483,-0.016920,2136599.532229,0.000000,1784027.818359,1852580.809479,221741.419020,2096519.677726
482,0.869934,-0.000815,0.012062,1846070.078649,0.000000,1784027.818359,1852580.809479,-232257.058908,2096519.677726
483,0.870257,0.001042,0.003742,1812782.893216,0.000000,1784027.818359,1852580.809479,-848108.219328,2096519.677726
484,0.870395,-0.008309,0.011591,1916498.749299,1857217.974484,1784027.818359,1852580.809479,328513.454958,2096519.677726
485,0.871061,0.000835,0.012254,1839579.844880,0.000000,1784027.818359,1852580.809479,-708036.381759,2096519.677726
486,0.871175,0.019724,0.055081,1908081.972458,0.000000,1784027.818359,1852580.809479,1978949.873022,2096519.677726
487,0.871426,-0.006497,-0.001442,1861002.211503,0.000000,1784027.818359,1852580.809479,281033.546316,2096519.677726
488,0.871847,-0.007007,-0.002378,1864543.043482,0.000000,1784027.818359,1852580.809479,-832873.047631,2096519.677726
489,0.872483,-0.001194,0.031817,1878592.658007,0.000000,1784027.818359,1852580.809479,-61177.708326,2096519.677726
490,0.872819,0.024476,0.021891,1968971.144721,0.000000,1784027.818359,1852580.809479,1163804.232240,2096519.677726
491,0.872882,-0.002902,0.018818,1880842.707209,0.000000,1784027.818359,1852580.809479,-603135.963451,2096519.677726
492,0.875099,0.006187,0.011232,1830626.637114,0.000000,1784027.818359,1852580.809479,-720650.041352,2096519.677726
493,0.875569,-0.007094,0.004622,1897077.448233,0.000000,1784027.818359,1852580.809479,-36222.531591,2096519.677726
494,0.875769,0.007487,0.012256,1834445.414908,0.000000,1784027.818359,1852580.809479,-792242.466391,2096519.677726
495,0.876837,-0.003239,0.022221,1897312.941941,0.000000,1784027.818359,1852580.809479,466446.736023,2096519.677726
496,0.876894,0.001952,0.044284,1868319.519477,0.000000,1784027.818359,1852580.809479,-82002.587320,2096519.677726
497,0.877141,0.012320,0.033659,1879308.977487,0.000000,1784027.818359,1852580.809479,1272340.879053,2096519.677726
498,0.877302,-0.002323,0.015668,1881598.318274,0.000000,1784027.818359,1852580.809479,-358626.880559,2096519.677726
499,0.877462,-0.015383,0.015855,2042201.252212,1863891.105274,1784027.818359,1852580.809479,-366877.000396,2096519.677726
500,0.877558,0.000633,0.018542,1868439.080405,0.000000,1784027.818359,1852580.809479,1023618.532068,2096519.677726
501,0.877932,0.013287,0.033586,1885967.552399,0.000000,1784027.818359,1852580.809479,602136.912639,2096519.677726
502,0.878418,0.009563,0.033136,1872370.459127,0.000000,1784027.818359,1852580.809479,149200.223811,2096519.677726
503,0.878801,-0.004969,-0.004036,1852363.936992,0.000000,1784027.818359,1852580.809479,50216.515095,2096519.677726
504,0.879015,-0.002578,-0.001203,1841337.730419,0.000000,1784027.818359,1852580.809479,318370.299985,2096519.677726
505,0.879081,0.017072,0.047019,1910924.606575,0.000000,1784027.818359,1852580.809479,141191.406724,2096519.677726
506,0.879433,-0.009748,0.023646,1972488.745281,0.000000,1784027.818359,1852580.809479,724557.992565,2096519.677726
507,0.880151,0.014933,0.008036,1857017.389789,0.000000,1784027.818359,1852580.809479,-572275.165439,2096519.677726
508,0.880568,-0.007281,0.015543,1935635.275831,0.000000,1784027.818359,1852580.809479,-674360.928320,2096519.677726
509,0.881655,-0.008142,0.036626,1960461.645045,0.000000,1784027.818359,1852580.809479,277038.778947,2096519.677726
510,0.883265,-0.014681,0.020154,2048893.295923,0.000000,1784027.818359,1852580.809479,1470805.611943,2096519.677726
511,0.883780,-0.004860,0.008902,1904139.515274,0.000000,1784027.818359,1852580.809479,-858991.081972,2096519.677726
512,0.884503,0.000206,0.023268,1893522.905479,0.000000,1784027.818359,1852580.809479,577750.457110,2096519.677726
513,0.884546,-0.008405,-0.023223,1813083.901213,0.000000,1784027.818359,1852580.809479,192203.611881,2096519.677726
514,0.884684,0.017618,0.011329,1896388.601304,1870785.544387,1784027.818359,1852580.809479,239559.869356,2096519.677726
515,0.885195,0.002849,0.016254,1872989.605378,1871276.498698,1784027.818359,1852580.809479,-11883.809552,2096519.677726
516,0.885407,-0.004198,-0.002596,1865994.393024,0.000000,1784027.818359,1852580.809479,-187942.371360,2096519.677726
517,0.886581,0.003314,0.036451,1892205.528570,1872609.252337,1784027.818359,1852580.809479,1134902.238689,2096519.677726
518,0.886683,0.013955,-0.004742,1818019.508225,0.000000,1784027.818359,1852580.809479,-151120.754005,2096519.677726
519,0.886967,0.021649,0.007598,1929519.285723,0.000000,1784027.818359,1852580.809479,-217148.283406,2096519.677726
520,0.887648,0.013785,0.028415,1907814.911918,0.000000,1784027.818359,1852580.809479,300771.925505,2096519.677726
521,0.888929,0.008257,0.027382,1891215.324934,0.000000,1784027.818359,1852580.809479,264232.336195,2096519.677726
522,0.889702,0.003543,0.026610,1895776.080910,0.000000,1784027.818359,1852580.809479,983572.756389,2096519.677726
523,0.890169,0.000586,-0.009015,1812810.300583,1876072.400879,1784027.818359,1852580.809479,1265151.732972,2096519.677726
524,0.890650,-0.001031,0.006396,1882184.971857,0.000000,1784027.818359,1852580.809479,-261613.153752,2096519.677726
525,0.890747,0.017083,0.032339,1940231.927326,0.000000,1784027.818359,1852580.809479,557160.085790,2096519.677726
526,0.890921,0.012196,0.046394,1906188.406289,0.000000,1784027.818359,1852580.809479,-39080.478537,2096519.677726
527,0.892724,0.006589,0.013142,1876698.853639,0.000000,1784027.818359,1852580.809479,-541378.694102,2096519.677726
528,0.892753,0.001384,0.022226,1905974.034314,0.000000,1784027.818359,1852580.809479,-660203.846513,2096519.677726
529,0.893749,-0.001918,0.004395,1889972.388720,0.000000,1784027.818359,1852580.809479,340622.818830,2096519.677726
530,0.893758,-0.001645,0.014630,1913485.353188,0.000000,1784027.818359,1852580.809479,1984887.339355,2096519.677726
531,0.894698,-0.003221,-0.005721,1866850.439893,0.000000,1784027.818359,1852580.809479,781256.741917,2096519.677726
532,0.896224,0.015324,0.022754,1929798.452146,0.000000,1784027.818359,1852580.809479,1124778.796823,2096519.677726
533,0.896488,-0.006020,-0.005321,1900613.607711,0.000000,1784027.818359,1852580.809479,-151899.106817,2096519.677726
534,0.896870,-0.002659,-0.006987,1861829.700427,0.000000,1784027.818359,1852580.809479,-804113.115196,2096519.677726
535,0.897694,-0.000126,0.026071,1928973.931701,0.000000,1784027.818359,1852580.809479,596711.180687,2096519.677726
536,0.897894,-0.017426,0.031806,2131390.412612,0.000000,1784027.818359,1852580.809479,957359.692577,2096519.677726
537,0.898602,0.002759,-0.018815,1769760.330444,0.000000,1784027.818359,1852580.809479,228314.872158,2096519.677726
538,0.899189,-0.002856,0.017182,1939722.303902,0.000000,1784027.818359,1852580.809479,-870706.033610,2096519.677726
539,0.899729,-0.001387,0.013451,1923331.889230,0.000000,1784027.818359,1852580.809479,202652.117498,2096519.677726
540,0.900630,0.015923,0.035625,1954782.138861,0.000000,1784027.818359,1852580.809479,829246.630924,2096519.677726
541,0.900737,0.019187,0.017946,1961799.749778,0.000000,1784027.818359,1852580.809479,456840.217840,2096519.677726
542,0.901073,0.009476,0.021070,1913586.241389,0.000000,1784027.818359,1852580.809479,-1211334.361344,2096519.677726
543,0.901164,0.009862,0.029859,1924359.303769,0.000000,1784027.818359,1852580.809479,-16565.907771,2096519.677726
544,0.901456,0.000115,0.024718,1935276.564068,0.000000,1784027.818359,1852580.809479,-813069.778265,2096519.677726
545,0.901587,0.011015,0.022862,1921314.529739,0.000000,1784027.818359,1852580.809479,339097.333974,2096519.677726
546,0.903385,0.000094,0.034461,1944308.638308,0.000000,1784027.818359,1852580.809479,170111.130143,2096519.677726
547,0.903702,0.006144,0.001100,1867025.924496,0.000000,1784027.818359,1852580.809479,126329.526276,2096519.677726
548,0.904024,-0.008503,0.015047,2003062.409711,0.000000,1784027.818359,1852580.809479,-294378.670626,2096519.677726
549,0.906164,-0.010909,0.006481,2021124.580996,0.000000,1784027.818359,1852580.809479,-1161486.626937,2096519.677726
550,0.906186,0.003693,0.030739,1936581.119126,0.000000,1784027.818359,1852580.809479,1203085.483848,2096519.677726
551,0.907401,0.000999,0.033035,1949305.672129,0.000000,1784027.818359,1852580.809479,-617596.799029,2096519.677726
552,0.907801,0.001100,0.025271,1945714.001724,0.000000,1784027.818359,1852580.809479,-295008.583749,2096519.677726
553,0.908261,0.005258,0.009325,1905005.368643,0.000000,1784027.818359,1852580.809479,-69979.533054,2096519.677726
554,0.908851,0.015051,0.003131,1907162.452450,0.000000,1784027.818359,1852580.809479,-518730.173179,2096519.677726
555,0.909280,0.010875,-0.022707,1761061.610892,0.000000,1784027.818359,1852580.809479,-328098.867044,2096519.677726
556,0.909879,0.003759,0.000590,1885060.424512,0.000000,1784027.818359,1852580.809479,503289.680734,2096519.677726
557,0.910415,-0.005606,0.018347,1991606.405230,0.000000,1784027.818359,1852580.809479,1160670.427456,2096519.677726
558,0.910644,0.030599,0.037823,2155779.408212,0.000000,1784027.818359,1852580.809479,485965.325943,2096519.677726
559,0.911298,-0.008826,-0.001124,1983528.886463,0.000000,1784027.818359,1852580.809479,1079672.879371,2096519.677726
560,0.912537,0.014690,0.020627,1959206.069476,0.000000,1784027.818359,1852580.809479,-1020813.829621,2096519.677726
561,0.912596,-0.011400,0.008826,2047910.772664,0.000000,1784027.818359,1852580.809479,59321.174805,2096519.677726
562,0.913308,0.012944,0.003892,1909450.888705,0.000000,1784027.818359,1852580.809479,1337594.068544,2096519.677726
563,0.913773,0.009291,0.026981,1949846.961160,0.000000,1784027.818359,1852580.809479,-602965.767339,2096519.677726
564,0.914017,0.005863,0.009442,1917832.539329,0.000000,1784027.818359,1852580.809479,369972.618930,2096519.677726
565,0.914940,-0.005160,0.038004,2007071.741904,0.000000,1784027.818359,1852580.809479,-74820.277869,2096519.677726
566,0.915865,0.011267,0.050727,1954711.549199,0.000000,1784027.818359,1852580.809479,177862.190731,2096519.677726
567,0.917017,0.020039,0.032325,2024696.350659,0.000000,1784027.818359,1852580.809479,1033276.492261,2096519.677726
568,0.918381,0.020815,0.002242,1971167.975480,0.000000,1784027.818359,1852580.809479,-846692.791602,2096519.677726
569,0.919028,-0.010104,0.011538,2050663.820110,0.000000,1784027.818359,1852580.809479,-421331.986254,2096519.677726
570,0.919534,0.020736,0.020784,2023208.773052,0.000000,1784027.818359,1852580.809479,-793066.061967,2096519.677726
571,0.919610,-0.002248,0.008852,1965289.977471,0.000000,1784027.818359,1852580.809479,1093333.166684,2096519.677726
572,0.921101,-0.002124,0.047622,1989140.779432,0.000000,1784027.818359,1852580.809479,801647.026766,2096519.677726
573,0.924345,0.013559,-0.007827,1889814.308706,0.000000,1784027.818359,1852580.809479,98715.551539,2096519.677726
574,0.926568,0.003404,0.031112,1984687.158313,0.000000,1784027.818359,1852580.809479,-328099.414995,2096519.677726
575,0.926955,0.000943,0.018416,1982142.109515,0.000000,1784027.818359,1852580.809479,-221392.866978,2096519.677726
576,0.927638,-0.000868,0.001566,1953083.524833,0.000000,1784027.818359,1852580.809479,275158.517749,2096519.677726
577,0.929450,0.015543,0.037045,2016753.114177,0.000000,1784027.818359,1852580.809479,-30403.396187,2096519.677726
578,0.929527,-0.000188,0.017350,1992281.368895,0.000000,1784027.818359,1852580.809479,-1283427.802976,2096519.677726
579,0.929762,-0.008822,-0.010389,1991206.029736,0.000000,1784027.818359,1852580.809479,-115117.931286,2096519.677726
580,0.930633,0.014781,0.037836,2014618.838425,0.000000,1784027.818359,1852580.809479,528478.909654,2096519.677726
581,0.930936,-0.001356,-0.006865,1932802.964673,0.000000,1784027.818359,1852580.809479,82452.875582,2096519.677726
582,0.932747,0.000008,-0.006054,1931099.752625,0.000000,1784027.818359,1852580.809479,-832413.236269,2096519.677726
583,0.932798,0.005002,-0.003057,1921727.293892,1918686.538529,1784027.818359,1852580.809479,-153381.056636,2096519.677726
584,0.933122,0.025101,0.030484,2115228.381868,0.000000,1784027.818359,1852580.809479,-806422.492592,2096519.677726
585,0.933673,0.013870,0.024491,2007844.090778,0.000000,1784027.818359,1852580.809479,956472.363733,2096519.677726
586,0.935803,-0.018539,0.009574,2214351.059862,0.000000,1784027.818359,1852580.809479,909053.280128,2096519.677726
587,0.936760,0.008816,0.038146,2005821.270380,0.000000,1784027.818359,1852580.809479,-427864.638273,2096519.677726
588,0.937211,0.004373,0.036976,2007689.334824,0.000000,1784027.818359,1852580.809479,73591.114561,2096519.677726
589,0.937950,-0.003137,0.020590,2036205.817398,0.000000,1784027.818359,1852580.809479,74436.494397,2096519.677726
590,0.938272,0.009517,0.014324,1986069.996023,0.000000,1784027.818359,1852580.809479,-1748328.370529,2096519.677726
591,0.939146,0.022180,0.048127,2093416.835021,1925266.221505,1784027.818359,1852580.809479,-1171718.553253,2096519.677726
592,0.940412,-0.003250,0.012991,2030237.579835,0.000000,1784027.818359,1852580.809479,-299195.384704,2096519.677726
593,0.941697,0.021698,0.048519,2093176.570720,0.000000,1784027.818359,1852580.809479,-475956.859839,2096519.677726
594,0.942892,0.018870,0.043671,2070832.512866,0.000000,1784027.818359,1852580.809479,-446500.122804,2096519.677726
595,0.943908,0.011234,0.014687,2003335.718138,0.000000,1784027.818359,1852580.809479,-725468.267346,2096519.677726
596,0.944836,0.011289,0.043343,2028288.913833,0.000000,1784027.818359,1852580.809479,-295913.772016,2096519.677726
597,0.945043,0.025063,0.010646,2103022.776300,0.000000,1784027.818359,1852580.809479,-239283.662375,2096519.677726
598,0.945950,0.009110,-0.007559,1929974.619066,0.000000,1784027.818359,1852580.809479,308619.777106,2096519.677726
599,0.945961,0.020638,0.016547,2070665.660984,0.000000,1784027.818359,1852580.809479,-128629.261698,2096519.677726
600,0.946017,0.007340,0.003336,1972308.597921,0.000000,1784027.818359,1852580.809479,-1019058.562159,2096519.677726
601,0.946110,-0.006327,0.019159,2081102.442955,0.000000,1784027.818359,1852580.809479,154566.115517,2096519.677726
602,0.946486,-0.011106,-0.009874,2062519.969951,1932951.413422,1784027.818359,1852580.809479,1124388.209091,2096519.677726
603,0.946578,0.005954,0.001777,1969703.810059,0.000000,1784027.818359,1852580.809479,-608751.901236,2096519.677726
604,0.947614,0.016394,-0.004378,1973582.105859,0.000000,1784027.818359,1852580.809479,-1836379.808978,2096519.677726
605,0.947725,-0.005284,0.027838,2082842.798085,0.000000,1784027.818359,1852580.809479,317318.809241,2096519.677726
606,0.948420,-0.000629,0.013849,2031725.786920,0.000000,1784027.818359,1852580.809479,261617.149437,2096519.677726
607,0.948807,0.008636,0.017971,2016217.494364,0.000000,1784027.818359,1852580.809479,-299278.592572,2096519.677726
608,0.949204,0.018148,0.017500,2057970.183081,0.000000,1784027.818359,1852580.809479,5812.201704,2096519.677726
609,0.949586,0.008941,0.007143,1992647.075165,0.000000,1784027.818359,1852580.809479,-1148230.286158,2096519.677726
610,0.951496,-0.023627,0.024708,2359512.931916,0.000000,1784027.818359,1852580.809479,175041.750647,2096519.677726
611,0.951519,0.004049,0.026833,2037488.296582,0.000000,1784027.818359,1852580.809479,390255.621836,2096519.677726
612,0.951592,0.001917,-0.004373,1971341.638846,0.000000,1784027.818359,1852580.809479,-207548.464294,2096519.677726
613,0.951876,-0.001625,0.022091,2058888.106752,0.000000,1784027.818359,1852580.809479,1382019.892574,2096519.677726
614,0.952883,-0.001800,0.018021,2056822.334814,0.000000,1784027.818359,1852580.809479,922852.357760,2096519.677726
615,0.954805,-0.001065,0.025870,2065717.661233,0.000000,1784027.818359,1852580.809479,901498.366794,2096519.677726
616,0.955592,-0.003613,0.028456,2086894.405766,0.000000,1784027.818359,1852580.809479,-372412.187147,2096519.677726
617,0.956199,0.011462,-0.003042,1976669.340010,0.000000,1784027.818359,1852580.809479,-1048458.943062,2096519.677726
618,0.956299,0.011066,0.032557,2054135.901192,1943356.469584,1784027.818359,1852580.809479,779087.483435,2096519.677726
619,0.957096,0.015672,0.032835,2077254.778726,0.000000,1784027.818359,1852580.809479,268117.470726,2096519.677726
620,0.957379,0.006586,0.012808,2024962.733589,0.000000,1784027.818359,1852580.809479,383673.924392,2096519.677726
621,0.958227,0.009331,0.012610,2027013.216803,0.000000,1784027.818359,1852580.809479,-133526.833361,2096519.677726
622,0.958722,0.000881,0.046329,2061759.241857,0.000000,1784027.818359,1852580.809479,276486.225096,2096519.677726
623,0.959081,0.001697,0.044107,2061528.857454,0.000000,1784027.818359,1852580.809479,395125.649191,2096519.677726
624,0.961243,0.006988,0.013268,2034478.277397,0.000000,1784027.818359,1852580.809479,-1848285.514914,2096519.677726
625,0.961565,-0.001328,0.023100,2080029.206411,0.000000,1784027.818359,1852580.809479,-1043763.339853,2096519.677726
626,0.962134,-0.002506,0.002460,2047205.228753,0.000000,1784027.818359,1852580.809479,917298.067318,2096519.677726
627,0.963246,-0.002436,0.019535,2086924.647590,0.000000,1784027.818359,1852580.809479,-292232.142995,2096519.677726
628,0.963796,0.012366,0.017184,2056547.073638,0.000000,1784027.818359,1852580.809479,121490.798040,2096519.677726
629,0.964612,-0.003932,0.000662,2059043.508839,1952285.800806,1784027.818359,1852580.809479,-1724430.871081,2096519.677726
630,0.965163,0.003484,0.004197,2026140.732432,0.000000,1784027.818359,1852580.809479,-2138.973056,2096519.677726
631,0.965265,-0.004778,0.012560,2098661.555595,0.000000,1784027.818359,1852580.809479,614678.675989,2096519.677726
632,0.965648,-0.012248,-0.004379,2141945.772550,0.000000,1784027.818359,1852580.809479,-411531.499841,2096519.677726
633,0.966492,0.014826,0.010582,2057989.271535,0.000000,1784027.818359,1852580.809479,105864.936774,2096519.677726
634,0.967551,0.000196,0.003445,2044283.658299,0.000000,1784027.818359,1852580.809479,367304.099955,2096519.677726
635,0.968354,-0.006778,0.017649,2133431.673386,0.000000,1784027.818359,1852580.809479,-1655188.217546,2096519.677726
636,0.968933,-0.002116,0.030677,2107094.373375,0.000000,1784027.818359,1852580.809479,331367.716812,2096519.677726
637,0.969821,0.015032,0.021840,2089947.293181,0.000000,1784027.818359,1852580.809479,-1096627.554290,2096519.677726
638,0.969921,-0.004338,-0.004449,2057297.228646,0.000000,1784027.818359,1852580.809479,-98959.991982,2096519.677726
639,0.971539,0.004019,0.017484,2070731.956524,0.000000,1784027.818359,1852580.809479,243577.687408,2096519.677726
640,0.971574,-0.004311,-0.009217,2042175.139048,0.000000,1784027.818359,1852580.809479,-4229.663461,2096519.677726
641,0.971927,0.024009,0.035689,2185536.276919,0.000000,1784027.818359,1852580.809479,-642965.670117,2096519.677726
642,0.972239,-0.002692,-0.001815,2057773.427938,0.000000,1784027.818359,1852580.809479,7808.937783,2096519.677726
643,0.973026,-0.003935,0.011226,2106024.877741,0.000000,1784027.818359,1852580.809479,-518770.047013,2096519.677726
644,0.973761,0.001959,0.025889,2093475.423372,0.000000,1784027.818359,1852580.809479,-235314.977932,2096519.677726
645,0.974569,0.018081,0.002188,2070086.886647,0.000000,1784027.818359,1852580.809479,-749013.914423,2096519.677726
646,0.974743,-0.003677,0.011102,2107466.590915,0.000000,1784027.818359,1852580.809479,-887760.144658,2096519.677726
647,0.975024,0.006720,0.000766,2030296.116060,0.000000,1784027.818359,1852580.809479,-280542.684122,2096519.677726
648,0.975055,-0.009864,0.007472,2164130.524443,0.000000,1784027.818359,1852580.809479,1488999.226998,2096519.677726
649,0.975560,0.003403,0.029373,2095263.400480,0.000000,1784027.818359,1852580.809479,446079.702732,2096519.677726
650,0.976043,0.001398,0.004576,2060568.752844,0.000000,1784027.818359,1852580.809479,-905071.185281,2096519.677726
651,0.977049,0.020868,-0.018489,2003258.818728,0.000000,1784027.818359,1852580.809479,631996.219155,2096519.677726
652,0.978147,0.006441,0.019819,2085264.424790,0.000000,1784027.818359,1852580.809479,-362965.127188,2096519.677726
653,0.978780,0.001704,0.018752,2097071.459722,0.000000,1784027.818359,1852580.809479,-243879.749027,2096519.677726
654,0.979677,-0.001782,0.010193,2102169.865965,1968741.697809,1784027.818359,1852580.809479,1226466.294100,2096519.677726
655,0.981371,0.013365,0.017083,2098901.195422,0.000000,1784027.818359,1852580.809479,893626.031236,2096519.677726
656,0.981507,0.011009,0.035108,2110824.818420,1970765.379054,1784027.818359,1852580.809479,17246.564279,2096519.677726
657,0.982095,0.011360,0.034754,2113046.227315,0.000000,1784027.818359,1852580.809479,-549835.956246,2096519.677726
658,0.983289,-0.010663,0.024118,2217235.254103,0.000000,1784027.818359,1852580.809479,936296.356600,2096519.677726
659,0.983346,0.004525,0.039797,2111417.082515,1972802.654539,1784027.818359,1852580.809479,-653350.232805,2096519.677726
660,0.984184,-0.015595,0.009098,2268069.474863,0.000000,1784027.818359,1852580.809479,-488803.487176,2096519.677726
661,0.986204,0.013455,0.007289,2086000.177158,0.000000,1784027.818359,1852580.809479,1329299.597558,2096519.677726
662,0.987159,-0.003273,-0.013639,2049112.213555,0.000000,1784027.818359,1852580.809479,-944510.455162,2096519.677726
663,0.987604,0.013371,0.017226,2112851.351815,0.000000,1784027.818359,1852580.809479,192794.212740,2096519.677726
664,0.989122,0.005440,0.003515,2073140.365009,0.000000,1784027.818359,1852580.809479,-155001.824793,2096519.677726
665,0.989837,0.001830,0.032556,2133853.347110,0.000000,1784027.818359,1852580.809479,-1787370.527915,2096519.677726
666,0.989915,0.002663,0.015203,2112071.797814,0.000000,1784027.818359,1852580.809479,136777.525282,2096519.677726
667,0.989975,0.003184,0.006656,2090455.009628,0.000000,1784027.818359,1852580.809479,-424409.637830,2096519.677726
668,0.990112,0.006452,0.013762,2100751.566177,0.000000,1784027.818359,1852580.809479,1268045.782855,2096519.677726
669,0.991460,0.005971,0.015950,2108739.395472,0.000000,1784027.818359,1852580.809479,-950357.736093,2096519.677726
670,0.992250,0.008844,0.008514,2092360.804781,1982745.780330,1784027.818359,1852580.809479,-378230.108625,2096519.677726
671,0.992707,0.011870,0.003631,2083868.812829,1983259.969763,1784027.818359,1852580.809479,1571905.055634,2096519.677726
672,0.992900,0.003774,-0.000885,2071479.939142,0.000000,1784027.818359,1852580.809479,-1411166.651561,2096519.677726
673,0.993023,-0.017097,-0.007617,2267226.639937,0.000000,1784027.818359,1852580.809479,683034.390884,2096519.677726
674,0.994692,0.006570,-0.003420,2059756.824599,0.000000,1784027.818359,1852580.809479,80985.051595,2096519.677726
675,0.996255,-0.000925,0.039093,2160862.589909,0.000000,1784027.818359,1852580.809479,-1385690.786626,2096519.677726
676,0.997337,0.022340,0.032637,2218162.035744,1988481.370472,1784027.818359,1852580.809479,379487.075382,2096519.677726
677,0.997392,0.014900,0.010795,2126474.382065,1988543.941506,1784027.818359,1852580.809479,-770911.268393,2096519.677726
678,0.997594,0.000137,0.039985,2157919.969376,0.000000,1784027.818359,1852580.809479,-613378.958252,2096519.677726
679,0.997696,-0.012533,0.022038,2270929.862080,0.000000,1784027.818359,1852580.809479,-564252.634399,2096519.677726
680,0.997794,-0.003787,0.009427,2156162.890144,0.000000,1784027.818359,1852580.809479,107821.602301,2096519.677726
681,0.998124,-0.006231,0.028075,2204144.770696,0.000000,1784027.818359,1852580.809479,-1612081.406913,2096519.677726
682,0.999427,0.003959,0.008121,2113061.185607,0.000000,1784027.818359,1852580.809479,121768.313005,2096519.677726
683,1.000420,-0.003837,-0.000192,2136237.180990,1991977.569048,1784027.818359,1852580.809479,813315.437281,2096519.677726
684,1.001509,0.016505,-0.003038,2098995.849751,0.000000,1784027.818359,1852580.809479,503005.016199,2096519.677726
685,1.001691,-0.005296,0.035307,2205004.917060,0.000000,1784027.818359,1852580.809479,-639248.819544,2096519.677726
686,1.002170,0.001023,0.042604,2162703.657869,0.000000,1784027.818359,1852580.809479,-863381.156295,2096519.677726
687,1.003948,0.002289,-0.000756,2102526.261052,0.000000,1784027.818359,1852580.809479,810754.146730,2096519.677726
688,1.004237,0.004829,0.011770,2130430.131478,0.000000,1784027.818359,1852580.809479,-650393.849653,2096519.677726
689,1.004531,-0.006431,0.005750,2186524.792923,1996661.690789,1784027.818359,1852580.809479,251911.337772,2096519.677726
690,1.004628,0.002856,-0.006637,2079753.473923,0.000000,1784027.818359,1852580.809479,-390367.583197,2096519.677726
691,1.009449,-0.013155,0.011433,2290537.091958,0.000000,1784027.818359,1852580.809479,143769.147771,2096519.677726
692,1.009732,0.000450,0.021347,2175555.885237,0.000000,1784027.818359,1852580.809479,-1284184.792473,2096519.677726
693,1.012565,0.005279,-0.014881,2052696.503186,0.000000,1784027.818359,1852580.809479,-915152.685818,2096519.677726
694,1.013974,0.021755,0.053165,2242191.417017,0.000000,1784027.818359,1852580.809479,393115.733147,2096519.677726
695,1.014464,-0.004011,0.017977,2210777.199089,0.000000,1784027.818359,1852580.809479,663920.598688,2096519.677726
696,1.014763,0.009412,0.014143,2156105.765704,0.000000,1784027.818359,1852580.809479,423625.687431,2096519.677726
697,1.015167,-0.000476,-0.007095,2119437.726264,0.000000,1784027.818359,1852580.809479,1667335.413587,2096519.677726
698,1.015264,0.021776,0.037475,2251934.978887,0.000000,1784027.818359,1852580.809479,46557.920953,2096519.677726
699,1.015680,-0.003477,0.007576,2188921.964796,0.000000,1784027.818359,1852580.809479,586506.898522,2096519.677726
700,1.016814,0.004681,0.016076,2167485.227829,0.000000,1784027.818359,1852580.809479,-1138826.534956,2096519.677726
701,1.017212,-0.010171,-0.006452,2220364.658115,2011277.624996,1784027.818359,1852580.809479,-495956.667662,2096519.677726
702,1.017901,0.005238,0.005364,2143397.581553,0.000000,1784027.818359,1852580.809479,-1210285.527656,2096519.677726
703,1.018255,-0.005483,-0.004853,2175442.849745,0.000000,1784027.818359,1852580.809479,815868.619566,2096519.677726
704,1.019011,0.001736,0.027820,2196638.266286,0.000000,1784027.818359,1852580.809479,671096.369898,2096519.677726
705,1.020319,0.004113,0.013967,2172538.844010,0.000000,1784027.818359,1852580.809479,27241.737277,2096519.677726
706,1.020670,0.012989,0.025869,2196382.311536,0.000000,1784027.818359,1852580.809479,850432.739684,2096519.677726
707,1.023179,-0.002634,0.020494,2222895.113782,0.000000,1784027.818359,1852580.809479,-501280.511152,2096519.677726
708,1.024389,0.026623,0.013380,2291216.742940,0.000000,1784027.818359,1852580.809479,-529653.370487,2096519.677726
709,1.025696,-0.017060,0.006117,2373455.744244,0.000000,1784027.818359,1852580.809479,-551642.269466,2096519.677726
710,1.026203,-0.007808,0.003265,2242103.695405,0.000000,1784027.818359,1852580.809479,107583.807523,2096519.677726
711,1.026757,0.003615,0.026284,2206043.487221,0.000000,1784027.818359,1852580.809479,-67738.639417,2096519.677726
712,1.026956,0.019291,0.014807,2226815.226092,0.000000,1784027.818359,1852580.809479,1271067.476546,2096519.677726
713,1.028047,-0.013588,0.010436,2334565.135596,0.000000,1784027.818359,1852580.809479,669399.658302,2096519.677726
714,1.028194,0.012666,0.009816,2181825.164982,0.000000,1784027.818359,1852580.809479,-398031.826804,2096519.677726
715,1.028698,0.011495,0.003800,2162656.288666,0.000000,1784027.818359,1852580.809479,-446296.717414,2096519.677726
716,1.028768,0.019743,0.032440,2259532.200764,0.000000,1784027.818359,1852580.809479,699918.281160,2096519.677726
717,1.031144,0.006026,0.028673,2212911.935563,0.000000,1784027.818359,1852580.809479,-1392965.683174,2096519.677726
718,1.031404,-0.014508,-0.012763,2289163.586344,0.000000,1784027.818359,1852580.809479,1407319.105731,2096519.677726
719,1.031608,0.019134,0.007769,2217528.534014,0.000000,1784027.818359,1852580.809479,-471220.027850,2096519.677726
720,1.032916,0.014724,0.035373,2236894.902636,0.000000,1784027.818359,1852580.809479,423127.648795,2096519.677726
