#Scenario,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,CPTY_A,2028-05-05,12.245902,716357.69,475700.28,2779866.20,0.00,916162.82,4041079.41,1241868.46,1869251.27
BASE,CPTY_A,2028-08-07,12.502732,687122.06,480041.88,2668848.81,0.00,883327.79,4041079.41,1234503.33,1913864.87
BASE,CPTY_A,2028-11-06,12.751366,593033.50,502712.03,2394970.07,0.00,766197.64,4041079.41,1225372.02,1955342.59
BASE,CPTY_A,2029-02-05,13.000262,566706.63,508920.38,2382924.49,0.00,735857.05,4041079.41,1216000.04,1995274.97
BASE,CPTY_A,2029-05-07,13.249577,626425.94,426834.16,2363447.01,0.00,817482.54,4041079.41,1208501.20,2033770.53
BASE,CPTY_A,2029-08-06,13.498892,604593.81,434560.91,2367451.20,0.00,792950.50,4041079.41,1200826.27,2070844.11
BASE,CPTY_A,2029-11-05,13.748207,511945.59,456050.91,2117545.53,0.00,674807.28,4041079.41,1191287.25,2106573.09
BASE,CPTY_A,2030-02-05,14.000262,488922.16,464486.13,2099301.58,0.00,647728.73,4041079.41,1181501.25,2141401.12
BASE,CPTY_A,2030-05-06,14.246837,541361.56,375071.22,2112011.64,0.00,720759.78,4041079.41,1173527.02,2174279.56
BASE,CPTY_A,2030-08-05,14.496152,517426.44,382534.38,2040438.86,0.00,692349.45,4041079.41,1165251.39,2206386.11
BASE,CPTY_A,2030-11-05,14.748207,428889.91,402445.66,1783247.84,0.00,576793.07,4041079.41,1155194.32,2237742.00
BASE,CPTY_A,2031-02-05,15.000262,411872.31,412171.47,1772756.08,0.00,556716.78,4041079.41,1145137.89,2268044.13
BASE,CPTY_A,2031-05-05,15.244098,461224.72,322365.88,1755407.53,0.00,626484.21,4041079.41,1136841.81,2296404.56
BASE,CPTY_A,2031-08-05,15.496152,443137.66,332847.28,1774749.12,0.00,604969.79,4041079.41,1128190.57,2324782.81
BASE,CPTY_A,2031-11-05,15.748207,355672.69,350547.91,1469165.08,0.00,488026.10,4041079.41,1117944.55,2352252.65
BASE,CPTY_A,2032-02-05,16.000000,335178.81,356541.34,1416074.37,0.00,462239.03,4041079.41,1107625.68,2378829.80
BASE,CPTY_A,2032-05-05,16.245902,377300.97,266106.25,1421998.89,0.00,522910.87,4041079.41,1098775.30,2403989.99
BASE,CPTY_A,2032-08-05,16.497268,352476.53,269253.34,1368606.59,0.00,490984.13,4041079.41,1089514.49,2428934.05
BASE,CPTY_A,2032-11-05,16.748634,265565.72,286936.13,1075343.53,0.00,371797.78,4041079.41,1078742.89,2453129.38
BASE,CPTY_A,2033-02-07,17.005741,245231.97,292385.38,1045556.70,0.00,345109.67,4041079.41,1067651.18,2477137.38
BASE,CPTY_A,2033-05-05,17.244098,284026.88,199539.50,1087818.86,0.00,401622.03,4041079.41,1058445.01,2498754.94
BASE,CPTY_A,2033-08-05,17.496152,260335.55,202602.03,1039364.45,0.00,369989.22,4041079.41,1048526.91,2520974.12
BASE,CPTY_A,2033-11-07,17.753687,175270.14,221139.70,776090.93,0.00,250385.29,4041079.41,1036949.10,2543024.71
BASE,CPTY_A,2034-02-06,18.003002,157163.83,228657.80,730197.18,0.00,225645.70,4041079.41,1025713.74,2563770.56
BASE,CPTY_A,2034-05-05,18.244098,191206.63,135768.38,709275.51,0.00,275854.06,4041079.41,1015804.34,2583293.21
BASE,CPTY_A,2034-08-07,18.501632,169274.52,139325.59,645644.73,0.00,245478.41,4041079.41,1005081.76,2603584.93
BASE,CPTY_A,2034-11-06,18.750947,87862.27,159047.94,415446.42,0.00,128055.36,4041079.41,993420.70,2622698.04
BASE,CPTY_A,2035-02-05,19.000262,71788.00,168198.45,363107.40,0.00,105152.79,4041079.41,981765.14,2641309.57
BASE,CPTY_A,2035-05-07,19.249577,97425.63,69996.30,358477.59,0.00,143421.99,4041079.41,970907.16,2659438.99
BASE,CPTY_A,2035-08-06,19.498892,76403.10,73656.46,308060.09,0.00,113038.70,4041079.41,959938.36,2677104.80
BASE,CPTY_A,2035-11-05,19.748207,8469.01,106162.52,54462.48,0.00,12592.80,4041079.41,947978.41,2694324.56
BASE,CPTY_A,2036-02-05,20.000000,2785.41,124388.46,17418.48,0.00,4162.71,4041079.41,936096.11,2711279.72
BASE,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
BASE,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
BASE,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
BASE,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
BASE,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
BASE,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
BASE,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
BASE,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
eur_6m_up,CPTY_A,2016-02-05,0.000000,0.00,48656684.00,0.00,-48656684.23,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-05-05,0.245902,0.00,48665916.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-08-05,0.497268,0.00,48262040.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-11-07,0.754098,0.00,48467316.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-02-06,1.003002,0.00,46225940.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-05-05,1.244098,0.00,46159300.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-08-07,1.501632,0.00,44048864.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-11-06,1.750947,1094.08,44279372.00,0.00,0.00,1133.32,1133.32,161.37,161.37
eur_6m_up,CPTY_A,2018-02-05,2.000262,4519.91,42075752.00,0.00,0.00,4705.35,4705.35,727.74,727.74
eur_6m_up,CPTY_A,2018-05-07,2.249577,7752.27,41953484.00,0.00,0.00,8110.79,8110.79,1545.98,1545.98
eur_6m_up,CPTY_A,2018-08-06,2.498892,35239.82,40108732.00,0.00,0.00,37054.59,37054.59,5088.69,5088.69
eur_6m_up,CPTY_A,2018-11-05,2.748207,19456.08,40315416.00,0.00,0.00,20560.67,37054.59,6492.29,7988.61
eur_6m_up,CPTY_A,2019-02-05,3.000262,58192.32,38461620.00,0.00,0.00,61808.05,61808.05,11139.42,12510.03
eur_6m_up,CPTY_A,2019-05-06,3.246837,109807.20,38384776.00,0.00,0.00,117208.75,117208.75,19194.67,20461.19
eur_6m_up,CPTY_A,2019-08-05,3.496152,145360.94,36663368.00,0.00,0.00,155937.52,155937.52,28945.98,30122.18
eur_6m_up,CPTY_A,2019-11-05,3.748207,150491.84,36912268.00,0.00,0.00,162260.73,162260.73,37910.96,39008.07
eur_6m_up,CPTY_A,2020-02-05,4.000000,241972.06,35206832.00,0.00,0.00,262218.48,262218.48,52030.72,53058.76
eur_6m_up,CPTY_A,2020-05-05,4.245902,261269.75,35107324.00,0.00,0.00,284535.83,284535.83,65496.26,66464.77
eur_6m_up,CPTY_A,2020-08-05,4.497268,340607.38,33506860.00,0.00,0.00,372820.18,372820.18,82673.54,83587.91
eur_6m_up,CPTY_A,2020-11-05,4.748634,356766.41,33719232.00,0.00,0.00,392488.40,392488.40,99073.41,99939.38
eur_6m_up,CPTY_A,2021-02-05,5.000262,517729.09,32128586.00,0.00,0.00,572457.10,572457.10,122895.49,123717.88
eur_6m_up,CPTY_A,2021-05-05,5.244098,578382.94,32126928.00,0.00,0.00,642660.66,642660.66,147063.09,147847.24
eur_6m_up,CPTY_A,2021-08-05,5.496152,771485.56,30666438.00,2600315.48,0.00,861572.02,861572.02,179830.63,180578.82
eur_6m_up,CPTY_A,2021-11-05,5.748207,828878.13,30962232.00,3440370.75,0.00,930362.03,930362.03,212740.90,213456.28
eur_6m_up,CPTY_A,2022-02-07,6.005741,974279.06,29403720.00,5636116.09,0.00,1099233.46,1099233.46,250754.89,251439.60
eur_6m_up,CPTY_A,2022-05-05,6.244098,1020365.25,29394546.00,7383308.88,0.00,1156752.21,1156752.21,285339.56,285998.13
eur_6m_up,CPTY_A,2022-08-05,6.496152,1227585.00,28086640.00,9444610.36,0.00,1398729.59,1398729.59,328539.79,329172.81
eur_6m_up,CPTY_A,2022-11-07,6.753687,1291385.38,28366830.00,10088538.72,0.00,1479051.75,1479051.75,372411.57,373020.45
eur_6m_up,CPTY_A,2023-02-06,7.003002,1527989.00,27028132.00,11683724.76,0.00,1758819.82,1758819.82,421769.32,422356.53
eur_6m_up,CPTY_A,2023-05-05,7.244098,1566880.25,27007188.00,11033375.61,0.00,1812336.83,1812336.83,468049.78,468617.44
eur_6m_up,CPTY_A,2023-08-07,7.501632,1790393.00,25672754.00,13273848.67,0.00,2081597.58,2081597.58,523443.57,523991.74
eur_6m_up,CPTY_A,2023-11-06,7.750947,1879659.38,25983120.00,15674082.20,0.00,2196348.20,2196348.20,577253.81,577784.35
eur_6m_up,CPTY_A,2024-02-05,8.000000,2187646.25,24801514.00,17504044.34,0.00,2569051.19,2569051.19,639261.72,639775.74
eur_6m_up,CPTY_A,2024-05-06,8.248634,2327693.00,24861038.00,18973544.06,0.00,2747229.05,2747229.05,702800.98,703299.51
eur_6m_up,CPTY_A,2024-08-05,8.497268,2555540.25,23677468.00,19116294.65,0.00,3031275.80,3031275.80,770933.20,771417.14
eur_6m_up,CPTY_A,2024-11-05,8.748634,2635543.00,23984764.00,19246098.69,0.00,3142029.15,3142029.15,839059.63,839529.66
eur_6m_up,CPTY_A,2025-02-05,9.000262,3010560.50,22869576.00,22746631.39,0.00,3607321.53,3607321.53,916454.32,916911.22
eur_6m_up,CPTY_A,2025-05-05,9.244098,3022080.50,22872884.00,24044069.83,0.00,3638894.49,3638894.49,988265.32,988710.16
eur_6m_up,CPTY_A,2025-08-05,9.496152,3436789.50,21939608.00,23158983.79,0.00,4159239.64,4159239.64,1072431.96,1072865.00
eur_6m_up,CPTY_A,2025-11-05,9.748207,3499093.25,22164528.00,23211449.52,0.00,4256122.22,4256122.22,1154751.14,1155172.98
eur_6m_up,CPTY_A,2026-02-05,10.000262,2244688.25,143136.69,5539576.30,0.00,2744177.60,4256122.22,1194812.35,1233331.85
eur_6m_up,CPTY_A,2026-05-05,10.244098,2047875.50,148328.09,5328454.47,0.00,2515854.78,4256122.22,1226256.52,1305281.96
eur_6m_up,CPTY_A,2026-08-05,10.496152,2019790.00,151186.88,5183195.06,0.00,2493938.67,4256122.22,1256698.66,1376143.49
eur_6m_up,CPTY_A,2026-11-05,10.748207,1825761.25,165432.73,4815443.83,0.00,2265797.31,4256122.22,1280362.90,1443681.49
eur_6m_up,CPTY_A,2027-02-05,11.000262,1798008.13,172128.80,4811455.91,0.00,2242674.44,4256122.22,1302412.85,1508124.42
eur_6m_up,CPTY_A,2027-05-05,11.244098,1842807.63,151582.25,4710017.84,0.00,2309832.42,4256122.22,1324259.41,1567716.56
eur_6m_up,CPTY_A,2027-08-05,11.496152,1812289.13,152665.92,4622303.59,0.00,2283102.86,4256122.22,1345282.19,1626660.24
eur_6m_up,CPTY_A,2027-11-05,11.748207,1622359.63,166373.33,4370308.63,0.00,2054199.60,4256122.22,1360491.83,1683074.67
eur_6m_up,CPTY_A,2028-02-07,12.005464,1593245.25,165145.13,4272803.16,0.00,2027792.10,4256122.22,1374790.97,1738210.83
eur_6m_up,CPTY_A,2028-05-05,12.245902,1633814.75,138270.13,4165300.59,0.00,2089515.19,4256122.22,1388823.93,1787647.74
eur_6m_up,CPTY_A,2028-08-07,12.502732,1601004.13,139006.53,4049702.30,0.00,2058166.11,4256122.22,1402573.53,1838355.04
eur_6m_up,CPTY_A,2028-11-06,12.751366,1412417.25,155560.55,3678162.06,0.00,1824839.10,4256122.22,1410807.12,1885498.13
eur_6m_up,CPTY_A,2029-02-05,13.000262,1383158.63,158792.80,3700802.16,0.00,1796003.38,4256122.22,1418181.88,1930884.80
eur_6m_up,CPTY_A,2029-05-07,13.249577,1422702.63,136038.33,3598074.83,0.00,1856619.40,4256122.22,1426431.88,1974638.40
eur_6m_up,CPTY_A,2029-08-06,13.498892,1394652.63,137757.72,3589350.77,0.00,1829146.20,4256122.22,1433869.74,2016775.80
eur_6m_up,CPTY_A,2029-11-05,13.748207,1209117.25,154023.06,3225128.85,0.00,1593765.30,4256122.22,1436769.34,2057384.94
eur_6m_up,CPTY_A,2030-02-05,14.000262,1180625.88,156939.78,3262227.92,0.00,1564104.33,4256122.22,1439061.83,2096970.07
eur_6m_up,CPTY_A,2030-05-06,14.246837,1212681.75,124426.26,3121037.73,0.00,1614544.38,4256122.22,1442098.97,2134339.33
eur_6m_up,CPTY_A,2030-08-05,14.496152,1181039.50,124258.53,3059406.56,0.00,1580305.97,4256122.22,1444475.95,2170831.25
eur_6m_up,CPTY_A,2030-11-05,14.748207,1003321.19,140210.17,2684915.61,0.00,1349317.65,4256122.22,1442849.64,2206469.99
eur_6m_up,CPTY_A,2031-02-05,15.000262,979237.75,142830.13,2706198.73,0.00,1323609.39,4256122.22,1440846.01,2240911.04
eur_6m_up,CPTY_A,2031-05-05,15.244098,1007543.56,109045.56,2570615.77,0.00,1368552.27,4256122.22,1439689.64,2273145.17
eur_6m_up,CPTY_A,2031-08-05,15.496152,982457.06,112667.61,2597500.10,0.00,1341246.60,4256122.22,1438088.40,2305399.55
eur_6m_up,CPTY_A,2031-11-05,15.748207,809754.50,126934.55,2220548.41,0.00,1111081.47,4256122.22,1432854.56,2336621.46
eur_6m_up,CPTY_A,2032-02-05,16.000000,783279.13,126965.71,2160076.35,0.00,1080206.01,4256122.22,1427304.91,2366828.74
eur_6m_up,CPTY_A,2032-05-05,16.245902,806799.69,93730.16,2069844.00,0.00,1118163.92,4256122.22,1422625.68,2395425.51
eur_6m_up,CPTY_A,2032-08-05,16.497268,777231.81,92014.38,2015626.00,0.00,1082649.41,4256122.22,1417445.52,2423776.64
eur_6m_up,CPTY_A,2032-11-05,16.748634,606645.94,107051.95,1639108.71,0.00,849317.46,4256122.22,1408918.96,2451276.77
eur_6m_up,CPTY_A,2033-02-07,17.005741,580362.06,106618.45,1612076.45,0.00,816730.99,4256122.22,1399965.75,2478563.99
eur_6m_up,CPTY_A,2033-05-05,17.244098,602663.25,71073.95,1561501.82,0.00,852182.90,4256122.22,1392394.03,2503134.25
eur_6m_up,CPTY_A,2033-08-05,17.496152,574747.25,69887.35,1505130.29,0.00,816831.58,4256122.22,1384102.31,2528388.31
eur_6m_up,CPTY_A,2033-11-07,17.753687,409115.41,87114.82,1175299.38,0.00,584449.11,4256122.22,1372502.57,2553450.75
eur_6m_up,CPTY_A,2034-02-06,18.003002,383628.41,87384.88,1121631.20,0.00,550789.00,4256122.22,1361123.05,2577030.24
eur_6m_up,CPTY_A,2034-05-05,18.244098,402208.56,51453.05,1019690.87,0.00,580266.86,4256122.22,1350804.03,2599219.46
eur_6m_up,CPTY_A,2034-08-07,18.501632,375389.28,50112.13,958945.38,0.00,544381.78,4256122.22,1339579.00,2622282.79
eur_6m_up,CPTY_A,2034-11-06,18.750947,213805.53,67246.44,648262.08,0.00,311612.07,4256122.22,1325911.02,2644006.53
eur_6m_up,CPTY_A,2035-02-05,19.000262,190545.61,69154.60,597368.68,0.00,279105.18,4256122.22,1312175.18,2665160.17
eur_6m_up,CPTY_A,2035-05-07,19.249577,201196.09,26975.42,510598.55,0.00,296184.34,4256122.22,1299016.36,2685765.86
eur_6m_up,CPTY_A,2035-08-06,19.498892,174993.28,25448.43,467279.47,0.00,258903.26,4256122.22,1285717.35,2705844.62
eur_6m_up,CPTY_A,2035-11-05,19.748207,29756.57,57366.84,130690.65,0.00,44245.86,4256122.22,1270044.15,2725416.40
eur_6m_up,CPTY_A,2036-02-05,20.000000,15469.68,66955.09,92353.88,0.00,23118.97,4256122.22,1254345.81,2744687.43
eur_6m_up,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eur_6m_up,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eur_6m_up,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eur_6m_up,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eur_6m_up,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eur_6m_up,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eur_6m_up,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eur_6m_up,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,4256122.22,0.00,0.00
eonia_up,CPTY_A,2016-02-05,0.000000,0.00,21162674.00,0.00,-21162673.23,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-05-05,0.245902,0.00,21172846.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-08-05,0.497268,0.00,20777332.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-11-07,0.754098,0.00,20876438.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2017-02-06,1.003002,19953.25,19575330.00,0.00,0.00,20773.74,20773.74,5155.18,5155.18
eonia_up,CPTY_A,2017-05-05,1.244098,46617.35,19440868.00,0.00,0.00,49007.19,49007.19,13653.34,13653.34
eonia_up,CPTY_A,2017-08-07,1.501632,130435.81,18321474.00,0.00,0.00,138547.14,138547.14,35072.99,35072.99
eonia_up,CPTY_A,2017-11-06,1.750947,208314.88,18527192.00,0.00,0.00,223488.36,223488.36,61901.21,61901.21
eonia_up,CPTY_A,2018-02-05,2.000262,376380.34,17407482.00,978976.95,0.00,407835.17,407835.17,105018.84,105018.84
eonia_up,CPTY_A,2018-05-07,2.249577,469851.00,17283138.00,2469306.48,0.00,514228.13,514228.13,150370.49,150370.49
eonia_up,CPTY_A,2018-08-06,2.498892,653112.56,16512840.00,3970207.75,0.00,721976.20,721976.20,207399.73,207399.73
eonia_up,CPTY_A,2018-11-05,2.748207,814782.00,16790940.00,6056573.70,0.00,909736.11,909736.11,271115.10,271115.10
eonia_up,CPTY_A,2019-02-05,3.000262,1082657.75,16091945.00,7864988.63,0.00,1221102.30,1221102.30,350924.41,350924.41
eonia_up,CPTY_A,2019-05-06,3.246837,1257412.00,16054156.00,8970844.11,0.00,1432286.82,1432286.82,433046.57,433046.57
eonia_up,CPTY_A,2019-08-05,3.496152,1518946.63,15481370.00,11323806.84,0.00,1747568.22,1747568.22,526786.78,526786.78
eonia_up,CPTY_A,2019-11-05,3.748207,1717959.63,15828828.00,13208019.30,0.00,1996601.84,1996601.84,625627.08,625627.08
eonia_up,CPTY_A,2020-02-05,4.000000,1999823.50,15259693.00,15571081.14,0.00,2347778.37,2347778.37,734033.41,734033.41
eonia_up,CPTY_A,2020-05-05,4.245902,2150162.00,15206624.00,16274209.16,0.00,2549341.95,2549341.95,839167.11,839167.11
eonia_up,CPTY_A,2020-08-05,4.497268,2335805.00,14651739.00,16975981.68,0.00,2797566.00,2797566.00,948628.04,948628.04
eonia_up,CPTY_A,2020-11-05,4.748634,2460562.50,14871202.00,18205105.92,0.00,2976905.21,2976905.21,1055993.69,1055993.69
eonia_up,CPTY_A,2021-02-05,5.000262,2864590.00,14475712.00,18597449.38,0.00,3500901.62,3500901.62,1179028.76,1179028.76
eonia_up,CPTY_A,2021-05-05,5.244098,3026122.00,14491104.00,20210493.68,0.00,3734630.68,3734630.68,1297856.98,1297856.98
eonia_up,CPTY_A,2021-08-05,5.496152,3368542.25,14120118.00,23139775.54,0.00,4199427.15,4199427.15,1430923.64,1430923.64
eonia_up,CPTY_A,2021-11-05,5.748207,3442326.50,14333365.00,23733483.52,0.00,4334978.55,4334978.55,1558264.38,1558264.38
eonia_up,CPTY_A,2022-02-07,6.005741,3844877.00,14000417.00,23566037.88,0.00,4892147.68,4892147.68,1701225.77,1701225.77
eonia_up,CPTY_A,2022-05-05,6.244098,3865572.50,13886022.00,25763496.38,0.00,4965687.23,4965687.23,1825840.17,1825840.17
eonia_up,CPTY_A,2022-08-05,6.496152,4194268.50,13633255.00,26863199.65,0.00,5442627.28,5442627.28,1966173.79,1966173.79
eonia_up,CPTY_A,2022-11-07,6.753687,4322840.00,13879099.00,28464497.70,0.00,5667659.54,5667659.54,2107320.30,2107320.30
eonia_up,CPTY_A,2023-02-06,7.003002,4579295.50,13529677.00,30369934.50,0.00,6064184.35,6064184.35,2248189.30,2248189.30
eonia_up,CPTY_A,2023-05-05,7.244098,4732648.50,13547175.00,29006829.13,0.00,6328111.43,6328111.43,2383976.05,2383976.05
