#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
23,0.849614,0.002074,0.007672,1545691.375785,1565165.560590,1590971.024326,1766524.700426,21145.640472,1052986.550330
24,0.855344,-0.006944,-0.007836,1267691.031896,1573389.970628,1590971.024326,1766524.700426,245794.338699,1052986.550330
25,0.869062,0.011588,0.006025,1715994.381734,1593800.908986,1590971.024326,1766524.700426,1034970.841848,1052986.550330
26,0.878907,0.017069,0.047076,2164749.950249,1609077.969297,1590971.024326,1766524.700426,141138.932329,1052986.550330
27,0.885194,0.002848,0.016257,1788055.202336,1619108.432139,1590971.024326,1766524.700426,-11880.890475,1052986.550330
28,0.940475,-0.003249,0.012991,1901892.609739,1716294.704525,1590971.024326,1766524.700426,-299172.452856,1052986.550330
29,0.944605,0.011287,0.043422,2290526.699780,1724183.355350,1590971.024326,1766524.700426,-295807.476052,1052986.550330
30,0.946514,-0.011103,-0.009890,1621380.739654,1727857.019921,1590971.024326,1766524.700426,1124267.976235,1052986.550330
31,0.951727,0.001917,-0.004413,1833620.398636,1737981.384702,1590971.024326,1766524.700426,-207546.182480,1052986.550330
32,1.001948,0.001023,0.042676,2372619.570098,1841881.295624,1590971.024326,1766524.700426,-863079.372276,1052986.550330
33,1.004668,0.002856,-0.006652,2010435.270120,1847815.096817,1590971.024326,1766524.700426,-390327.405637,1052986.550330
34,1.014582,-0.004009,0.017950,2184154.123241,1869682.882584,1590971.024326,1766524.700426,663908.903612,1052986.550330
35,1.023227,-0.002633,0.020490,2241804.718370,1889050.787244,1590971.024326,1766524.700426,-501234.786206,1052986.550330
36,1.035586,0.010393,0.011769,2317295.207000,1917190.356599,1590971.024326,1766524.700426,-356690.926592,1052986.550330
37,1.039807,-0.000319,0.008407,2218539.544903,1926917.077208,1590971.024326,1766524.700426,-366877.901921,1052986.550330
38,1.091315,0.006828,0.013847,2464051.994683,2049558.075360,1590971.024326,1766524.700426,19113.052349,1052986.550330
39,1.099039,-0.006227,0.041749,2580303.397557,2068455.933326,1590971.024326,1766524.700426,-442803.414940,1052986.550330
40,1.106915,0.002865,0.021954,2533362.608226,2087823.965185,1590971.024326,1766524.700426,490909.740483,1052986.550330
41,1.147913,0.024306,0.051496,2961646.638209,2189749.506567,1590971.024326,1766524.700426,957385.806561,1052986.550330
42,1.149985,0.010454,0.012463,2637534.276218,2194927.257892,1590971.024326,1766524.700426,879165.546576,1052986.550330
43,1.152329,0.000471,0.003918,2516324.730516,2200788.300701,1590971.024326,1766524.700426,-52279.111410,1052986.550330
44,1.158911,-0.002018,0.020744,2628297.378662,2217244.259646,1590971.024326,1766524.700426,-767057.419542,1052986.550330
45,1.242961,-0.008760,-0.001645,2653543.379957,2424170.598441,1590971.024326,1766524.700426,-2719315.743762,1052986.550330
46,1.249325,0.012304,0.036084,3031367.287265,2439316.549567,1590971.024326,1766524.700426,-3032476.749235,1052986.550330
47,1.252500,0.012356,0.016381,2925550.618845,2446830.774768,1590971.024326,1766524.700426,-834604.588469,1052986.550330
48,1.326640,-0.001874,-0.006400,2875893.736792,2611796.583632,1590971.024326,1766524.700426,937589.531206,1052986.550330
49,1.676543,-0.020823,-0.005646,3518499.482714,2698851.058089,1590971.024326,1766524.700426,-533880.564613,1052986.550330
