#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference,Base Currency
CPI_Floor,ZeroInflationCurve/EUHICPXT/1/1Y,Up,-6301.27,0.000100,#N/A,-6271.86,29.41,EUR
CPI_Floor,ZeroInflationCurve/EUHICPXT/2/2Y,Up,-6301.27,0.000100,#N/A,-6234.26,67.02,EUR
CPI_Floor,ZeroInflationCurve/EUHICPXT/3/3Y,Up,-6301.27,0.000100,#N/A,-6196.25,105.02,EUR
CPI_Floor,ZeroInflationCurve/EUHICPXT/1/1Y,Down,-6301.27,0.000100,#N/A,-6330.80,-29.53,EUR
CPI_Floor,ZeroInflationCurve/EUHICPXT/2/2Y,Down,-6301.27,0.000100,#N/A,-6368.72,-67.45,EUR
CPI_Floor,ZeroInflationCurve/EUHICPXT/3/3Y,Down,-6301.27,0.000100,#N/A,-6407.00,-105.73,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Up,-6301.27,0.000000,#N/A,-6494.41,-193.14,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/1/1Y/0.02,Up,-6301.27,0.000000,#N/A,-6275.06,26.22,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Up,-6301.27,0.000000,#N/A,-6176.25,125.02,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/5/2Y/0.01,Up,-6301.27,0.000000,#N/A,-6587.69,-286.42,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/6/2Y/0.02,Up,-6301.27,0.000000,#N/A,-6289.11,12.16,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/7/2Y/0.03,Up,-6301.27,0.000000,#N/A,-6171.11,130.17,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Up,-6301.27,0.000000,#N/A,-6654.19,-352.92,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/11/3Y/0.02,Up,-6301.27,0.000000,#N/A,-6291.21,10.06,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/12/3Y/0.03,Up,-6301.27,0.000000,#N/A,-6135.13,166.14,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Down,-6301.27,0.000000,#N/A,-6110.30,190.98,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/1/1Y/0.02,Down,-6301.27,0.000000,#N/A,-6327.35,-26.08,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Down,-6301.27,0.000000,#N/A,-6423.17,-121.90,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/5/2Y/0.01,Down,-6301.27,0.000000,#N/A,-6015.35,285.92,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/6/2Y/0.02,Down,-6301.27,0.000000,#N/A,-6313.37,-12.09,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/7/2Y/0.03,Down,-6301.27,0.000000,#N/A,-6424.11,-122.84,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Down,-6301.27,0.000000,#N/A,-5949.43,351.84,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/11/3Y/0.02,Down,-6301.27,0.000000,#N/A,-6311.30,-10.03,EUR
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/12/3Y/0.03,Down,-6301.27,0.000000,#N/A,-6459.46,-158.18,EUR
CPI_Floor_SingleFlow,DiscountCurve/EUR/3/3Y,Up,-103307.26,0.000100,#N/A,-103276.25,31.02,EUR
CPI_Floor_SingleFlow,DiscountCurve/EUR/3/3Y,Down,-103307.26,0.000100,#N/A,-103338.29,-31.03,EUR
CPI_Floor_SingleFlow,ZeroInflationCurve/EUHICPXT/3/3Y,Up,-103307.26,0.000100,#N/A,-101557.75,1749.51,EUR
CPI_Floor_SingleFlow,ZeroInflationCurve/EUHICPXT/3/3Y,Down,-103307.26,0.000100,#N/A,-105074.51,-1767.25,EUR
CPI_Floor_SingleFlow,ZeroInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Up,-103307.26,0.000000,#N/A,-110365.69,-7058.42,EUR
CPI_Floor_SingleFlow,ZeroInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Down,-103307.26,0.000000,#N/A,-96270.37,7036.89,EUR
YearOnYear_Cap,DiscountCurve/EUR/1/1Y,Up,26370.02,0.000100,#N/A,26370.00,-0.02,EUR
YearOnYear_Cap,DiscountCurve/EUR/2/2Y,Up,26370.02,0.000100,#N/A,26369.54,-0.48,EUR
YearOnYear_Cap,DiscountCurve/EUR/3/3Y,Up,26370.02,0.000100,#N/A,26367.19,-2.82,EUR
YearOnYear_Cap,DiscountCurve/EUR/4/5Y,Up,26370.02,0.000100,#N/A,26362.83,-7.18,EUR
YearOnYear_Cap,DiscountCurve/EUR/1/1Y,Down,26370.02,0.000100,#N/A,26370.04,0.02,EUR
YearOnYear_Cap,DiscountCurve/EUR/2/2Y,Down,26370.02,0.000100,#N/A,26370.50,0.48,EUR
YearOnYear_Cap,DiscountCurve/EUR/3/3Y,Down,26370.02,0.000100,#N/A,26372.84,2.82,EUR
YearOnYear_Cap,DiscountCurve/EUR/4/5Y,Down,26370.02,0.000100,#N/A,26377.20,7.19,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/1/1Y,Up,26370.02,0.000000,#N/A,26377.67,7.66,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/2/2Y,Up,26370.02,0.000000,#N/A,26420.78,50.76,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/3/3Y,Up,26370.02,0.000000,#N/A,26522.65,152.63,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/4/5Y,Up,26370.02,0.000000,#N/A,26579.69,209.67,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/5/7Y,Up,26370.02,0.000000,#N/A,26375.96,5.94,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/1/1Y,Down,26370.02,0.000000,#N/A,26362.61,-7.41,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/2/2Y,Down,26370.02,0.000000,#N/A,26320.14,-49.88,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/3/3Y,Down,26370.02,0.000000,#N/A,26219.00,-151.02,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/4/5Y,Down,26370.02,0.000000,#N/A,26162.29,-207.72,EUR
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/5/7Y,Down,26370.02,0.000000,#N/A,26364.08,-5.94,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Up,26370.02,0.000000,#N/A,26993.41,623.39,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/7/2Y/0.03,Up,26370.02,0.000000,#N/A,28395.13,2025.11,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/12/3Y/0.03,Up,26370.02,0.000000,#N/A,32074.50,5704.48,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/17/5Y/0.03,Up,26370.02,0.000000,#N/A,33183.13,6813.11,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Down,26370.02,0.000000,#N/A,25946.55,-423.46,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/7/2Y/0.03,Down,26370.02,0.000000,#N/A,24747.43,-1622.59,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/12/3Y/0.03,Down,26370.02,0.000000,#N/A,21474.20,-4895.82,EUR
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/17/5Y/0.03,Down,26370.02,0.000000,#N/A,20490.36,-5879.66,EUR
YearOnYear_Floor,DiscountCurve/EUR/1/1Y,Up,1083.34,0.000100,#N/A,1083.34,0.00,EUR
YearOnYear_Floor,DiscountCurve/EUR/2/2Y,Up,1083.34,0.000100,#N/A,1083.28,-0.06,EUR
YearOnYear_Floor,DiscountCurve/EUR/3/3Y,Up,1083.34,0.000100,#N/A,1083.10,-0.24,EUR
YearOnYear_Floor,DiscountCurve/EUR/1/1Y,Down,1083.34,0.000100,#N/A,1083.34,0.00,EUR
YearOnYear_Floor,DiscountCurve/EUR/2/2Y,Down,1083.34,0.000100,#N/A,1083.39,0.06,EUR
YearOnYear_Floor,DiscountCurve/EUR/3/3Y,Down,1083.34,0.000100,#N/A,1083.57,0.24,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/1/1Y,Up,1083.34,0.000000,#N/A,1082.52,-0.82,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/2/2Y,Up,1083.34,0.000000,#N/A,1075.48,-7.86,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/3/3Y,Up,1083.34,0.000000,#N/A,1064.78,-18.56,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/4/5Y,Up,1083.34,0.000000,#N/A,1082.57,-0.77,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/1/1Y,Down,1083.34,0.000000,#N/A,1084.19,0.85,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/2/2Y,Down,1083.34,0.000000,#N/A,1091.40,8.06,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/3/3Y,Down,1083.34,0.000000,#N/A,1102.26,18.93,EUR
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/4/5Y,Down,1083.34,0.000000,#N/A,1084.11,0.77,EUR
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Up,1083.34,0.000000,#N/A,1211.01,127.67,EUR
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/5/2Y/0.01,Up,1083.34,0.000000,#N/A,1617.36,534.02,EUR
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Up,1083.34,0.000000,#N/A,1938.95,855.61,EUR
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Down,1083.34,0.000000,#N/A,1012.77,-70.57,EUR
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/5/2Y/0.01,Down,1083.34,0.000000,#N/A,757.87,-325.47,EUR
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Down,1083.34,0.000000,#N/A,586.66,-496.68,EUR
