#Scenario,TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-1677913.74,0.000100,0.000100,-1677917.21,-3.46
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-1677913.74,0.000100,0.000100,-1677969.49,-55.75
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-1677913.74,0.000100,0.000100,-1678027.06,-113.31
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678226.14,-312.39
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678736.97,-823.23
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679349.55,-1435.80
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692426.86,-14513.11
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/2/3M:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1677970.29,-56.55
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,-1677913.74,0.000100,0.000100,-1677915.63,-1.89
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,-1677913.74,0.000100,0.000100,-1677920.12,-6.38
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,-1677913.74,0.000100,0.000100,-1677928.72,-14.98
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-1677913.74,0.000100,0.000100,-1677918.97,-5.23
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-1677913.74,0.000100,0.000100,-1677971.26,-57.51
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-1677913.74,0.000100,0.000100,-1678028.82,-115.08
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678227.90,-314.16
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678738.73,-824.99
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679351.31,-1437.57
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692428.62,-14514.88
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1677972.06,-58.31
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/3/6M:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1677915.51,-1.76
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,-1677913.74,0.000100,0.000100,-1677918.52,-4.78
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,-1677913.74,0.000100,0.000100,-1677927.08,-13.33
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-1677913.74,0.000100,0.000100,-1677917.33,-3.58
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-1677913.74,0.000100,0.000100,-1677969.61,-55.87
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-1677913.74,0.000100,0.000100,-1678027.18,-113.43
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678226.26,-312.51
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678737.09,-823.34
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679349.66,-1435.92
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692426.97,-14513.23
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1677970.41,-56.67
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/4/9M:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1677913.86,-0.12
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,-1677913.74,0.000100,0.000100,-1677931.53,-17.78
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-1677913.74,0.000100,0.000100,-1677921.87,-8.13
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-1677913.74,0.000100,0.000100,-1677974.16,-60.41
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-1677913.74,0.000100,0.000100,-1678031.72,-117.98
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678230.80,-317.06
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678741.63,-827.89
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679354.21,-1440.47
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692431.52,-14517.78
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1677974.96,-61.21
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/5/1Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1677918.41,-4.66
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-1677913.74,0.000100,0.000100,-1677930.14,-16.40
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-1677913.74,0.000100,0.000100,-1677982.70,-68.96
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-1677913.74,0.000100,0.000100,-1678040.27,-126.53
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678239.35,-325.61
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678750.18,-836.44
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679362.76,-1449.02
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692440.07,-14526.33
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1677983.51,-69.76
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/6/2Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1677926.96,-13.21
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-1677913.74,0.000100,0.000100,-1677972.40,-58.66
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-1677913.74,0.000100,0.000100,-1678030.51,-116.77
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678229.60,-315.86
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678740.43,-826.69
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679353.01,-1439.26
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692430.32,-14516.57
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1677973.76,-60.01
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/7/3Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1677917.21,-3.46
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/4Y:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-1677913.74,0.000100,0.000100,-1678081.88,-168.14
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/4Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678281.88,-368.14
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/4Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678792.72,-878.98
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/4Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679405.30,-1491.55
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/4Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692482.61,-14568.86
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/4Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1678026.04,-112.30
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/8/4Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1677969.49,-55.75
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/9/5Y:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-1677913.74,0.000100,0.000100,-1678338.64,-424.90
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/9/5Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1678850.28,-936.54
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/9/5Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679462.86,-1549.12
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/9/5Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692540.17,-14626.43
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/9/5Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1678083.61,-169.86
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/9/5Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1678027.06,-113.31
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/10/7Y:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-1677913.74,0.000100,0.000100,-1679048.32,-1134.58
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/10/7Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1679661.94,-1748.19
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/10/7Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1692739.25,-14825.51
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/10/7Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1678282.69,-368.94
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/10/7Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1678226.14,-312.39
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/11/10Y:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-1677913.74,0.000100,0.000100,-1680171.55,-2257.80
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/11/10Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1693250.08,-15336.33
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/11/10Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1678793.52,-879.77
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/11/10Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1678736.97,-823.23
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/12/15Y:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-1677913.74,0.000100,0.000100,-1693860.50,-15946.75
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/12/15Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1679406.09,-1492.34
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/12/15Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1679349.55,-1435.80
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/13/20Y:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-1677913.74,0.000100,0.000100,-1692483.41,-14569.67
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/13/20Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1692426.86,-14513.11
parallel_rates,SWAP_EUR,IndexCurve/EUR-EURIBOR-6M/14/25Y:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-1677913.74,0.000100,0.000100,-1677970.29,-56.55
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/3/6M,Up,-946751.56,0.000100,#N/A,-946749.13,2.43
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/4/9M,Up,-946751.56,0.000100,#N/A,-946751.39,0.17
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/5/1Y,Up,-946751.56,0.000100,#N/A,-946754.36,-2.80
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/6/2Y,Up,-946751.56,0.000100,#N/A,-946752.03,-0.47
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/7/3Y,Up,-946751.56,0.000100,#N/A,-946747.81,3.75
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/8/4Y,Up,-946751.56,0.000100,#N/A,-946737.32,14.24
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/9/5Y,Up,-946751.56,0.000100,#N/A,-946699.25,52.31
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/10/7Y,Up,-946751.56,0.000100,#N/A,-946556.26,195.30
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/11/10Y,Up,-946751.56,0.000100,#N/A,-946319.06,432.50
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/12/15Y,Up,-946751.56,0.000100,#N/A,-946657.92,93.64
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/3/6M,Down,-946751.56,0.000100,#N/A,-946753.99,-2.43
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/4/9M,Down,-946751.56,0.000100,#N/A,-946751.73,-0.17
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/5/1Y,Down,-946751.56,0.000100,#N/A,-946748.76,2.80
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/6/2Y,Down,-946751.56,0.000100,#N/A,-946751.09,0.47
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/7/3Y,Down,-946751.56,0.000100,#N/A,-946755.30,-3.74
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/8/4Y,Down,-946751.56,0.000100,#N/A,-946765.80,-14.24
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/9/5Y,Down,-946751.56,0.000100,#N/A,-946803.88,-52.32
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/10/7Y,Down,-946751.56,0.000100,#N/A,-946946.95,-195.39
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/11/10Y,Down,-946751.56,0.000100,#N/A,-947184.37,-432.81
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/12/15Y,Down,-946751.56,0.000100,#N/A,-946845.24,-93.68
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/0/2W,Up,-946751.56,0.000100,#N/A,-946740.59,10.97
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/3/6M,Up,-946751.56,0.000100,#N/A,-946753.32,-1.76
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/4/9M,Up,-946751.56,0.000100,#N/A,-946751.68,-0.12
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/5/1Y,Up,-946751.56,0.000100,#N/A,-946756.22,-4.66
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/6/2Y,Up,-946751.56,0.000100,#N/A,-946764.77,-13.21
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/7/3Y,Up,-946751.56,0.000100,#N/A,-946755.02,-3.46
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/8/4Y,Up,-946751.56,0.000100,#N/A,-946807.31,-55.75
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/9/5Y,Up,-946751.56,0.000100,#N/A,-946864.87,-113.31
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/10/7Y,Up,-946751.56,0.000100,#N/A,-947063.95,-312.39
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/11/10Y,Up,-946751.56,0.000100,#N/A,-952375.29,-5623.73
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/12/15Y,Up,-946751.56,0.000100,#N/A,-951903.74,-5152.18
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/0/2W,Down,-946751.56,0.000100,#N/A,-946762.53,-10.97
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/3/6M,Down,-946751.56,0.000100,#N/A,-946749.84,1.72
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/4/9M,Down,-946751.56,0.000100,#N/A,-946751.44,0.12
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/5/1Y,Down,-946751.56,0.000100,#N/A,-946747.04,4.52
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/6/2Y,Down,-946751.56,0.000100,#N/A,-946738.73,12.83
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/7/3Y,Down,-946751.56,0.000100,#N/A,-946748.95,2.61
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/8/4Y,Down,-946751.56,0.000100,#N/A,-946697.31,54.25
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/9/5Y,Down,-946751.56,0.000100,#N/A,-946640.01,111.55
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/10/7Y,Down,-946751.56,0.000100,#N/A,-946441.05,310.51
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/11/10Y,Down,-946751.56,0.000100,#N/A,-941129.67,5621.89
parallel_rates,SWAP_EUR_12Y,IndexCurve/EUR-EURIBOR-6M/12/15Y,Down,-946751.56,0.000100,#N/A,-941600.15,5151.41
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/3/6M,Cross,-946751.56,0.000100,0.000100,-946749.13,2.43
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/4/9M,Cross,-946751.56,0.000100,0.000100,-946751.39,0.17
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/5/1Y,Cross,-946751.56,0.000100,0.000100,-946754.36,-2.80
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/6/2Y,Cross,-946751.56,0.000100,0.000100,-946752.03,-0.47
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/7/3Y,Cross,-946751.56,0.000100,0.000100,-946747.81,3.75
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/8/4Y,Cross,-946751.56,0.000100,0.000100,-946737.32,14.24
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/9/5Y,Cross,-946751.56,0.000100,0.000100,-946699.25,52.31
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/10/7Y,Cross,-946751.56,0.000100,0.000100,-946556.26,195.30
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/11/10Y,Cross,-946751.56,0.000100,0.000100,-946319.06,432.50
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:DiscountCurve/EUR/12/15Y,Cross,-946751.56,0.000100,0.000100,-946657.92,93.64
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,-946751.56,0.000100,0.000100,-946740.59,10.97
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,-946751.56,0.000100,0.000100,-946753.32,-1.76
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,-946751.56,0.000100,0.000100,-946751.68,-0.12
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,-946751.56,0.000100,0.000100,-946756.22,-4.66
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,-946751.56,0.000100,0.000100,-946764.77,-13.21
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-946751.56,0.000100,0.000100,-946755.02,-3.46
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-946751.56,0.000100,0.000100,-946807.31,-55.75
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-946751.56,0.000100,0.000100,-946864.87,-113.31
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-946751.56,0.000100,0.000100,-947063.95,-312.39
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-946751.56,0.000100,0.000100,-952375.29,-5623.73
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/0/2W:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-946751.56,0.000100,0.000100,-951903.74,-5152.18
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/1/1M:DiscountCurve/EUR/3/6M,Cross,-946751.56,0.000100,0.000100,-946749.13,2.43
parallel_rates,SWAP_EUR_12Y,DiscountCurve/EUR/1/1M:DiscountCurve/EUR/4/9M,Cross,-946751.56,0.000100,0.000100,-946751.39,0.17
