#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet
92,2019-08-30,14,644228.062219,636042.768647,0.000000,685825.293631,CPTY_A
93,2019-09-13,14,677653.833982,669453.497449,0.000000,652784.822540,CPTY_A
94,2019-09-27,14,692925.596983,682554.918233,0.000000,763095.151917,CPTY_A
95,2019-10-11,14,598704.686622,538137.334689,55012.911428,640077.524451,CPTY_A
96,2019-10-25,14,604074.239936,596061.772113,0.000000,498532.654676,CPTY_A
97,2019-11-08,14,623054.168334,620014.859260,0.000000,562092.322574,CPTY_A
98,2019-11-22,14,722557.437166,709637.244249,0.000000,866243.630507,CPTY_A
99,2019-12-06,14,534406.336812,530711.717578,0.000000,608510.047161,CPTY_A
100,2019-12-20,14,583095.849872,566094.849201,0.000000,518773.777098,CPTY_A
101,2020-01-03,14,669427.677330,627527.168265,0.000000,676013.802377,CPTY_A
102,2020-01-17,14,579278.683804,548085.032723,57104.703697,621721.096675,CPTY_A
103,2020-01-31,14,696075.441707,661976.363284,0.000000,656568.591731,CPTY_A
104,2020-02-14,14,726103.912435,636774.566224,0.000000,617369.946429,CPTY_A
105,2020-02-28,14,556959.607607,552368.910736,0.000000,618327.558268,CPTY_A
106,2020-03-13,14,650155.217267,646153.610177,0.000000,644654.789211,CPTY_A
107,2020-03-27,18,587752.588046,535296.493999,0.000000,827898.278634,CPTY_A
108,2020-04-14,10,690809.649270,655657.406496,39521.207239,749863.897851,CPTY_A
109,2020-04-24,17,606725.678607,576879.511963,0.000000,650762.952014,CPTY_A
110,2020-05-11,11,555688.422380,468172.347668,0.000000,1010881.549181,CPTY_A
111,2020-05-22,14,583597.047065,576371.885560,0.000000,417021.188320,CPTY_A
112,2020-06-05,14,605014.323113,596624.212249,0.000000,709588.026768,CPTY_A
113,2020-06-19,17,493184.158044,486506.664030,0.000000,549445.046002,CPTY_A
114,2020-07-06,11,663479.041668,559335.544722,0.000000,736616.720884,CPTY_A
115,2020-07-17,14,544725.011893,538274.684098,35963.345510,405125.452146,CPTY_A
116,2020-07-31,14,494505.695238,485242.813527,0.000000,523707.161467,CPTY_A
117,2020-08-14,14,537426.610616,521431.871991,0.000000,668130.723845,CPTY_A
118,2020-08-28,14,533442.478194,477218.154286,0.000000,755174.696960,CPTY_A
119,2020-09-11,14,542989.183177,508834.483266,0.000000,618791.325123,CPTY_A
120,2020-09-25,14,665146.629425,640027.491785,0.000000,830332.717718,CPTY_A
121,2020-10-09,14,556541.991107,540736.051361,35051.492632,537195.546797,CPTY_A
122,2020-10-23,14,598392.249015,532214.099635,0.000000,747225.917930,CPTY_A
123,2020-11-06,14,422011.773710,404320.764060,0.000000,307201.910977,CPTY_A
124,2020-11-20,14,504619.029028,488267.884553,0.000000,662464.036422,CPTY_A
125,2020-12-04,14,632192.073524,539066.853650,0.000000,829988.640139,CPTY_A
126,2020-12-18,17,557497.126062,539798.464195,0.000000,374208.967609,CPTY_A
127,2021-01-04,11,489992.811185,478820.897493,0.000000,505141.856307,CPTY_A
128,2021-01-15,14,454444.965214,455049.414474,29947.201553,546686.507458,CPTY_A
129,2021-01-29,14,515475.259805,492026.528752,0.000000,439225.634682,CPTY_A
130,2021-02-12,14,534468.856982,457696.075136,0.000000,982306.942837,CPTY_A
131,2021-02-26,14,431770.332564,412128.339706,0.000000,652584.942320,CPTY_A
132,2021-03-12,14,353395.559298,341593.507534,0.000000,373524.661748,CPTY_A
133,2021-03-26,14,487420.237400,454012.960325,0.000000,540513.356778,CPTY_A
134,2021-04-09,14,418650.573823,410011.938659,15090.739302,489551.662399,CPTY_A
135,2021-04-23,14,444632.018177,410045.467806,0.000000,315601.213760,CPTY_A
136,2021-05-07,14,416413.308453,414486.278969,0.000000,417674.411388,CPTY_A
137,2021-05-21,14,441236.783727,397538.261917,0.000000,414190.921155,CPTY_A
138,2021-06-04,14,459269.926471,411122.816325,0.000000,566265.055595,CPTY_A
139,2021-06-18,14,543035.405360,466840.792772,0.000000,536722.298538,CPTY_A
140,2021-07-02,14,484298.571314,444166.082346,0.000000,386262.212342,CPTY_A
141,2021-07-16,14,314969.905083,294070.962606,13333.239531,360791.367971,CPTY_A
142,2021-07-30,14,405160.345526,371438.278781,0.000000,485476.493382,CPTY_A
143,2021-08-13,14,350143.651853,328333.492644,0.000000,456720.118906,CPTY_A
144,2021-08-27,14,455774.306886,416918.326518,0.000000,393384.184339,CPTY_A
145,2021-09-10,14,338901.382159,335420.684469,0.000000,258183.249125,CPTY_A
146,2021-09-24,14,448939.466491,407454.562331,0.000000,371746.412822,CPTY_A
147,2021-10-08,14,394499.388528,371976.444019,8287.743535,281944.435535,CPTY_A
148,2021-10-22,14,295364.875421,290819.267380,0.000000,293747.377256,CPTY_A
149,2021-11-05,14,402183.086520,348884.745616,0.000000,865870.398474,CPTY_A
150,2021-11-19,14,341292.882185,332188.641362,0.000000,307292.964792,CPTY_A
151,2021-12-03,14,366338.110167,357648.487371,0.000000,306447.865904,CPTY_A
152,2021-12-17,18,353713.461865,354821.805260,0.000000,370135.390833,CPTY_A
153,2022-01-04,10,354136.302716,352102.569738,0.000000,279005.724642,CPTY_A
154,2022-01-14,14,317765.273048,298990.049679,4573.265088,322483.002447,CPTY_A
155,2022-01-28,14,377936.623935,321754.431877,0.000000,677750.600622,CPTY_A
156,2022-02-11,14,348125.792810,310766.606861,0.000000,523856.538628,CPTY_A
157,2022-02-25,14,323473.829867,320146.926487,0.000000,336315.681450,CPTY_A
158,2022-03-11,14,356816.083967,319395.443976,0.000000,406124.781004,CPTY_A
159,2022-03-25,14,265918.850642,265995.951158,0.000000,358960.990763,CPTY_A
160,2022-04-08,14,292866.984048,292942.858921,683.772969,307376.271605,CPTY_A
161,2022-04-22,14,359602.326948,314242.580206,0.000000,465793.592316,CPTY_A
162,2022-05-06,14,341712.972166,316694.191039,0.000000,529804.557110,CPTY_A
163,2022-05-20,14,314223.682756,274494.560317,0.000000,422731.042045,CPTY_A
164,2022-06-03,14,274249.568102,259330.417900,0.000000,309949.934547,CPTY_A
165,2022-06-17,14,325953.908533,303710.919727,0.000000,249702.473350,CPTY_A
166,2022-07-01,14,330306.101959,308670.987721,0.000000,391767.913679,CPTY_A
167,2022-07-15,14,322178.957320,283864.134322,1917.887637,594568.088597,CPTY_A
168,2022-07-29,14,241472.679043,238387.659614,0.000000,241639.273642,CPTY_A
169,2022-08-12,14,261534.863997,250540.462091,0.000000,315861.284333,CPTY_A
170,2022-08-26,14,321094.219255,290312.507031,0.000000,435278.776245,CPTY_A
171,2022-09-09,14,260119.641829,240459.998876,0.000000,507187.936720,CPTY_A
172,2022-09-23,14,275542.127494,267957.897612,0.000000,287128.603837,CPTY_A
173,2022-10-07,14,290120.083184,259956.178863,0.000000,272674.739879,CPTY_A
174,2022-10-21,14,203378.376637,192112.839122,6037.941309,197421.812847,CPTY_A
175,2022-11-04,14,170590.904692,170043.169032,0.000000,148516.098567,CPTY_A
176,2022-11-18,14,233516.875489,229503.276948,0.000000,190371.231769,CPTY_A
177,2022-12-02,14,259255.482024,242013.335314,0.000000,278761.624883,CPTY_A
178,2022-12-16,14,266489.842614,247283.830211,0.000000,314962.153742,CPTY_A
179,2022-12-30,14,272429.878327,267229.099135,0.000000,263793.420636,CPTY_A
180,2023-01-13,14,197693.284045,176267.377353,8970.554868,252209.362815,CPTY_A
181,2023-01-27,14,209009.874919,198392.302769,0.000000,207361.816745,CPTY_A
182,2023-02-10,14,216494.345962,190207.703594,0.000000,338078.078853,CPTY_A
183,2023-02-24,14,172928.160044,153271.489453,0.000000,158621.565351,CPTY_A
184,2023-03-10,14,201820.420555,181497.333316,0.000000,240679.234264,CPTY_A
185,2023-03-24,18,158903.784455,146475.676104,0.000000,152849.287007,CPTY_A
186,2023-04-11,10,193425.918147,176468.249944,0.000000,230317.243704,CPTY_A
187,2023-04-21,14,125623.216238,123638.001156,3014.635020,135755.005467,CPTY_A
188,2023-05-05,14,144751.013573,136630.105320,0.000000,133897.012799,CPTY_A
189,2023-05-19,14,144274.856339,132898.079206,0.000000,178554.673742,CPTY_A
190,2023-06-02,14,171240.962932,153617.665091,0.000000,297669.482808,CPTY_A
191,2023-06-16,14,142720.303336,129798.699472,0.000000,201667.857328,CPTY_A
192,2023-06-30,14,129845.215708,123219.983770,0.000000,132103.422724,CPTY_A
193,2023-07-14,14,126722.779537,124067.397236,-1638.666747,123167.588168,CPTY_A
194,2023-07-28,14,108786.423144,103931.775314,0.000000,196827.699449,CPTY_A
195,2023-08-11,14,123033.785190,110396.159167,0.000000,202253.162808,CPTY_A
196,2023-08-25,14,132296.940003,114655.954381,0.000000,196939.532118,CPTY_A
197,2023-09-08,14,112859.595325,108378.509560,0.000000,105785.160047,CPTY_A
198,2023-09-22,14,114909.372629,103541.276350,0.000000,99268.168634,CPTY_A
199,2023-10-06,14,145397.164409,128004.155131,0.000000,91320.633302,CPTY_A
200,2023-10-20,14,99525.155024,87557.436094,-4506.371436,92186.579900,CPTY_A
201,2023-11-03,14,78596.223854,76706.476823,0.000000,81553.318017,CPTY_A
202,2023-11-17,14,92315.828681,81463.796838,0.000000,57964.534459,CPTY_A
203,2023-12-01,14,87763.522072,80576.985879,0.000000,116481.178301,CPTY_A
204,2023-12-15,14,94009.074231,88690.308403,0.000000,84953.109542,CPTY_A
205,2023-12-29,14,81239.482919,78632.894926,0.000000,105185.439802,CPTY_A
206,2024-01-12,14,69105.468936,61306.954566,-8220.244414,63129.045243,CPTY_A
207,2024-01-26,14,66220.171708,63985.633221,0.000000,68256.133517,CPTY_A
208,2024-02-09,14,78254.279117,68201.054453,0.000000,121597.739252,CPTY_A
209,2024-02-23,14,54718.914730,53123.685409,0.000000,50395.362690,CPTY_A
210,2024-03-08,14,62593.534561,55057.289056,0.000000,43729.331706,CPTY_A
211,2024-03-22,14,49794.590150,50165.715489,0.000000,41904.946126,CPTY_A
212,2024-04-05,14,65003.056683,62568.740986,0.000000,87805.464003,CPTY_A
213,2024-04-19,14,38067.920063,34767.049611,-23478.265234,58903.151423,CPTY_A
214,2024-05-03,14,32484.704669,32177.289410,0.000000,28552.783523,CPTY_A
215,2024-05-17,14,39598.870294,36926.099805,0.000000,68152.231650,CPTY_A
216,2024-05-31,14,33605.394505,32477.391054,0.000000,31655.481322,CPTY_A
217,2024-06-14,14,44083.205846,40018.191719,0.000000,40701.182416,CPTY_A
218,2024-06-28,14,40964.894277,36582.081085,0.000000,27840.275665,CPTY_A
219,2024-07-12,14,28896.077893,25544.726239,-29333.116719,36042.896726,CPTY_A
220,2024-07-26,14,13056.686200,11607.770680,0.000000,11875.381144,CPTY_A
221,2024-08-09,14,13019.594791,11695.992214,0.000000,21136.624193,CPTY_A
222,2024-08-23,14,13023.672168,12432.202827,0.000000,16820.815751,CPTY_A
223,2024-09-06,14,13788.771979,12617.821539,0.000000,13097.842024,CPTY_A
224,2024-09-20,14,13758.360421,13699.417571,0.000000,15573.572426,CPTY_A
225,2024-10-04,14,10919.793284,10906.565431,0.000000,10656.598570,CPTY_A
226,2024-10-18,14,286.067314,309.495738,-32249.420498,27.341502,CPTY_A
227,2024-11-01,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
228,2024-11-15,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
229,2024-11-29,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
230,2024-12-13,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
231,2024-12-27,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
232,2025-01-10,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
233,2025-01-24,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
234,2025-02-07,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
235,2025-02-21,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
236,2025-03-07,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
237,2025-03-21,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
238,2025-04-04,18,0.000000,0.000000,0.000000,0.000000,CPTY_A
239,2025-04-22,10,0.000000,0.000000,0.000000,0.000000,CPTY_A
240,2025-05-02,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
241,2025-05-16,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
242,2025-05-30,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
243,2025-06-13,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
244,2025-06-27,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
245,2025-07-11,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
246,2025-07-25,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
247,2025-08-08,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
248,2025-08-22,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
249,2025-09-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
250,2025-09-19,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
251,2025-10-03,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
252,2025-10-17,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
253,2025-10-31,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
254,2025-11-14,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
255,2025-11-28,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
256,2025-12-12,17,0.000000,0.000000,0.000000,0.000000,CPTY_A
257,2025-12-29,11,0.000000,0.000000,0.000000,0.000000,CPTY_A
258,2026-01-09,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
259,2026-01-23,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
260,2026-02-06,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
261,2026-02-20,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
262,2026-03-06,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
263,2026-03-20,18,0.000000,0.000000,0.000000,0.000000,CPTY_A
264,2026-04-07,10,0.000000,0.000000,0.000000,0.000000,CPTY_A
265,2026-04-17,18,0.000000,0.000000,0.000000,0.000000,CPTY_A
266,2026-05-05,10,0.000000,0.000000,0.000000,0.000000,CPTY_A
267,2026-05-15,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
268,2026-05-29,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
