#Sample,Regressor_0_USD,Regressor_1_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
289,0.772978,-0.006884,688914.838833,0.000000,653182.958470,686717.490665,65270.767992,705967.607295
290,0.773145,-0.017821,724388.914809,0.000000,653182.958470,686717.490665,-92431.732043,705967.607295
291,0.773450,0.020176,593041.246591,0.000000,653182.958470,686717.490665,-26222.454525,705967.607295
292,0.777413,0.014557,618416.459648,0.000000,653182.958470,686717.490665,18499.390389,705967.607295
293,0.777665,0.008020,642336.187351,0.000000,653182.958470,686717.490665,73921.858106,705967.607295
294,0.777762,0.058496,427008.665318,0.000000,653182.958470,686717.490665,-49307.570649,705967.607295
295,0.778181,0.009984,635844.063995,0.000000,653182.958470,686717.490665,15023.048048,705967.607295
296,0.778314,0.018310,605362.841890,662169.087120,653182.958470,686717.490665,-18616.262886,705967.607295
297,0.778657,0.003589,658860.368350,0.000000,653182.958470,686717.490665,481614.141378,705967.607295
298,0.778920,0.003233,660346.211332,0.000000,653182.958470,686717.490665,-152188.922691,705967.607295
299,0.781288,-0.004065,687322.409156,0.000000,653182.958470,686717.490665,47556.346002,705967.607295
300,0.781356,0.015856,617717.042435,0.000000,653182.958470,686717.490665,-324589.611156,705967.607295
301,0.782046,-0.004004,687827.321916,0.000000,653182.958470,686717.490665,184756.393236,705967.607295
302,0.782163,0.027416,574322.827537,0.000000,653182.958470,686717.490665,185819.090741,705967.607295
303,0.782573,0.033549,549892.390679,0.000000,653182.958470,686717.490665,21910.369336,705967.607295
304,0.783344,0.009147,644009.937550,0.000000,653182.958470,686717.490665,286721.096603,705967.607295
305,0.783475,0.047395,490248.043936,663930.492874,653182.958470,686717.490665,227830.531225,705967.607295
306,0.783588,0.025389,583892.560611,0.000000,653182.958470,686717.490665,144046.375750,705967.607295
307,0.783685,0.013971,627031.765437,0.000000,653182.958470,686717.490665,60051.212440,705967.607295
308,0.785047,0.050249,478890.219860,0.000000,653182.958470,686717.490665,-100835.236807,705967.607295
309,0.785085,0.043437,510371.081615,0.000000,653182.958470,686717.490665,-143914.492636,705967.607295
310,0.786714,0.029092,572752.082223,0.000000,653182.958470,686717.490665,215761.451848,705967.607295
311,0.786750,0.021650,601710.755553,0.000000,653182.958470,686717.490665,-8745.394008,705967.607295
312,0.786803,0.020784,605042.884896,0.000000,653182.958470,686717.490665,22165.373227,705967.607295
313,0.789470,-0.006599,703198.017671,0.000000,653182.958470,686717.490665,487116.606364,705967.607295
314,0.789854,0.021955,603866.100596,0.000000,653182.958470,686717.490665,-80292.969204,705967.607295
315,0.790297,-0.001698,687879.737063,0.000000,653182.958470,686717.490665,-371262.085301,705967.607295
316,0.790510,-0.011483,719803.547702,0.000000,653182.958470,686717.490665,-382888.962134,705967.607295
317,0.790679,0.019037,615655.161932,666407.255416,653182.958470,686717.490665,-313266.233327,705967.607295
318,0.791298,0.019102,616058.975672,666621.220400,653182.958470,686717.490665,162334.518826,705967.607295
319,0.791875,0.007230,659135.075901,0.000000,653182.958470,686717.490665,-184652.305784,705967.607295
320,0.792299,0.015262,631144.648566,0.000000,653182.958470,686717.490665,475849.467061,705967.607295
321,0.793795,0.022754,605035.743236,0.000000,653182.958470,686717.490665,282015.660593,705967.607295
322,0.793799,-0.030903,781651.064981,0.000000,653182.958470,686717.490665,74572.572426,705967.607295
323,0.794361,0.002488,677714.519452,0.000000,653182.958470,686717.490665,-57625.745920,705967.607295
324,0.794614,0.018862,620391.399928,0.000000,653182.958470,686717.490665,-162171.728739,705967.607295
325,0.794617,0.026215,592727.162653,0.000000,653182.958470,686717.490665,121733.598004,705967.607295
326,0.795741,0.002468,679087.135513,0.000000,653182.958470,686717.490665,148089.717130,705967.607295
327,0.796893,0.017191,628839.741831,0.000000,653182.958470,686717.490665,535328.280710,705967.607295
328,0.798177,0.030349,580545.147797,0.000000,653182.958470,686717.490665,41580.887776,705967.607295
329,0.798261,0.018621,625035.178398,0.000000,653182.958470,686717.490665,125165.588185,705967.607295
330,0.800351,0.047945,509421.244063,669764.776531,653182.958470,686717.490665,401719.357326,705967.607295
331,0.800489,0.006777,669021.957917,0.000000,653182.958470,686717.490665,221689.465698,705967.607295
332,0.800674,0.021604,616568.440363,669877.583904,653182.958470,686717.490665,-378393.141587,705967.607295
333,0.801540,0.006657,670440.363511,670180.154483,653182.958470,686717.490665,307639.086758,705967.607295
334,0.801737,0.005313,675186.133154,0.000000,653182.958470,686717.490665,-237381.623787,705967.607295
335,0.802062,0.020310,622772.933635,0.000000,653182.958470,686717.490665,-18387.387091,705967.607295
336,0.802210,0.041042,541670.665308,0.000000,653182.958470,686717.490665,382779.643383,705967.607295
337,0.802375,0.025178,605001.240360,0.000000,653182.958470,686717.490665,-1917.774089,705967.607295
338,0.803386,0.017627,633870.436002,0.000000,653182.958470,686717.490665,-345747.727215,705967.607295
339,0.803786,-0.008317,721610.634625,0.000000,653182.958470,686717.490665,164200.897802,705967.607295
340,0.804703,-0.006194,715688.141041,0.000000,653182.958470,686717.490665,-674208.702343,705967.607295
341,0.804959,0.009244,664885.444919,0.000000,653182.958470,686717.490665,-40321.022675,705967.607295
342,0.805356,0.021464,621938.391541,0.000000,653182.958470,686717.490665,-34704.952662,705967.607295
343,0.805522,0.030477,588118.967062,0.000000,653182.958470,686717.490665,262045.627005,705967.607295
344,0.806613,0.014219,649223.132731,0.000000,653182.958470,686717.490665,-71104.852166,705967.607295
345,0.807422,-0.000619,700182.508997,672242.624554,653182.958470,686717.490665,210478.457629,705967.607295
346,0.807741,-0.007515,722593.453988,0.000000,653182.958470,686717.490665,270001.643719,705967.607295
347,0.808159,0.026610,605740.454344,0.000000,653182.958470,686717.490665,-31272.631269,705967.607295
348,0.808175,0.063065,447829.079739,0.000000,653182.958470,686717.490665,184629.844299,705967.607295
349,0.808950,0.013300,654742.366801,0.000000,653182.958470,686717.490665,-105604.626996,705967.607295
350,0.809316,0.002968,690157.290639,0.000000,653182.958470,686717.490665,323519.283113,705967.607295
351,0.809632,0.004758,684508.746394,0.000000,653182.958470,686717.490665,-293603.537628,705967.607295
352,0.810313,0.031544,589208.853207,0.000000,653182.958470,686717.490665,65497.517662,705967.607295
353,0.811019,0.030279,594850.556310,0.000000,653182.958470,686717.490665,-74131.528322,705967.607295
354,0.811336,0.020754,630657.680460,0.000000,653182.958470,686717.490665,-151004.811176,705967.607295
355,0.812209,-0.002921,711977.318421,0.000000,653182.958470,686717.490665,-134864.915855,705967.607295
356,0.812860,0.003647,691209.163909,0.000000,653182.958470,686717.490665,164533.573553,705967.607295
357,0.813069,0.024299,619497.499149,0.000000,653182.958470,686717.490665,7714.092380,705967.607295
358,0.813545,0.028010,606178.325110,0.000000,653182.958470,686717.490665,-177117.777862,705967.607295
359,0.813776,-0.003976,716756.947136,0.000000,653182.958470,686717.490665,-98039.789306,705967.607295
360,0.814199,0.009338,673436.026693,0.000000,653182.958470,686717.490665,-23911.431319,705967.607295
361,0.815689,0.008655,677159.783672,0.000000,653182.958470,686717.490665,-38775.417495,705967.607295
362,0.816982,0.035069,582790.020720,0.000000,653182.958470,686717.490665,15378.566775,705967.607295
363,0.817071,-0.028806,794547.558557,0.000000,653182.958470,686717.490665,870369.204766,705967.607295
364,0.817236,-0.004658,722008.412728,0.000000,653182.958470,686717.490665,78874.356280,705967.607295
365,0.817414,0.009937,674471.373993,0.000000,653182.958470,686717.490665,-190672.620416,705967.607295
366,0.817518,0.027094,613787.326037,0.000000,653182.958470,686717.490665,-132294.118020,705967.607295
367,0.818304,0.031839,596731.571293,0.000000,653182.958470,686717.490665,-576074.794730,705967.607295
368,0.818875,0.029430,606480.296238,0.000000,653182.958470,686717.490665,-306428.895124,705967.607295
369,0.819913,0.010671,674365.170995,676666.446941,653182.958470,686717.490665,-447983.766446,705967.607295
370,0.821089,0.018658,647939.857230,0.000000,653182.958470,686717.490665,-99779.045588,705967.607295
371,0.822790,0.022720,635195.688244,0.000000,653182.958470,686717.490665,-84021.536789,705967.607295
372,0.822886,0.032309,599855.375398,0.000000,653182.958470,686717.490665,186177.909495,705967.607295
373,0.823187,0.023453,632958.559981,0.000000,653182.958470,686717.490665,-56583.987527,705967.607295
374,0.823336,0.022610,636140.199264,0.000000,653182.958470,686717.490665,191896.084610,705967.607295
375,0.823713,0.021694,639796.148432,0.000000,653182.958470,686717.490665,20777.762076,705967.607295
376,0.824669,-0.011417,749464.895914,0.000000,653182.958470,686717.490665,133214.275579,705967.607295
377,0.825162,0.018875,651205.307313,0.000000,653182.958470,686717.490665,-198279.482876,705967.607295
378,0.825744,0.003206,704510.333860,0.000000,653182.958470,686717.490665,608194.690767,705967.607295
379,0.825767,0.003457,703717.943411,0.000000,653182.958470,686717.490665,-56326.208173,705967.607295
380,0.826435,-0.003845,727601.021667,0.000000,653182.958470,686717.490665,-58481.478506,705967.607295
381,0.826788,0.003060,705932.773816,0.000000,653182.958470,686717.490665,-16389.652019,705967.607295
382,0.827353,0.035024,594283.255238,0.000000,653182.958470,686717.490665,74524.181911,705967.607295
383,0.828178,0.003826,704721.305582,0.000000,653182.958470,686717.490665,-125878.623357,705967.607295
384,0.828447,0.010488,683059.437132,0.000000,653182.958470,686717.490665,132482.231851,705967.607295
385,0.828966,0.033780,600769.507596,0.000000,653182.958470,686717.490665,-502439.190299,705967.607295
386,0.828998,-0.001934,723860.175364,0.000000,653182.958470,686717.490665,173751.040700,705967.607295
387,0.829944,-0.001006,721770.446542,0.000000,653182.958470,686717.490665,-642186.440686,705967.607295
388,0.830218,0.006480,697954.089060,0.000000,653182.958470,686717.490665,224321.175162,705967.607295
389,0.830265,0.028782,620809.524469,0.000000,653182.958470,686717.490665,268235.970228,705967.607295
390,0.830756,0.021272,648315.332437,0.000000,653182.958470,686717.490665,-152630.239844,705967.607295
391,0.831195,0.018981,656759.533477,0.000000,653182.958470,686717.490665,-372391.643336,705967.607295
392,0.831421,-0.001635,725068.418855,0.000000,653182.958470,686717.490665,-809516.464674,705967.607295
393,0.831606,0.011324,683236.663998,0.000000,653182.958470,686717.490665,401566.742012,705967.607295
394,0.831796,0.017842,661290.748664,680930.340891,653182.958470,686717.490665,-98706.319561,705967.607295
395,0.832055,0.052506,528605.345021,681023.988516,653182.958470,686717.490665,100851.286060,705967.607295
396,0.832100,0.015861,668383.720216,0.000000,653182.958470,686717.490665,162808.997735,705967.607295
397,0.833990,0.005932,703196.571933,0.000000,653182.958470,686717.490665,225046.174122,705967.607295
398,0.834238,0.018868,660119.060939,0.000000,653182.958470,686717.490665,26278.209526,705967.607295
399,0.834798,0.038154,590297.178618,0.000000,653182.958470,686717.490665,220986.072055,705967.607295
400,0.835335,0.020607,655157.107483,0.000000,653182.958470,686717.490665,-197538.064710,705967.607295
401,0.835374,0.040902,580214.182270,0.000000,653182.958470,686717.490665,-93308.024231,705967.607295
402,0.835464,-0.016001,772325.401069,0.000000,653182.958470,686717.490665,35500.151516,705967.607295
403,0.835546,0.013395,680015.996747,0.000000,653182.958470,686717.490665,-29393.699580,705967.607295
404,0.835593,0.034934,603464.467481,0.000000,653182.958470,686717.490665,359993.664637,705967.607295
405,0.835682,0.009008,694705.569874,0.000000,653182.958470,686717.490665,3627.426802,705967.607295
406,0.837365,0.028498,629144.662067,0.000000,653182.958470,686717.490665,2901.471094,705967.607295
407,0.837386,-0.012951,764875.716168,0.000000,653182.958470,686717.490665,-403806.529536,705967.607295
408,0.837527,-0.016741,776218.476553,0.000000,653182.958470,686717.490665,-91575.861023,705967.607295
409,0.837625,0.018532,664564.781683,0.000000,653182.958470,686717.490665,276443.250254,705967.607295
410,0.837868,-0.007836,749872.264706,0.000000,653182.958470,686717.490665,-312743.004084,705967.607295
411,0.838045,0.018494,665097.797924,0.000000,653182.958470,686717.490665,52013.079341,705967.607295
412,0.839925,0.038321,595211.758821,683877.646137,653182.958470,686717.490665,74804.501604,705967.607295
413,0.840335,0.023215,650962.939384,0.000000,653182.958470,686717.490665,15748.055498,705967.607295
414,0.840504,0.031941,619788.592024,684088.471027,653182.958470,686717.490665,46608.194918,705967.607295
415,0.841827,0.015436,679095.315186,0.000000,653182.958470,686717.490665,-425426.558470,705967.607295
416,0.842013,0.020997,660324.740258,0.000000,653182.958470,686717.490665,-409029.712574,705967.607295
417,0.842301,0.013670,685451.809450,0.000000,653182.958470,686717.490665,268069.122143,705967.607295
418,0.842816,0.039720,592961.005034,0.000000,653182.958470,686717.490665,-177005.518804,705967.607295
419,0.843145,-0.008018,754928.350642,0.000000,653182.958470,686717.490665,266633.830811,705967.607295
420,0.844422,0.059027,515309.687199,685518.615353,653182.958470,686717.490665,627281.002340,705967.607295
421,0.844616,0.038460,599722.333294,0.000000,653182.958470,686717.490665,-4675.693714,705967.607295
422,0.844748,0.028362,637124.762371,0.000000,653182.958470,686717.490665,-160721.673181,705967.607295
423,0.845022,0.017144,676372.978899,0.000000,653182.958470,686717.490665,-42330.723720,705967.607295
424,0.845785,0.032287,623974.578870,0.000000,653182.958470,686717.490665,493978.074240,705967.607295
425,0.846923,-0.009686,763140.059115,0.000000,653182.958470,686717.490665,238604.837102,705967.607295
426,0.847529,0.037692,605735.160622,0.000000,653182.958470,686717.490665,233615.624427,705967.607295
427,0.849173,-0.001623,740588.401362,0.000000,653182.958470,686717.490665,-195026.251275,705967.607295
428,0.849201,0.021157,666733.677595,687270.521474,653182.958470,686717.490665,-259245.165458,705967.607295
429,0.849585,0.007686,711696.487020,0.000000,653182.958470,686717.490665,87194.121161,705967.607295
430,0.849751,0.034460,620098.004044,0.000000,653182.958470,686717.490665,-433417.625533,705967.607295
431,0.850235,0.002631,728299.765005,0.000000,653182.958470,686717.490665,-314105.696850,705967.607295
432,0.850496,0.004859,721517.930505,0.000000,653182.958470,686717.490665,274665.686172,705967.607295
433,0.850868,0.025669,652749.498593,0.000000,653182.958470,686717.490665,239949.234733,705967.607295
434,0.851171,0.001972,731182.597799,0.000000,653182.958470,686717.490665,-156845.862083,705967.607295
435,0.851192,0.023541,660460.424162,0.000000,653182.958470,686717.490665,-155415.732796,705967.607295
436,0.851222,-0.000147,737813.884667,0.000000,653182.958470,686717.490665,-102975.262949,705967.607295
437,0.851264,0.024540,657072.105734,0.000000,653182.958470,686717.490665,-500964.284305,705967.607295
438,0.852948,0.008068,713503.821227,0.000000,653182.958470,686717.490665,-284953.845198,705967.607295
439,0.853533,0.031026,636437.462696,0.000000,653182.958470,686717.490665,50793.072427,705967.607295
440,0.853749,0.037361,613527.482255,0.000000,653182.958470,686717.490665,328797.960814,705967.607295
441,0.854624,0.004613,725956.036079,0.000000,653182.958470,686717.490665,-434461.429053,705967.607295
442,0.854877,0.009418,710919.403320,0.000000,653182.958470,686717.490665,-243484.127548,705967.607295
443,0.854931,0.034523,625211.830587,0.000000,653182.958470,686717.490665,32996.495775,705967.607295
444,0.855074,-0.007759,764238.206646,0.000000,653182.958470,686717.490665,-191984.697299,705967.607295
445,0.855180,0.005363,724087.024455,0.000000,653182.958470,686717.490665,105207.538376,705967.607295
446,0.855998,0.017647,685043.124754,0.000000,653182.958470,686717.490665,567803.570291,705967.607295
447,0.856548,0.014942,694507.295694,0.000000,653182.958470,686717.490665,-196314.443265,705967.607295
448,0.856562,0.024409,662680.842740,0.000000,653182.958470,686717.490665,362117.905587,705967.607295
449,0.856910,0.034462,627460.355433,0.000000,653182.958470,686717.490665,15122.338098,705967.607295
450,0.857497,0.020372,677328.482757,0.000000,653182.958470,686717.490665,213749.968588,705967.607295
451,0.858768,0.020168,679217.727317,0.000000,653182.958470,686717.490665,564540.416567,705967.607295
452,0.858917,-0.001336,748118.905750,0.000000,653182.958470,686717.490665,147733.953435,705967.607295
453,0.858920,-0.007951,768034.276448,0.000000,653182.958470,686717.490665,164357.094967,705967.607295
454,0.858979,-0.015028,788830.843715,0.000000,653182.958470,686717.490665,-58808.558281,705967.607295
455,0.859249,0.025313,662170.668190,0.000000,653182.958470,686717.490665,139265.666522,705967.607295
456,0.860814,0.021485,676724.131552,691562.506359,653182.958470,686717.490665,-104241.620511,705967.607295
457,0.861041,0.029802,648292.756122,691646.936494,653182.958470,686717.490665,83019.376638,705967.607295
458,0.861084,0.026969,658232.024535,0.000000,653182.958470,686717.490665,469330.813610,705967.607295
459,0.861121,0.035671,627375.974010,0.000000,653182.958470,686717.490665,165264.288868,705967.607295
460,0.861135,0.047782,581668.832080,0.000000,653182.958470,686717.490665,-168739.306222,705967.607295
461,0.861175,0.026333,660521.365864,0.000000,653182.958470,686717.490665,93519.181798,705967.607295
462,0.861457,0.013185,704742.793389,0.000000,653182.958470,686717.490665,-260987.054086,705967.607295
463,0.862441,0.036228,626698.232905,692167.598924,653182.958470,686717.490665,114182.952835,705967.607295
464,0.862532,-0.010797,779426.527616,0.000000,653182.958470,686717.490665,-1085034.037953,705967.607295
465,0.862652,0.006942,725736.562236,0.000000,653182.958470,686717.490665,-476922.529072,705967.607295
466,0.863356,0.012505,708666.096732,0.000000,653182.958470,686717.490665,-161197.562823,705967.607295
467,0.863446,0.039511,615677.859040,0.000000,653182.958470,686717.490665,-262577.513926,705967.607295
468,0.863663,0.014945,701046.722621,0.000000,653182.958470,686717.490665,434611.699863,705967.607295
469,0.863835,0.002472,740685.627124,0.000000,653182.958470,686717.490665,337901.866774,705967.607295
470,0.865143,0.040408,614122.466002,0.000000,653182.958470,686717.490665,82849.042789,705967.607295
471,0.865174,0.014758,703034.644079,0.000000,653182.958470,686717.490665,-384752.881786,705967.607295
472,0.865563,0.020808,683478.885874,0.000000,653182.958470,686717.490665,395670.745650,705967.607295
473,0.866084,0.003539,739346.934647,0.000000,653182.958470,686717.490665,309378.043274,705967.607295
474,0.866092,0.040624,614312.270887,0.000000,653182.958470,686717.490665,-173744.279014,705967.607295
475,0.867580,0.017818,695258.666990,0.000000,653182.958470,686717.490665,-55630.482090,705967.607295
476,0.868172,-0.001162,755495.767101,0.000000,653182.958470,686717.490665,-184781.909153,705967.607295
477,0.868186,0.036556,631377.964264,0.000000,653182.958470,686717.490665,-33563.628546,705967.607295
478,0.868605,0.012323,713989.419038,0.000000,653182.958470,686717.490665,-284897.778670,705967.607295
479,0.868778,0.021790,683223.048464,694533.557852,653182.958470,686717.490665,343867.144975,705967.607295
480,0.869025,0.006037,734174.940552,0.000000,653182.958470,686717.490665,102171.779338,705967.607295
481,0.869100,-0.016920,802427.072498,0.000000,653182.958470,686717.490665,240969.380798,705967.607295
482,0.869934,0.012062,716015.776894,0.000000,653182.958470,686717.490665,25193.029788,705967.607295
483,0.870257,0.003742,742341.591479,0.000000,653182.958470,686717.490665,-133949.267368,705967.607295
484,0.870395,0.011591,717927.535626,695139.485577,653182.958470,686717.490665,355677.712471,705967.607295
485,0.871061,0.012254,716414.014037,0.000000,653182.958470,686717.490665,-388149.089113,705967.607295
486,0.871175,0.055081,563846.455798,0.000000,653182.958470,686717.490665,-73438.928832,705967.607295
487,0.871426,-0.001442,759098.910963,0.000000,653182.958470,686717.490665,219828.270828,705967.607295
488,0.871847,-0.002378,762262.117332,0.000000,653182.958470,686717.490665,-140105.744546,705967.607295
489,0.872483,0.031817,652521.583748,0.000000,653182.958470,686717.490665,-185443.624890,705967.607295
490,0.872819,0.021891,686675.100203,0.000000,653182.958470,686717.490665,176395.749785,705967.607295
491,0.872882,0.018818,696871.862737,0.000000,653182.958470,686717.490665,-299512.604006,705967.607295
492,0.875099,0.011232,723257.904779,0.000000,653182.958470,686717.490665,328544.466505,705967.607295
493,0.875569,0.004622,744230.244320,0.000000,653182.958470,686717.490665,-110575.139876,705967.607295
494,0.875769,0.012256,720617.479101,0.000000,653182.958470,686717.490665,310275.891822,705967.607295
495,0.876837,0.022221,689330.961891,0.000000,653182.958470,686717.490665,242675.355541,705967.607295
496,0.876894,0.044284,612004.401107,0.000000,653182.958470,686717.490665,568916.340781,705967.607295
497,0.877141,0.033659,650664.345674,0.000000,653182.958470,686717.490665,-230044.721225,705967.607295
498,0.877302,0.015668,711114.525844,0.000000,653182.958470,686717.490665,-324227.739579,705967.607295
499,0.877462,0.015855,710660.358044,697798.255244,653182.958470,686717.490665,156759.644996,705967.607295
500,0.877558,0.018542,702065.859917,0.000000,653182.958470,686717.490665,117686.401227,705967.607295
501,0.877932,0.033586,651700.159764,0.000000,653182.958470,686717.490665,-87730.041913,705967.607295
502,0.878418,0.033136,653751.799970,0.000000,653182.958470,686717.490665,161163.577662,705967.607295
503,0.878801,-0.004036,773011.110020,0.000000,653182.958470,686717.490665,341132.150330,705967.607295
504,0.879015,-0.001203,764780.703838,0.000000,653182.958470,686717.490665,-9357.879241,705967.607295
505,0.879081,0.047019,604047.515600,0.000000,653182.958470,686717.490665,-101590.663846,705967.607295
506,0.879433,0.023646,687029.775289,0.000000,653182.958470,686717.490665,605821.978093,705967.607295
507,0.880151,0.008036,737686.161667,0.000000,653182.958470,686717.490665,-169133.222331,705967.607295
508,0.880568,0.015543,714457.386375,0.000000,653182.958470,686717.490665,-182664.173988,705967.607295
509,0.881655,0.036626,644686.389354,0.000000,653182.958470,686717.490665,314619.946673,705967.607295
510,0.883265,0.020154,702048.635278,0.000000,653182.958470,686717.490665,-186587.755178,705967.607295
511,0.883780,0.008902,738164.621711,0.000000,653182.958470,686717.490665,187452.532328,705967.607295
512,0.884503,0.023268,693000.040593,0.000000,653182.958470,686717.490665,295807.015375,705967.607295
513,0.884546,-0.023223,832167.608890,0.000000,653182.958470,686717.490665,135677.733785,705967.607295
514,0.884684,0.011329,731417.151496,700533.146185,653182.958470,686717.490665,385060.193313,705967.607295
515,0.885195,0.016254,716346.463250,700727.426644,653182.958470,686717.490665,-2512.080527,705967.607295
516,0.885407,-0.002596,774246.441277,0.000000,653182.958470,686717.490665,-8543.109513,705967.607295
517,0.886581,0.036451,650188.771723,701254.506130,653182.958470,686717.490665,-8079.672578,705967.607295
518,0.886683,-0.004742,781597.294341,0.000000,653182.958470,686717.490665,-193992.437475,705967.607295
519,0.886967,0.007598,744939.507605,0.000000,653182.958470,686717.490665,-134828.099194,705967.607295
520,0.887648,0.028415,678819.031100,0.000000,653182.958470,686717.490665,142996.792600,705967.607295
521,0.888929,0.027382,683487.228944,0.000000,653182.958470,686717.490665,75669.283078,705967.607295
522,0.889702,0.026610,686784.482364,0.000000,653182.958470,686717.490665,254611.082047,705967.607295
523,0.890169,-0.009015,796791.628572,702621.939072,653182.958470,686717.490665,-504024.005406,705967.607295
524,0.890650,0.006396,751767.557017,0.000000,653182.958470,686717.490665,-106399.527024,705967.607295
525,0.890747,0.032339,668478.546828,0.000000,653182.958470,686717.490665,286071.623051,705967.607295
526,0.890921,0.046394,618821.640227,0.000000,653182.958470,686717.490665,352803.509048,705967.607295
527,0.892724,0.013142,732819.874868,0.000000,653182.958470,686717.490665,460395.418615,705967.607295
528,0.892753,0.022226,703987.890159,0.000000,653182.958470,686717.490665,89108.826789,705967.607295
529,0.893749,0.004395,760439.290486,0.000000,653182.958470,686717.490665,-613749.730811,705967.607295
530,0.893758,0.014630,729083.690688,0.000000,653182.958470,686717.490665,19575.067591,705967.607295
531,0.894698,-0.005721,790985.321149,0.000000,653182.958470,686717.490665,-51435.541167,705967.607295
532,0.896224,0.022754,705441.799615,0.000000,653182.958470,686717.490665,129940.766320,705967.607295
533,0.896488,-0.005321,791285.484607,0.000000,653182.958470,686717.490665,-282226.134944,705967.607295
534,0.896870,-0.006987,796382.642230,0.000000,653182.958470,686717.490665,-421298.249334,705967.607295
535,0.897694,0.026071,695987.795346,0.000000,653182.958470,686717.490665,-65610.276672,705967.607295
536,0.897894,0.031806,677109.859185,0.000000,653182.958470,686717.490665,-244050.725597,705967.607295
537,0.898602,-0.018815,830926.322430,0.000000,653182.958470,686717.490665,-73723.097065,705967.607295
538,0.899189,0.017182,725872.814265,0.000000,653182.958470,686717.490665,86983.599965,705967.607295
539,0.899729,0.013451,737981.395130,0.000000,653182.958470,686717.490665,187794.103430,705967.607295
540,0.900630,0.035625,666755.376077,0.000000,653182.958470,686717.490665,-574503.319742,705967.607295
541,0.900737,0.017946,724840.194915,0.000000,653182.958470,686717.490665,-510416.841245,705967.607295
542,0.901073,0.021070,715238.346672,0.000000,653182.958470,686717.490665,-461371.109541,705967.607295
543,0.901164,0.029859,686706.180708,0.000000,653182.958470,686717.490665,-82675.919166,705967.607295
544,0.901456,0.024718,703850.532361,0.000000,653182.958470,686717.490665,345262.725183,705967.607295
545,0.901587,0.022862,709963.110221,0.000000,653182.958470,686717.490665,277248.915818,705967.607295
546,0.903385,0.034461,673362.777253,0.000000,653182.958470,686717.490665,67883.053997,705967.607295
547,0.903702,0.001100,778517.714573,0.000000,653182.958470,686717.490665,440133.717974,705967.607295
548,0.904024,0.015047,736781.094576,0.000000,653182.958470,686717.490665,-16024.413522,705967.607295
549,0.906164,0.006481,764654.252792,0.000000,653182.958470,686717.490665,-92867.638377,705967.607295
550,0.906186,0.030739,688477.265492,0.000000,653182.958470,686717.490665,236683.191658,705967.607295
551,0.907401,0.033035,681969.021348,0.000000,653182.958470,686717.490665,320869.281777,705967.607295
552,0.907801,0.025271,707836.840332,0.000000,653182.958470,686717.490665,-39597.102721,705967.607295
553,0.908261,0.009325,757897.704850,0.000000,653182.958470,686717.490665,-246086.737509,705967.607295
554,0.908851,0.003131,776813.232053,0.000000,653182.958470,686717.490665,50299.997048,705967.607295
555,0.909280,-0.022707,849657.518982,0.000000,653182.958470,686717.490665,179967.993713,705967.607295
556,0.909879,0.000590,785081.961816,0.000000,653182.958470,686717.490665,-63599.052381,705967.607295
557,0.910415,0.018347,732116.947224,0.000000,653182.958470,686717.490665,-390621.092245,705967.607295
558,0.910644,0.037823,668877.451210,0.000000,653182.958470,686717.490665,18059.358782,705967.607295
559,0.911298,-0.001124,791203.384975,0.000000,653182.958470,686717.490665,-11948.921880,705967.607295
560,0.912537,0.020627,726852.768320,0.000000,653182.958470,686717.490665,162428.890814,705967.607295
561,0.912596,0.008826,763055.807425,0.000000,653182.958470,686717.490665,138193.727474,705967.607295
562,0.913308,0.003892,778260.172199,0.000000,653182.958470,686717.490665,-392374.622182,705967.607295
563,0.913773,0.026981,707743.006606,0.000000,653182.958470,686717.490665,-219226.978156,705967.607295
564,0.914017,0.009442,762408.948086,0.000000,653182.958470,686717.490665,462300.049919,705967.607295
565,0.914940,0.038004,672375.745022,0.000000,653182.958470,686717.490665,-85002.371027,705967.607295
566,0.915865,0.050727,628654.550441,0.000000,653182.958470,686717.490665,-344243.322128,705967.607295
567,0.917017,0.032325,693307.385760,0.000000,653182.958470,686717.490665,-328958.908551,705967.607295
568,0.918381,0.002242,787232.076282,0.000000,653182.958470,686717.490665,252344.751823,705967.607295
569,0.919028,0.011538,760352.612268,0.000000,653182.958470,686717.490665,-258761.417452,705967.607295
570,0.919534,0.020784,732521.021996,0.000000,653182.958470,686717.490665,375768.462297,705967.607295
571,0.919610,0.008852,768858.556301,0.000000,653182.958470,686717.490665,-210305.814833,705967.607295
572,0.921101,0.047622,645061.104469,0.000000,653182.958470,686717.490665,-419855.907500,705967.607295
573,0.924345,-0.007827,820584.171324,0.000000,653182.958470,686717.490665,-304943.352656,705967.607295
574,0.926568,0.031112,706033.050585,0.000000,653182.958470,686717.490665,663847.012579,705967.607295
575,0.926955,0.018416,746276.135330,0.000000,653182.958470,686717.490665,-271980.702081,705967.607295
576,0.927638,0.001566,796690.705088,0.000000,653182.958470,686717.490665,-406314.559695,705967.607295
577,0.929450,0.037045,689278.451143,0.000000,653182.958470,686717.490665,345301.225665,705967.607295
578,0.929527,0.017350,751729.161024,0.000000,653182.958470,686717.490665,-879671.010589,705967.607295
579,0.929762,-0.010389,831870.806477,0.000000,653182.958470,686717.490665,-161052.928186,705967.607295
