#TradeId,NettingSetId,CounterpartyId,Period,Date,Currency,Time,EE,ECE,PE (Quantile 0.90),DeltaCVA,CVA,DeltaDVA,DVA,EEE,Max[NPV],Min[NPV],Discount,CVA2,DVA2,BCVA,PDLGD_US,PDLGD_THEM,SP_US,SP_THEM
627291AI,CUST_A,CUST_A,0,20160301,EUR,0.00,0.00,46690.90,0.00,0.00,0.00,0.00,0.00,0.00,-46690.90,-46690.90,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
627291AI,CUST_A,CUST_A,1,20160401,EUR,0.084699,3306.691895,50700.742188,10867.000000,1.679907,1.679907,0.000000,0.000000,3306.691895,99359.937500,-201723.171875,1.000100,0.000000,0.000000,0.000000,0.000000,0.000508,0.000000,0.999153
627291AI,CUST_A,CUST_A,2,20160502,EUR,0.169399,17636.648438,35349.250000,63084.000000,8.953439,10.633345,0.000000,0.000000,17636.648438,197591.484375,-249853.453125,1.000210,0.000000,0.000000,0.000000,0.000000,0.000508,0.000000,0.998307
627291AI,CUST_A,CUST_A,3,20160601,EUR,0.251366,23018.755859,40965.062500,81947.000000,11.300279,21.933624,0.000000,0.000000,23018.755859,290838.125000,-363635.687500,1.000310,0.000000,0.000000,0.000000,0.000000,0.000491,0.000000,0.997490
627291AI,CUST_A,CUST_A,4,20160701,EUR,0.333333,28091.970703,46291.175781,97556.000000,13.781052,35.714676,0.000000,0.000000,28091.970703,277779.843750,-346819.125000,1.000410,0.000000,0.000000,0.000000,0.000000,0.000490,0.000000,0.996672
627291AI,CUST_A,CUST_A,5,20160801,EUR,0.418033,32294.912109,50004.820312,108841.000000,16.358994,52.073669,0.000000,0.000000,32294.912109,299900.875000,-372929.093750,1.000510,0.000000,0.000000,0.000000,0.000000,0.000506,0.000000,0.995828
627291AI,CUST_A,CUST_A,6,20160901,EUR,0.502732,35897.617188,54062.453125,120799.000000,18.170462,70.244133,0.000000,0.000000,35897.617188,346465.218750,-433872.500000,1.000610,0.000000,0.000000,0.000000,0.000000,0.000506,0.000000,0.994985
627291AI,CUST_A,CUST_A,7,20161003,EUR,0.590164,39187.425781,57605.167969,133046.000000,20.461613,90.705742,0.000000,0.000000,39187.425781,364858.656250,-458172.250000,1.000800,0.000000,0.000000,0.000000,0.000000,0.000522,0.000000,0.994116
627291AI,CUST_A,CUST_A,8,20161101,EUR,0.669399,42076.785156,60656.660156,141059.000000,19.897480,110.603226,0.000000,0.000000,42076.785156,405975.468750,-514274.500000,1.000980,0.000000,0.000000,0.000000,0.000000,0.000472,0.000000,0.993328
627291AI,CUST_A,CUST_A,9,20161201,EUR,0.751366,45626.578125,64431.421875,154622.000000,22.306530,132.909760,0.000000,0.000000,45626.578125,446341.625000,-571283.625000,1.001170,0.000000,0.000000,0.000000,0.000000,0.000488,0.000000,0.992514
627291AI,CUST_A,CUST_A,10,20170102,EUR,0.838805,48664.515625,67647.125000,164867.000000,25.363705,158.273453,0.000000,0.000000,48664.515625,499889.906250,-650207.562500,1.001370,0.000000,0.000000,0.000000,0.000000,0.000520,0.000000,0.991647
627291AI,CUST_A,CUST_A,11,20170201,EUR,0.920997,50206.386719,65826.156250,167951.000000,24.580774,182.854233,0.000000,0.000000,50206.386719,461769.250000,-592516.875000,1.001560,0.000000,0.000000,0.000000,0.000000,0.000489,0.000000,0.990832
627291AI,CUST_A,CUST_A,12,20170301,EUR,0.997709,52248.562500,67977.609375,174201.000000,23.860281,206.714508,0.000000,0.000000,52248.562500,483090.312500,-624445.437500,1.001730,0.000000,0.000000,0.000000,0.000000,0.000456,0.000000,0.990072
627291AI,CUST_A,CUST_A,13,20170403,EUR,1.088120,58472.054688,74260.695312,193059.000000,31.450214,238.164734,0.000000,0.000000,58472.054688,516346.781250,-674143.312500,1.001940,0.000000,0.000000,0.000000,0.000000,0.000537,0.000000,0.989178
627291AI,CUST_A,CUST_A,14,20170502,EUR,1.167572,78327.398438,64062.238281,239825.000000,36.998672,275.163391,0.000000,0.000000,78327.398438,650145.375000,-815667.562500,1.002120,0.000000,0.000000,0.000000,0.000000,0.000471,0.000000,0.988392
627291AI,CUST_A,CUST_A,15,20170601,EUR,1.249764,82551.125000,68155.164062,252396.000000,40.316776,315.480194,0.000000,0.000000,82551.125000,584382.812500,-701262.187500,1.002310,0.000000,0.000000,0.000000,0.000000,0.000487,0.000000,0.987580
627291AI,CUST_A,CUST_A,16,20170703,EUR,1.337435,87836.382812,73505.195312,268293.000000,45.722637,361.202820,0.000000,0.000000,87836.382812,622415.375000,-762601.312500,1.002510,0.000000,0.000000,0.000000,0.000000,0.000519,0.000000,0.986715
627291AI,CUST_A,CUST_A,17,20170801,EUR,1.416888,91144.554688,73404.171875,274493.000000,42.973278,404.176086,0.000000,0.000000,91144.554688,658460.500000,-832842.312500,1.002690,0.000000,0.000000,0.000000,0.000000,0.000470,0.000000,0.985931
627291AI,CUST_A,CUST_A,18,20170901,EUR,1.501819,95636.289062,77886.296875,285388.000000,48.167347,452.343445,0.000000,0.000000,95636.289062,690422.562500,-890414.875000,1.002890,0.000000,0.000000,0.000000,0.000000,0.000502,0.000000,0.985094
627291AI,CUST_A,CUST_A,19,20171002,EUR,1.586751,99617.773438,81571.320312,294919.000000,50.140167,502.483612,0.000000,0.000000,99617.773438,653876.750000,-818570.437500,1.003080,0.000000,0.000000,0.000000,0.000000,0.000502,0.000000,0.984258
627291AI,CUST_A,CUST_A,20,20171101,EUR,1.668942,104319.812500,86076.546875,312900.000000,50.777302,553.260925,0.000000,0.000000,104319.812500,679118.500000,-862030.625000,1.003270,0.000000,0.000000,0.000000,0.000000,0.000485,0.000000,0.983449
627291AI,CUST_A,CUST_A,21,20171201,EUR,1.751134,107505.953125,88868.062500,321858.000000,52.299217,605.560120,0.000000,0.000000,107505.953125,753153.937500,-1004428.312500,1.003460,0.000000,0.000000,0.000000,0.000000,0.000485,0.000000,0.982641
627291AI,CUST_A,CUST_A,22,20180102,EUR,1.838805,112617.656250,93863.007812,338011.000000,58.397995,663.958130,0.000000,0.000000,112617.656250,776496.625000,-1049314.500000,1.003660,0.000000,0.000000,0.000000,0.000000,0.000517,0.000000,0.981780
627291AI,CUST_A,CUST_A,23,20180201,EUR,1.920997,112777.320312,91581.773438,334177.000000,54.789845,718.747986,0.000000,0.000000,112777.320312,762195.187500,-1042607.625000,1.003850,0.000000,0.000000,0.000000,0.000000,0.000484,0.000000,0.980973
627291AI,CUST_A,CUST_A,24,20180301,EUR,1.997709,115434.515625,93860.375000,344596.000000,52.314293,771.062256,0.000000,0.000000,115434.515625,815820.437500,-1161772.625000,1.004020,0.000000,0.000000,0.000000,0.000000,0.000451,0.000000,0.980221
627291AI,CUST_A,CUST_A,25,20180403,EUR,2.088120,122099.257812,100527.656250,359419.000000,65.160675,836.222961,0.000000,0.000000,122099.257812,825992.125000,-1179644.250000,1.004120,0.000000,0.000000,0.000000,0.000000,0.000531,0.000000,0.979335
627291AI,CUST_A,CUST_A,26,20180502,EUR,2.167572,144145.140625,92149.500000,410164.000000,67.552856,903.775818,0.000000,0.000000,144145.140625,837234.000000,-1100564.000000,1.004210,0.000000,0.000000,0.000000,0.000000,0.000467,0.000000,0.978558
627291AI,CUST_A,CUST_A,27,20180601,EUR,2.249764,149630.671875,97417.859375,425545.000000,72.492218,976.268005,0.000000,0.000000,149630.671875,866438.750000,-1164334.250000,1.004300,0.000000,0.000000,0.000000,0.000000,0.000482,0.000000,0.977754
627291AI,CUST_A,CUST_A,28,20180702,EUR,2.334696,154734.234375,102296.765625,441340.000000,77.395927,1053.663940,0.000000,0.000000,154734.234375,908542.062500,-1263566.875000,1.004390,0.000000,0.000000,0.000000,0.000000,0.000498,0.000000,0.976924
627291AI,CUST_A,CUST_A,29,20180801,EUR,2.416888,155883.359375,101714.375000,437582.000000,75.403488,1129.067383,0.000000,0.000000,155883.359375,913295.312500,-1323282.875000,1.004480,0.000000,0.000000,0.000000,0.000000,0.000482,0.000000,0.976121
627291AI,CUST_A,CUST_A,30,20180903,EUR,2.507298,161201.843750,106862.570312,454475.000000,85.718163,1214.785645,0.000000,0.000000,161201.843750,1036520.625000,-1704103.250000,1.004580,0.000000,0.000000,0.000000,0.000000,0.000529,0.000000,0.975239
627291AI,CUST_A,CUST_A,31,20181001,EUR,2.584011,165179.875000,109888.984375,468714.000000,74.459015,1289.244629,0.000000,0.000000,165179.875000,1063988.750000,-1794365.750000,1.004670,0.000000,0.000000,0.000000,0.000000,0.000449,0.000000,0.974491
627291AI,CUST_A,CUST_A,32,20181101,EUR,2.668942,169557.875000,113133.351562,481262.000000,84.565758,1373.810425,0.000000,0.000000,169557.875000,1098889.875000,-1916625.875000,1.004760,0.000000,0.000000,0.000000,0.000000,0.000496,0.000000,0.973664
627291AI,CUST_A,CUST_A,33,20181203,EUR,2.756613,175068.093750,118056.515625,493988.000000,90.066078,1463.876465,0.000000,0.000000,175068.093750,1102928.375000,-1921837.875000,1.004850,0.000000,0.000000,0.000000,0.000000,0.000512,0.000000,0.972810
627291AI,CUST_A,CUST_A,34,20190102,EUR,2.838805,178869.875000,120854.273438,506352.000000,86.195396,1550.071899,0.000000,0.000000,178869.875000,1127562.750000,-2011459.750000,1.004940,0.000000,0.000000,0.000000,0.000000,0.000480,0.000000,0.972011
627291AI,CUST_A,CUST_A,35,20190201,EUR,2.920997,177452.687500,119698.414062,496942.000000,85.455925,1635.527710,0.000000,0.000000,178869.875000,1025903.437500,-1736503.875000,1.005030,0.000000,0.000000,0.000000,0.000000,0.000479,0.000000,0.971213
627291AI,CUST_A,CUST_A,36,20190301,EUR,2.997710,181249.687500,122850.757812,508811.000000,81.400635,1716.928345,0.000000,0.000000,181249.687500,1045871.562500,-1806167.500000,1.005120,0.000000,0.000000,0.000000,0.000000,0.000447,0.000000,0.970468
627291AI,CUST_A,CUST_A,37,20190401,EUR,3.082641,186184.625000,127507.789062,522699.000000,92.502380,1809.430786,0.000000,0.000000,186184.625000,1027434.312500,-1723558.125000,1.005040,0.000000,0.000000,0.000000,0.000000,0.000494,0.000000,0.969644
627291AI,CUST_A,CUST_A,38,20190502,EUR,3.167572,209093.671875,119776.617188,564886.000000,103.786766,1913.217529,0.000000,0.000000,209093.671875,1091478.250000,-1828135.750000,1.004950,0.000000,0.000000,0.000000,0.000000,0.000494,0.000000,0.968821
627291AI,CUST_A,CUST_A,39,20190603,EUR,3.255244,212085.078125,122048.679688,573023.000000,108.561195,2021.778687,0.000000,0.000000,212085.078125,1122811.500000,-1955324.875000,1.004860,0.000000,0.000000,0.000000,0.000000,0.000509,0.000000,0.967972
627291AI,CUST_A,CUST_A,40,20190701,EUR,3.331956,215490.328125,125153.500000,580032.000000,96.434807,2118.213623,0.000000,0.000000,215490.328125,1124930.750000,-1956484.875000,1.004790,0.000000,0.000000,0.000000,0.000000,0.000445,0.000000,0.967229
627291AI,CUST_A,CUST_A,41,20190801,EUR,3.416888,212703.000000,123856.851562,571066.000000,105.283821,2223.497314,0.000000,0.000000,215490.328125,1124637.250000,-2148684.750000,1.004710,0.000000,0.000000,0.000000,0.000000,0.000493,0.000000,0.966408
627291AI,CUST_A,CUST_A,42,20190902,EUR,3.504559,216246.468750,127029.906250,580877.000000,110.391144,2333.888428,0.000000,0.000000,216246.468750,1103519.875000,-2026967.500000,1.004620,0.000000,0.000000,0.000000,0.000000,0.000508,0.000000,0.965561
627291AI,CUST_A,CUST_A,43,20191001,EUR,3.584011,219098.796875,128854.976562,585306.000000,101.273827,2435.162354,0.000000,0.000000,219098.796875,1107925.250000,-2038619.500000,1.004540,0.000000,0.000000,0.000000,0.000000,0.000460,0.000000,0.964795
627291AI,CUST_A,CUST_A,44,20191101,EUR,3.668942,223730.937500,133274.031250,597316.000000,110.431725,2545.593994,0.000000,0.000000,223730.937500,1134784.625000,-2169716.000000,1.004460,0.000000,0.000000,0.000000,0.000000,0.000491,0.000000,0.963975
627291AI,CUST_A,CUST_A,45,20191202,EUR,3.753874,227938.781250,136966.546875,612373.000000,112.416183,2658.010254,0.000000,0.000000,227938.781250,1150523.875000,-2246726.500000,1.004370,0.000000,0.000000,0.000000,0.000000,0.000491,0.000000,0.963157
627291AI,CUST_A,CUST_A,46,20200102,EUR,3.838798,232728.000000,142013.609375,622899.000000,114.656822,2772.666992,0.000000,0.000000,232728.000000,1170864.500000,-2355579.250000,1.004290,0.000000,0.000000,0.000000,0.000000,0.000491,0.000000,0.962340
627291AI,CUST_A,CUST_A,47,20200203,EUR,3.926229,227444.640625,140817.859375,609603.000000,115.250595,2887.917725,0.000000,0.000000,232728.000000,1121516.625000,-2339013.750000,1.004200,0.000000,0.000000,0.000000,0.000000,0.000505,0.000000,0.961498
627291AI,CUST_A,CUST_A,48,20200302,EUR,4.002732,230684.171875,143555.968750,617317.000000,102.192551,2990.110107,0.000000,0.000000,232728.000000,1103907.375000,-2211275.000000,1.004120,0.000000,0.000000,0.000000,0.000000,0.000441,0.000000,0.960763
627291AI,CUST_A,CUST_A,49,20200401,EUR,4.084700,234432.765625,147481.890625,621392.000000,111.154694,3101.264893,0.000000,0.000000,234432.765625,1164990.625000,-2635364.500000,1.003860,0.000000,0.000000,0.000000,0.000000,0.000472,0.000000,0.959976
627291AI,CUST_A,CUST_A,50,20200504,EUR,4.174863,256841.390625,140099.390625,664350.000000,133.807495,3235.072510,0.000000,0.000000,256841.390625,1186271.875000,-2561522.000000,1.003570,0.000000,0.000000,0.000000,0.000000,0.000519,0.000000,0.959111
627291AI,CUST_A,CUST_A,51,20200601,EUR,4.251366,259270.093750,141763.531250,672955.000000,114.467987,3349.540283,0.000000,0.000000,259270.093750,1225923.625000,-2894108.750000,1.003320,0.000000,0.000000,0.000000,0.000000,0.000440,0.000000,0.958377
627291AI,CUST_A,CUST_A,52,20200701,EUR,4.333333,262784.562500,145496.250000,677914.000000,124.197723,3473.738037,0.000000,0.000000,262784.562500,1228834.750000,-2910014.500000,1.003060,0.000000,0.000000,0.000000,0.000000,0.000471,0.000000,0.957592
627291AI,CUST_A,CUST_A,53,20200803,EUR,4.423497,254913.468750,142943.890625,660460.000000,132.359818,3606.097900,0.000000,0.000000,262784.562500,1158510.250000,-2770611.500000,1.002770,0.000000,0.000000,0.000000,0.000000,0.000518,0.000000,0.956729
627291AI,CUST_A,CUST_A,54,20200901,EUR,4.502732,257194.187500,144313.171875,662618.000000,117.219101,3723.317139,0.000000,0.000000,262784.562500,1190700.125000,-3113076.250000,1.002510,0.000000,0.000000,0.000000,0.000000,0.000455,0.000000,0.955971
627291AI,CUST_A,CUST_A,55,20201001,EUR,4.584700,260676.390625,146551.625000,676565.000000,122.788345,3846.105469,0.000000,0.000000,262784.562500,1193619.625000,-3126642.250000,1.002250,0.000000,0.000000,0.000000,0.000000,0.000470,0.000000,0.955188
627291AI,CUST_A,CUST_A,56,20201102,EUR,4.672131,264685.343750,149434.562500,688048.000000,132.836761,3978.942139,0.000000,0.000000,264685.343750,1193294.125000,-3097540.250000,1.001970,0.000000,0.000000,0.000000,0.000000,0.000501,0.000000,0.954353
627291AI,CUST_A,CUST_A,57,20201201,EUR,4.751366,268009.593750,151731.843750,694554.000000,121.760933,4100.703125,0.000000,0.000000,268009.593750,1143834.625000,-2558523.500000,1.001710,0.000000,0.000000,0.000000,0.000000,0.000454,0.000000,0.953597
627291AI,CUST_A,CUST_A,58,20210104,EUR,4.844285,272114.968750,154843.140625,711628.000000,144.796326,4245.499512,0.000000,0.000000,272114.968750,1158259.375000,-2671867.750000,1.001420,0.000000,0.000000,0.000000,0.000000,0.000531,0.000000,0.952712
627291AI,CUST_A,CUST_A,59,20210201,EUR,4.920997,259608.468750,150445.281250,682658.000000,113.935120,4359.434570,0.000000,0.000000,272114.968750,1110741.000000,-2802771.500000,1.001170,0.000000,0.000000,0.000000,0.000000,0.000438,0.000000,0.951981
627291AI,CUST_A,CUST_A,60,20210301,EUR,4.997709,261864.421875,150715.828125,681573.000000,114.802139,4474.236816,0.000000,0.000000,272114.968750,1125838.875000,-2970903.750000,1.000920,0.000000,0.000000,0.000000,0.000000,0.000438,0.000000,0.951251
627291AI,CUST_A,CUST_A,61,20210401,EUR,5.082641,264823.250000,153433.562500,682255.000000,128.359970,4602.596680,0.000000,0.000000,272114.968750,1105388.500000,-2711784.250000,1.000290,0.000000,0.000000,0.000000,0.000000,0.000485,0.000000,0.950444
627291AI,CUST_A,CUST_A,62,20210503,EUR,5.170312,286685.250000,145739.453125,716734.000000,143.214798,4745.811523,0.000000,0.000000,286685.250000,1122176.375000,-2595550.000000,0.999628,0.000000,0.000000,0.000000,0.000000,0.000500,0.000000,0.949611
627291AI,CUST_A,CUST_A,63,20210601,EUR,5.249764,289706.062500,149694.140625,724454.000000,130.953522,4876.765137,0.000000,0.000000,289706.062500,1132949.250000,-2711977.250000,0.999032,0.000000,0.000000,0.000000,0.000000,0.000452,0.000000,0.948857
627291AI,CUST_A,CUST_A,64,20210701,EUR,5.331956,292257.593750,152266.578125,734405.000000,136.489731,5013.254883,0.000000,0.000000,292257.593750,1144661.875000,-2849893.750000,0.998415,0.000000,0.000000,0.000000,0.000000,0.000468,0.000000,0.948077
627291AI,CUST_A,CUST_A,65,20210802,EUR,5.419627,278662.093750,149987.265625,699914.000000,138.596054,5151.850586,0.000000,0.000000,292257.593750,1062158.250000,-2577115.000000,0.997758,0.000000,0.000000,0.000000,0.000000,0.000498,0.000000,0.947246
627291AI,CUST_A,CUST_A,66,20210901,EUR,5.501819,281360.718750,153011.171875,708909.000000,131.014328,5282.865234,0.000000,0.000000,292257.593750,1083790.625000,-2869333.000000,0.997142,0.000000,0.000000,0.000000,0.000000,0.000467,0.000000,0.946468
627291AI,CUST_A,CUST_A,67,20211001,EUR,5.584011,284205.468750,156328.562500,715231.000000,132.138397,5415.003418,0.000000,0.000000,292257.593750,1093338.625000,-3015478.750000,0.996527,0.000000,0.000000,0.000000,0.000000,0.000467,0.000000,0.945690
627291AI,CUST_A,CUST_A,68,20211101,EUR,5.668942,286868.812500,158983.343750,719466.000000,137.611328,5552.614746,0.000000,0.000000,292257.593750,1084698.625000,-2869086.250000,0.995892,0.000000,0.000000,0.000000,0.000000,0.000482,0.000000,0.944888
627291AI,CUST_A,CUST_A,69,20211201,EUR,5.751134,288245.375000,159147.265625,722290.000000,133.624832,5686.239746,0.000000,0.000000,292257.593750,1089296.875000,-2934709.500000,0.995277,0.000000,0.000000,0.000000,0.000000,0.000466,0.000000,0.944111
627291AI,CUST_A,CUST_A,70,20220103,EUR,5.841545,291021.218750,162270.390625,727457.000000,148.175385,5834.415039,0.000000,0.000000,292257.593750,1096085.250000,-3041120.000000,0.994602,0.000000,0.000000,0.000000,0.000000,0.000512,0.000000,0.943258
627291AI,CUST_A,CUST_A,71,20220201,EUR,5.920997,276634.906250,160656.062500,695069.000000,123.607796,5958.022949,0.000000,0.000000,292257.593750,1038225.437500,-3190558.000000,0.994008,0.000000,0.000000,0.000000,0.000000,0.000450,0.000000,0.942509
627291AI,CUST_A,CUST_A,72,20220301,EUR,5.997709,278414.437500,162585.890625,699169.000000,119.933617,6077.956543,0.000000,0.000000,292257.593750,1033365.187500,-3075215.000000,0.993436,0.000000,0.000000,0.000000,0.000000,0.000434,0.000000,0.941786
627291AI,CUST_A,CUST_A,73,20220401,EUR,6.082641,280740.750000,164831.656250,701736.000000,133.701706,6211.658203,0.000000,0.000000,292257.593750,1047394.062500,-3401368.500000,0.992800,0.000000,0.000000,0.000000,0.000000,0.000480,0.000000,0.940987
627291AI,CUST_A,CUST_A,74,20220502,EUR,6.167572,301601.000000,155194.515625,733153.000000,143.436722,6355.094727,0.000000,0.000000,301601.000000,1054125.750000,-3021932.250000,0.992165,0.000000,0.000000,0.000000,0.000000,0.000479,0.000000,0.940188
627291AI,CUST_A,CUST_A,75,20220601,EUR,6.249764,304003.375000,157908.828125,740794.000000,139.696960,6494.791992,0.000000,0.000000,304003.375000,1059778.625000,-3145659.750000,0.991551,0.000000,0.000000,0.000000,0.000000,0.000463,0.000000,0.939415
627291AI,CUST_A,CUST_A,76,20220701,EUR,6.331956,306017.593750,159853.125000,747462.000000,140.426300,6635.218262,0.000000,0.000000,306017.593750,1058867.750000,-3115951.750000,0.990937,0.000000,0.000000,0.000000,0.000000,0.000463,0.000000,0.938644
627291AI,CUST_A,CUST_A,77,20220801,EUR,6.416887,290935.531250,156707.234375,706136.000000,137.758972,6772.977051,0.000000,0.000000,306017.593750,993311.562500,-3074876.000000,0.990303,0.000000,0.000000,0.000000,0.000000,0.000478,0.000000,0.937847
627291AI,CUST_A,CUST_A,78,20220901,EUR,6.501819,293097.500000,158806.093750,715074.000000,138.572144,6911.549316,0.000000,0.000000,306017.593750,993508.937500,-3070669.000000,0.989670,0.000000,0.000000,0.000000,0.000000,0.000478,0.000000,0.937050
627291AI,CUST_A,CUST_A,79,20221003,EUR,6.589490,295606.218750,160639.906250,719885.000000,144.033722,7055.583008,0.000000,0.000000,306017.593750,991041.500000,-2973727.750000,0.989016,0.000000,0.000000,0.000000,0.000000,0.000493,0.000000,0.936229
627291AI,CUST_A,CUST_A,80,20221101,EUR,6.668942,298800.562500,162578.937500,722896.000000,131.769623,7187.352539,0.000000,0.000000,306017.593750,997973.187500,-3133722.250000,0.988424,0.000000,0.000000,0.000000,0.000000,0.000446,0.000000,0.935486
627291AI,CUST_A,CUST_A,81,20221201,EUR,6.751134,300965.156250,162114.484375,724135.000000,137.101624,7324.454102,0.000000,0.000000,306017.593750,994894.625000,-3003470.000000,0.987813,0.000000,0.000000,0.000000,0.000000,0.000461,0.000000,0.934717
627291AI,CUST_A,CUST_A,82,20230102,EUR,6.838805,303456.375000,162514.421875,723946.000000,147.221756,7471.675781,0.000000,0.000000,306017.593750,1011346.437500,-3538094.000000,0.987160,0.000000,0.000000,0.000000,0.000000,0.000491,0.000000,0.933898
627291AI,CUST_A,CUST_A,83,20230201,EUR,6.920997,283919.656250,160058.140625,683788.000000,128.952744,7600.628906,0.000000,0.000000,306017.593750,938414.312500,-3424942.000000,0.986549,0.000000,0.000000,0.000000,0.000000,0.000460,0.000000,0.933131
627291AI,CUST_A,CUST_A,84,20230301,EUR,6.997709,286211.906250,161138.968750,686991.000000,121.148003,7721.776855,0.000000,0.000000,306017.593750,941240.187500,-3533240.000000,0.985979,0.000000,0.000000,0.000000,0.000000,0.000429,0.000000,0.932415
627291AI,CUST_A,CUST_A,85,20230403,EUR,7.088120,288406.968750,163933.343750,691545.000000,143.590179,7865.366699,0.000000,0.000000,306017.593750,945091.000000,-3837184.750000,0.984796,0.000000,0.000000,0.000000,0.000000,0.000506,0.000000,0.931573
627291AI,CUST_A,CUST_A,86,20230502,EUR,7.167572,308659.281250,153814.078125,721432.000000,134.800613,8000.167480,0.000000,0.000000,308659.281250,961254.562500,-3710350.500000,0.983758,0.000000,0.000000,0.000000,0.000000,0.000444,0.000000,0.930833
627291AI,CUST_A,CUST_A,87,20230601,EUR,7.249764,310350.312500,155576.359375,726551.000000,139.947662,8140.115234,0.000000,0.000000,310350.312500,964009.062500,-4070644.750000,0.982685,0.000000,0.000000,0.000000,0.000000,0.000459,0.000000,0.930068
627291AI,CUST_A,CUST_A,88,20230703,EUR,7.337435,312164.718750,156537.687500,730158.000000,149.830948,8289.946289,0.000000,0.000000,312164.718750,965233.687500,-4446526.500000,0.981542,0.000000,0.000000,0.000000,0.000000,0.000489,0.000000,0.929253
627291AI,CUST_A,CUST_A,89,20230801,EUR,7.416887,290796.437500,154813.546875,683179.000000,126.254654,8416.201172,0.000000,0.000000,312164.718750,890216.062500,-4152602.000000,0.980507,0.000000,0.000000,0.000000,0.000000,0.000443,0.000000,0.928515
627291AI,CUST_A,CUST_A,90,20230901,EUR,7.501819,292426.531250,156849.796875,680981.000000,135.462952,8551.664062,0.000000,0.000000,312164.718750,888975.750000,-3936877.750000,0.979402,0.000000,0.000000,0.000000,0.000000,0.000473,0.000000,0.927727
627291AI,CUST_A,CUST_A,91,20231002,EUR,7.586751,294336.375000,159140.375000,687505.000000,136.073029,8687.736328,0.000000,0.000000,312164.718750,888437.437500,-3986422.500000,0.978298,0.000000,0.000000,0.000000,0.000000,0.000473,0.000000,0.926939
627291AI,CUST_A,CUST_A,92,20231101,EUR,7.668942,295854.781250,161476.671875,691775.000000,132.098236,8819.834961,0.000000,0.000000,312164.718750,887385.375000,-3905627.750000,0.977231,0.000000,0.000000,0.000000,0.000000,0.000457,0.000000,0.926178
627291AI,CUST_A,CUST_A,93,20231201,EUR,7.751134,297926.500000,163959.718750,696392.000000,132.790894,8952.625977,0.000000,0.000000,312164.718750,887304.687500,-4388090.000000,0.976165,0.000000,0.000000,0.000000,0.000000,0.000457,0.000000,0.925417
627291AI,CUST_A,CUST_A,94,20240102,EUR,7.838798,299418.218750,165577.500000,698616.000000,142.041199,9094.666992,0.000000,0.000000,312164.718750,886455.437500,-4178740.250000,0.975029,0.000000,0.000000,0.000000,0.000000,0.000487,0.000000,0.924606
627291AI,CUST_A,CUST_A,95,20240201,EUR,7.920765,276872.687500,163087.812500,647876.000000,122.562553,9217.229492,0.000000,0.000000,312164.718750,814405.062500,-3846501.500000,0.973966,0.000000,0.000000,0.000000,0.000000,0.000454,0.000000,0.923848
