#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference,Base Currency
CVA,SwaptionVolatility/EUR/101/20Y/3Y/ATM,Up,111116.13,0.000001,#N/A,111116.35,0.23,EUR
CVA,SwaptionVolatility/EUR/102/20Y/4Y/ATM,Up,111116.13,0.000001,#N/A,111116.31,0.19,EUR
CVA,SurvivalProbability/BANK/0/2W,Up,111116.13,0.000001,#N/A,111116.12,0.00,EUR
CVA,SurvivalProbability/BANK/1/1M,Up,111116.13,0.000001,#N/A,111116.12,0.00,EUR
CVA,SurvivalProbability/BANK/2/3M,Up,111116.13,0.000001,#N/A,111116.11,-0.01,EUR
CVA,SurvivalProbability/BANK/3/6M,Up,111116.13,0.000001,#N/A,111116.10,-0.03,EUR
CVA,SurvivalProbability/BANK/4/1Y,Up,111116.13,0.000001,#N/A,111116.03,-0.10,EUR
CVA,SurvivalProbability/BANK/5/2Y,Up,111116.13,0.000001,#N/A,111115.99,-0.13,EUR
CVA,SurvivalProbability/BANK/6/3Y,Up,111116.13,0.000001,#N/A,111115.95,-0.17,EUR
CVA,SurvivalProbability/BANK/7/5Y,Up,111116.13,0.000001,#N/A,111116.09,-0.03,EUR
CVA,SurvivalProbability/BANK/8/10Y,Up,111116.13,0.000001,#N/A,111117.24,1.11,EUR
CVA,SurvivalProbability/BANK/9/15Y,Up,111116.13,0.000001,#N/A,111118.85,2.73,EUR
CVA,SurvivalProbability/BANK/10/20Y,Up,111116.13,0.000001,#N/A,111118.47,2.34,EUR
