#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
126,-8792717.250000,2025201.404779,#N/A,1787785.367552,1811162.637582,-821858.480587,1814981.645253
127,-8746871.625000,2024093.219649,0.000000,1787785.367552,1811162.637582,1333888.038134,1814981.645253
128,-8626297.875000,2021175.798294,0.000000,1787785.367552,1811162.637582,272993.932870,1814981.645253
129,-8607003.875000,2020708.566716,0.000000,1787785.367552,1811162.637582,-896976.913163,1814981.645253
130,-8582907.906250,2020124.896897,0.000000,1787785.367552,1811162.637582,399789.818490,1814981.645253
131,-8556285.250000,2019479.827691,0.000000,1787785.367552,1811162.637582,239063.245022,1814981.645253
132,-8487709.062500,2017817.271147,0.000000,1787785.367552,1811162.637582,1308987.167305,1814981.645253
133,-8471823.000000,2017431.935041,0.000000,1787785.367552,1811162.637582,-663936.153250,1814981.645253
134,-8454158.000000,2017003.362162,0.000000,1787785.367552,1811162.637582,-1433894.892213,1814981.645253
135,-8429218.812500,2016398.154189,0.000000,1787785.367552,1811162.637582,-686717.399162,1814981.645253
136,-8363947.250000,2014813.325864,0.000000,1787785.367552,1811162.637582,-221207.860538,1814981.645253
137,-8307324.000000,2013437.472695,0.000000,1787785.367552,1811162.637582,-1190485.395196,1814981.645253
138,-8228735.062500,2011526.329467,0.000000,1787785.367552,1811162.637582,-948882.327758,1814981.645253
139,-8223750.812500,2011405.060133,0.000000,1787785.367552,1811162.637582,-131858.648895,1814981.645253
140,-8165814.281250,2009994.898098,0.000000,1787785.367552,1811162.637582,179965.302991,1814981.645253
141,-8163380.500000,2009935.638761,0.000000,1787785.367552,1811162.637582,233477.518658,1814981.645253
142,-8136276.000000,2009275.562111,0.000000,1787785.367552,1811162.637582,-556730.229620,1814981.645253
143,-8130427.468750,2009133.104220,0.000000,1787785.367552,1811162.637582,1503972.466161,1814981.645253
144,-8082356.250000,2007961.807742,0.000000,1787785.367552,1811162.637582,1783228.014471,1814981.645253
145,-8036549.000000,2006845.038712,0.000000,1787785.367552,1811162.637582,896247.348098,1814981.645253
146,-8011609.187500,2006236.751102,0.000000,1787785.367552,1811162.637582,32882.593652,1814981.645253
147,-8005290.218750,2006082.600753,0.000000,1787785.367552,1811162.637582,-256086.658749,1814981.645253
148,-7964557.750000,2005088.653526,0.000000,1787785.367552,1811162.637582,1326833.674098,1814981.645253
149,-7963359.808594,2005059.414092,0.000000,1787785.367552,1811162.637582,78284.148102,1814981.645253
150,-7895591.000000,2003404.613538,0.000000,1787785.367552,1811162.637582,-180848.264362,1814981.645253
151,-7852448.468750,2002350.432910,0.000000,1787785.367552,1811162.637582,250453.805113,1814981.645253
152,-7848477.250000,2002253.368939,0.000000,1787785.367552,1811162.637582,-1417503.175380,1814981.645253
153,-7830436.000000,2001812.347984,0.000000,1787785.367552,1811162.637582,-30704.859227,1814981.645253
154,-7757913.750000,2000038.549973,0.000000,1787785.367552,1811162.637582,1687447.932483,1814981.645253
155,-7720673.000000,1999127.079036,0.000000,1787785.367552,1811162.637582,-264145.036326,1814981.645253
156,-7700714.250000,1998638.415627,0.000000,1787785.367552,1811162.637582,-484993.227130,1814981.645253
157,-7686444.000000,1998288.954299,0.000000,1787785.367552,1811162.637582,757137.703165,1814981.645253
158,-7670265.437500,1997892.686751,0.000000,1787785.367552,1811162.637582,67921.433215,1814981.645253
159,-7659102.312500,1997619.218346,0.000000,1787785.367552,1811162.637582,1558016.388381,1814981.645253
160,-7619973.000000,1996660.353149,0.000000,1787785.367552,1811162.637582,280614.578022,1814981.645253
161,-7599174.750000,1996150.503818,0.000000,1787785.367552,1811162.637582,-246903.300548,1814981.645253
162,-7587200.531250,1995856.908148,0.000000,1787785.367552,1811162.637582,-648027.972405,1814981.645253
163,-7570198.156250,1995439.952983,0.000000,1787785.367552,1811162.637582,1179403.771332,1814981.645253
164,-7559532.500000,1995178.350905,0.000000,1787785.367552,1811162.637582,-161881.908199,1814981.645253
165,-7538496.500000,1994662.289465,0.000000,1787785.367552,1811162.637582,315273.529926,1814981.645253
166,-7505305.125000,1993847.757089,0.000000,1787785.367552,1811162.637582,-636446.296173,1814981.645253
167,-7457880.437500,1992683.354620,0.000000,1787785.367552,1811162.637582,-90485.666489,1814981.645253
168,-7330741.625000,1989558.395595,0.000000,1787785.367552,1811162.637582,-515640.206318,1814981.645253
169,-7269609.515625,1988054.073929,0.000000,1787785.367552,1811162.637582,1013908.660852,1814981.645253
170,-7244676.250000,1987440.196268,0.000000,1787785.367552,1811162.637582,289625.706129,1814981.645253
171,-7236577.250000,1987240.751374,0.000000,1787785.367552,1811162.637582,169550.516507,1814981.645253
172,-7221796.062500,1986876.700209,0.000000,1787785.367552,1811162.637582,184491.861994,1814981.645253
173,-7219119.750000,1986810.777216,0.000000,1787785.367552,1811162.637582,309712.013036,1814981.645253
174,-7157636.500000,1985295.717573,0.000000,1787785.367552,1811162.637582,548182.910526,1814981.645253
175,-7131759.000000,1984657.702845,0.018175,1787785.367552,1811162.637582,-718325.467864,1814981.645253
176,-7117600.562500,1984308.537028,0.000000,1787785.367552,1811162.637582,108085.520861,1814981.645253
177,-7106137.312500,1984025.793087,0.000000,1787785.367552,1811162.637582,758737.074581,1814981.645253
178,-7102379.750000,1983933.103094,0.000000,1787785.367552,1811162.637582,-59449.992439,1814981.645253
179,-7082172.687500,1983434.569382,0.000000,1787785.367552,1811162.637582,-1591845.687642,1814981.645253
180,-7074239.687500,1983238.818012,0.000000,1787785.367552,1811162.637582,378204.685792,1814981.645253
181,-7062199.000000,1982941.670151,0.000000,1787785.367552,1811162.637582,1017241.552905,1814981.645253
182,-6947387.812500,1980106.045748,#N/A,1787785.367552,1811162.637582,197477.309660,1814981.645253
183,-6906453.187500,1979094.053555,0.000000,1787785.367552,1811162.637582,278680.177873,1814981.645253
184,-6888020.625000,1978638.191858,0.000000,1787785.367552,1811162.637582,-42035.783741,1814981.645253
185,-6795908.500000,1976358.561312,0.000000,1787785.367552,1811162.637582,612463.006115,1814981.645253
186,-6783095.130859,1976041.242173,0.000000,1787785.367552,1811162.637582,-331840.599076,1814981.645253
187,-6773975.375000,1975815.363186,0.000000,1787785.367552,1811162.637582,-687326.443800,1814981.645253
188,-6743483.500000,1975059.949925,0.000000,1787785.367552,1811162.637582,689907.069176,1814981.645253
189,-6736748.250000,1974893.050212,0.000000,1787785.367552,1811162.637582,-55303.284238,1814981.645253
190,-6708832.500000,1974201.146588,0.000000,1787785.367552,1811162.637582,445894.384059,1814981.645253
191,-6708672.750000,1974197.186419,0.000000,1787785.367552,1811162.637582,-173226.546464,1814981.645253
192,-6663228.375000,1973070.307189,0.000000,1787785.367552,1811162.637582,212405.653042,1814981.645253
193,-6649770.968750,1972736.481815,0.000000,1787785.367552,1811162.637582,780890.580154,1814981.645253
194,-6553105.500000,1970336.929095,0.000000,1787785.367552,1811162.637582,349337.868070,1814981.645253
195,-6550908.375000,1970282.355309,0.000000,1787785.367552,1811162.637582,-991427.646617,1814981.645253
196,-6546795.000000,1970180.180249,0.000000,1787785.367552,1811162.637582,-188884.813889,1814981.645253
197,-6514761.921875,1969384.306360,0.000000,1787785.367552,1811162.637582,759462.537397,1814981.645253
198,-6512838.500000,1969336.507983,0.000000,1787785.367552,1811162.637582,1654708.476857,1814981.645253
199,-6482437.750000,1968580.873976,0.000000,1787785.367552,1811162.637582,-442029.007636,1814981.645253
200,-6480725.562500,1968538.307611,0.000000,1787785.367552,1811162.637582,-981374.649352,1814981.645253
201,-6447116.937500,1967702.583612,0.000000,1787785.367552,1811162.637582,-107504.916599,1814981.645253
202,-6434110.562500,1967379.067197,0.000000,1787785.367552,1811162.637582,1445191.867027,1814981.645253
203,-6431416.750000,1967312.055516,0.000000,1787785.367552,1811162.637582,371632.365443,1814981.645253
204,-6410095.625000,1966781.587479,0.000000,1787785.367552,1811162.637582,-411722.813679,1814981.645253
205,-6398687.500000,1966497.695394,0.000000,1787785.367552,1811162.637582,-264463.906565,1814981.645253
206,-6383161.128906,1966111.254573,0.000000,1787785.367552,1811162.637582,-1898171.567942,1814981.645253
207,-6370273.984375,1965790.444612,0.000000,1787785.367552,1811162.637582,-92215.977123,1814981.645253
208,-6324213.906250,1964643.406161,0.000000,1787785.367552,1811162.637582,-465820.764505,1814981.645253
209,-6307552.500000,1964228.320624,0.000000,1787785.367552,1811162.637582,362040.825596,1814981.645253
210,-6287537.500000,1963729.571015,0.000000,1787785.367552,1811162.637582,-49956.522540,1814981.645253
211,-6176164.750000,1960951.979881,0.000000,1787785.367552,1811162.637582,668598.939075,1814981.645253
212,-6171977.875000,1960847.484184,0.000000,1787785.367552,1811162.637582,1774532.016108,1814981.645253
213,-6088393.312500,1958760.220733,0.000000,1787785.367552,1811162.637582,-603457.671303,1814981.645253
214,-6076259.406250,1958457.029405,0.000000,1787785.367552,1811162.637582,253860.895557,1814981.645253
215,-6059999.000000,1958050.655132,0.000000,1787785.367552,1811162.637582,-893432.055614,1814981.645253
216,-6041114.375000,1957578.591439,0.000000,1787785.367552,1811162.637582,-2434964.063313,1814981.645253
217,-6023889.750000,1957147.923893,0.000000,1787785.367552,1811162.637582,-751144.633358,1814981.645253
218,-6005371.875000,1956684.815466,0.000000,1787785.367552,1811162.637582,-459085.894627,1814981.645253
219,-5967556.000000,1955738.748049,0.000000,1787785.367552,1811162.637582,988974.248181,1814981.645253
220,-5936420.625000,1954959.467932,0.006426,1787785.367552,1811162.637582,253695.746766,1814981.645253
221,-5906140.250000,1954201.289342,0.000000,1787785.367552,1811162.637582,-738494.651628,1814981.645253
222,-5884950.750000,1953670.558663,0.000000,1787785.367552,1811162.637582,-352785.423314,1814981.645253
223,-5844091.562500,1952646.756588,0.000000,1787785.367552,1811162.637582,256140.027626,1814981.645253
224,-5843498.750000,1952631.898631,0.000000,1787785.367552,1811162.637582,-206253.059396,1814981.645253
225,-5673206.000000,1948359.074565,0.000000,1787785.367552,1811162.637582,-390887.182523,1814981.645253
226,-5668607.140625,1948243.554398,0.000000,1787785.367552,1811162.637582,-38738.985997,1814981.645253
227,-5655817.250000,1947922.245170,0.000000,1787785.367552,1811162.637582,-462598.850666,1814981.645253
228,-5626866.625000,1947194.748123,0.000000,1787785.367552,1811162.637582,54087.053149,1814981.645253
229,-5605242.773438,1946651.187378,0.000000,1787785.367552,1811162.637582,1272767.629763,1814981.645253
230,-5597400.875000,1946454.027351,0.000000,1787785.367552,1811162.637582,109078.990779,1814981.645253
231,-5589163.000000,1946246.890219,0.000402,1787785.367552,1811162.637582,-11758.547138,1814981.645253
232,-5550400.750000,1945271.937309,0.000000,1787785.367552,1811162.637582,985134.141583,1814981.645253
233,-5539570.000000,1944999.433592,0.000000,1787785.367552,1811162.637582,300043.154400,1814981.645253
234,-5530080.250000,1944760.638302,0.000000,1787785.367552,1811162.637582,-460876.455984,1814981.645253
235,-5483319.750000,1943583.552171,0.000000,1787785.367552,1811162.637582,56873.977533,1814981.645253
236,-5482361.750000,1943559.429311,0.000000,1787785.367552,1811162.637582,-103552.766542,1814981.645253
237,-5477874.968750,1943446.446209,0.000000,1787785.367552,1811162.637582,1048424.013214,1814981.645253
238,-5474245.437500,1943355.044992,0.000000,1787785.367552,1811162.637582,1353199.349533,1814981.645253
239,-5474187.625000,1943353.589085,0.000000,1787785.367552,1811162.637582,-85608.935256,1814981.645253
240,-5450411.500000,1942754.736442,0.000000,1787785.367552,1811162.637582,414747.032126,1814981.645253
241,-5444705.750000,1942610.997438,0.000000,1787785.367552,1811162.637582,720630.827020,1814981.645253
242,-5421588.875000,1942028.529269,0.000000,1787785.367552,1811162.637582,-773441.833502,1814981.645253
243,-5333539.000000,1939808.364237,0.000000,1787785.367552,1811162.637582,693814.309699,1814981.645253
244,-5313484.750000,1939302.343811,0.000000,1787785.367552,1811162.637582,462183.493966,1814981.645253
245,-5292397.484375,1938770.115287,0.000000,1787785.367552,1811162.637582,133553.574183,1814981.645253
246,-5259373.625000,1937936.321396,0.000000,1787785.367552,1811162.637582,610828.681257,1814981.645253
247,-5218744.250000,1936910.009282,0.000000,1787785.367552,1811162.637582,244009.754531,1814981.645253
248,-5179689.531250,1935922.960662,0.000000,1787785.367552,1811162.637582,528021.009724,1814981.645253
249,-5171334.500000,1935711.734600,0.000000,1787785.367552,1811162.637582,-436383.154684,1814981.645253
250,-5139963.500000,1934918.429066,0.000000,1787785.367552,1811162.637582,-377482.247328,1814981.645253
251,-5131803.250000,1934712.020475,0.000000,1787785.367552,1811162.637582,481346.965678,1814981.645253
252,-5085108.257813,1933530.475077,0.000000,1787785.367552,1811162.637582,1155969.896058,1814981.645253
253,-5074091.750000,1933251.613907,0.000000,1787785.367552,1811162.637582,527907.131335,1814981.645253
254,-5058858.375000,1932865.944779,0.002272,1787785.367552,1811162.637582,77517.134081,1814981.645253
255,-5050236.437500,1932647.625813,0.000000,1787785.367552,1811162.637582,179728.678191,1814981.645253
256,-5039293.437500,1932370.498927,0.000000,1787785.367552,1811162.637582,-441382.007138,1814981.645253
257,-5033377.750000,1932220.670071,0.001136,1787785.367552,1811162.637582,-43765.965111,1814981.645253
258,-4995049.750000,1931249.640678,0.000000,1787785.367552,1811162.637582,804736.602139,1814981.645253
259,-4991964.750000,1931171.461816,0.000000,1787785.367552,1811162.637582,104279.201290,1814981.645253
260,-4988168.500000,1931075.254391,0.000000,1787785.367552,1811162.637582,119300.507445,1814981.645253
261,-4987964.250000,1931070.077998,0.000000,1787785.367552,1811162.637582,1037287.345258,1814981.645253
262,-4954333.000000,1930217.557848,0.000000,1787785.367552,1811162.637582,518257.342311,1814981.645253
263,-4936378.500000,1929762.274174,0.000000,1787785.367552,1811162.637582,436908.648406,1814981.645253
264,-4913164.750000,1929173.469087,0.000000,1787785.367552,1811162.637582,-1030100.472893,1814981.645253
265,-4826649.750000,1926977.474909,0.000000,1787785.367552,1811162.637582,208921.739921,1814981.645253
266,-4807867.093750,1926500.387517,0.000000,1787785.367552,1811162.637582,-278204.130108,1814981.645253
267,-4789808.000000,1926041.567483,0.000000,1787785.367552,1811162.637582,1266389.943478,1814981.645253
268,-4780078.000000,1925794.316024,0.000000,1787785.367552,1811162.637582,1355926.255590,1814981.645253
269,-4767460.375000,1925473.639123,0.000000,1787785.367552,1811162.637582,-2362719.472882,1814981.645253
270,-4718551.000000,1924230.102439,0.000000,1787785.367552,1811162.637582,-278869.835929,1814981.645253
271,-4707507.218750,1923949.199493,0.000000,1787785.367552,1811162.637582,624265.171554,1814981.645253
272,-4680797.687500,1923269.662396,0.000000,1787785.367552,1811162.637582,-157883.246241,1814981.645253
273,-4571653.000000,1920490.332257,0.000000,1787785.367552,1811162.637582,1318534.003103,1814981.645253
274,-4539263.625000,1919664.774240,0.000000,1787785.367552,1811162.637582,-1264201.804233,1814981.645253
275,-4507533.000000,1918855.662380,0.000000,1787785.367552,1811162.637582,-310761.453072,1814981.645253
276,-4484876.750000,1918277.732794,0.000000,1787785.367552,1811162.637582,238175.392073,1814981.645253
277,-4483084.000000,1918231.994788,0.012851,1787785.367552,1811162.637582,362707.000461,1814981.645253
