#RiskFactor1,RiskFactor2,Correlation
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/EUR-EURIBOR-6M/47",0.258776
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/63",0.098573
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/64",0.114926
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/65",0.114305
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/66",0.103930
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/67",0.089923
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/68",0.074056
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/69",0.061967
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/70",0.052815
"OptionletVolatility/EUR-EURIBOR-6M/45","OptionletVolatility/SEK-STIBOR-3M/71",0.039665
"OptionletVolatility/EUR-EURIBOR-6M/45","FXSpot/DKKEUR/0",-0.060739
"OptionletVolatility/EUR-EURIBOR-6M/45","FXSpot/JPYEUR/0",0.038251
"OptionletVolatility/EUR-EURIBOR-6M/45","FXSpot/NOKEUR/0",-0.102166
"OptionletVolatility/EUR-EURIBOR-6M/45","FXSpot/SEKEUR/0",-0.028912
"OptionletVolatility/EUR-EURIBOR-6M/45","FXSpot/TWDEUR/0",0.016034
"OptionletVolatility/EUR-EURIBOR-6M/45","FXSpot/USDEUR/0",0.031500
"OptionletVolatility/EUR-EURIBOR-6M/45","FXVolatility/EURUSD/7",0.072381
"OptionletVolatility/EUR-EURIBOR-6M/45","FXVolatility/NOKSEK/7",0.075718
"OptionletVolatility/EUR-EURIBOR-6M/45","FXVolatility/USDJPY/7",0.022394
"OptionletVolatility/EUR-EURIBOR-6M/45","EquitySpot/RIC:.SPX/0",-0.079521
"OptionletVolatility/EUR-EURIBOR-6M/45","EquitySpot/RIC:FISV.OQ/0",-0.020238
"OptionletVolatility/EUR-EURIBOR-6M/45","EquitySpot/RIC:KSS.N/0",-0.040282
"OptionletVolatility/EUR-EURIBOR-6M/45","EquitySpot/RIC:LHAG.DE/0",-0.024988
"OptionletVolatility/EUR-EURIBOR-6M/45","EquityVolatility/RIC:.SPX/7",0.062894
"OptionletVolatility/EUR-EURIBOR-6M/45","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.005698
"OptionletVolatility/EUR-EURIBOR-6M/45","ZeroInflationCurve/EUHICPXT/4",-0.000371
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/EUR-EURIBOR-6M/47",0.850763
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/63",0.083082
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/64",0.088250
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/65",0.082275
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/66",0.084147
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/67",0.078617
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/68",0.060561
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/69",0.056003
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/70",0.047088
"OptionletVolatility/EUR-EURIBOR-6M/46","OptionletVolatility/SEK-STIBOR-3M/71",0.032452
"OptionletVolatility/EUR-EURIBOR-6M/46","FXSpot/DKKEUR/0",-0.105835
"OptionletVolatility/EUR-EURIBOR-6M/46","FXSpot/JPYEUR/0",0.147166
"OptionletVolatility/EUR-EURIBOR-6M/46","FXSpot/NOKEUR/0",0.051876
"OptionletVolatility/EUR-EURIBOR-6M/46","FXSpot/SEKEUR/0",-0.048983
"OptionletVolatility/EUR-EURIBOR-6M/46","FXSpot/TWDEUR/0",0.074028
"OptionletVolatility/EUR-EURIBOR-6M/46","FXSpot/USDEUR/0",0.190843
"OptionletVolatility/EUR-EURIBOR-6M/46","FXVolatility/EURUSD/7",0.170169
"OptionletVolatility/EUR-EURIBOR-6M/46","FXVolatility/NOKSEK/7",0.036204
"OptionletVolatility/EUR-EURIBOR-6M/46","FXVolatility/USDJPY/7",0.069086
"OptionletVolatility/EUR-EURIBOR-6M/46","EquitySpot/RIC:.SPX/0",-0.086668
"OptionletVolatility/EUR-EURIBOR-6M/46","EquitySpot/RIC:FISV.OQ/0",0.011036
"OptionletVolatility/EUR-EURIBOR-6M/46","EquitySpot/RIC:KSS.N/0",-0.058341
"OptionletVolatility/EUR-EURIBOR-6M/46","EquitySpot/RIC:LHAG.DE/0",-0.121551
"OptionletVolatility/EUR-EURIBOR-6M/46","EquityVolatility/RIC:.SPX/7",0.087172
"OptionletVolatility/EUR-EURIBOR-6M/46","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.065997
"OptionletVolatility/EUR-EURIBOR-6M/46","ZeroInflationCurve/EUHICPXT/4",-0.079892
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/63",0.085986
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/64",0.093450
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/65",0.080817
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/66",0.077747
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/67",0.065642
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/68",0.042221
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/69",0.035232
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/70",0.026266
"OptionletVolatility/EUR-EURIBOR-6M/47","OptionletVolatility/SEK-STIBOR-3M/71",0.012636
"OptionletVolatility/EUR-EURIBOR-6M/47","FXSpot/DKKEUR/0",-0.041314
"OptionletVolatility/EUR-EURIBOR-6M/47","FXSpot/JPYEUR/0",0.090346
"OptionletVolatility/EUR-EURIBOR-6M/47","FXSpot/NOKEUR/0",0.031601
"OptionletVolatility/EUR-EURIBOR-6M/47","FXSpot/SEKEUR/0",0.009139
"OptionletVolatility/EUR-EURIBOR-6M/47","FXSpot/TWDEUR/0",0.050751
"OptionletVolatility/EUR-EURIBOR-6M/47","FXSpot/USDEUR/0",0.128096
"OptionletVolatility/EUR-EURIBOR-6M/47","FXVolatility/EURUSD/7",0.124077
"OptionletVolatility/EUR-EURIBOR-6M/47","FXVolatility/NOKSEK/7",-0.004933
"OptionletVolatility/EUR-EURIBOR-6M/47","FXVolatility/USDJPY/7",0.024726
"OptionletVolatility/EUR-EURIBOR-6M/47","EquitySpot/RIC:.SPX/0",-0.070239
"OptionletVolatility/EUR-EURIBOR-6M/47","EquitySpot/RIC:FISV.OQ/0",-0.005513
"OptionletVolatility/EUR-EURIBOR-6M/47","EquitySpot/RIC:KSS.N/0",-0.062926
"OptionletVolatility/EUR-EURIBOR-6M/47","EquitySpot/RIC:LHAG.DE/0",-0.101942
"OptionletVolatility/EUR-EURIBOR-6M/47","EquityVolatility/RIC:.SPX/7",0.041063
"OptionletVolatility/EUR-EURIBOR-6M/47","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.064826
"OptionletVolatility/EUR-EURIBOR-6M/47","ZeroInflationCurve/EUHICPXT/4",-0.070521
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/64",0.971728
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/65",0.924501
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/66",0.763683
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/67",0.553473
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/68",0.373790
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/69",0.241261
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/70",0.147733
"OptionletVolatility/SEK-STIBOR-3M/63","OptionletVolatility/SEK-STIBOR-3M/71",0.046839
"OptionletVolatility/SEK-STIBOR-3M/63","FXSpot/DKKEUR/0",-0.001599
"OptionletVolatility/SEK-STIBOR-3M/63","FXSpot/JPYEUR/0",-0.002208
"OptionletVolatility/SEK-STIBOR-3M/63","FXSpot/NOKEUR/0",-0.096321
"OptionletVolatility/SEK-STIBOR-3M/63","FXSpot/SEKEUR/0",0.045584
"OptionletVolatility/SEK-STIBOR-3M/63","FXSpot/TWDEUR/0",-0.033403
"OptionletVolatility/SEK-STIBOR-3M/63","FXSpot/USDEUR/0",-0.053194
"OptionletVolatility/SEK-STIBOR-3M/63","FXVolatility/EURUSD/7",0.135047
"OptionletVolatility/SEK-STIBOR-3M/63","FXVolatility/NOKSEK/7",0.169164
"OptionletVolatility/SEK-STIBOR-3M/63","FXVolatility/USDJPY/7",0.122917
"OptionletVolatility/SEK-STIBOR-3M/63","EquitySpot/RIC:.SPX/0",-0.197063
"OptionletVolatility/SEK-STIBOR-3M/63","EquitySpot/RIC:FISV.OQ/0",-0.064182
"OptionletVolatility/SEK-STIBOR-3M/63","EquitySpot/RIC:KSS.N/0",-0.007449
"OptionletVolatility/SEK-STIBOR-3M/63","EquitySpot/RIC:LHAG.DE/0",-0.054109
"OptionletVolatility/SEK-STIBOR-3M/63","EquityVolatility/RIC:.SPX/7",0.126334
"OptionletVolatility/SEK-STIBOR-3M/63","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.108312
"OptionletVolatility/SEK-STIBOR-3M/63","ZeroInflationCurve/EUHICPXT/4",0.056711
"OptionletVolatility/SEK-STIBOR-3M/64","OptionletVolatility/SEK-STIBOR-3M/65",0.977441
"OptionletVolatility/SEK-STIBOR-3M/64","OptionletVolatility/SEK-STIBOR-3M/66",0.861862
"OptionletVolatility/SEK-STIBOR-3M/64","OptionletVolatility/SEK-STIBOR-3M/67",0.676652
"OptionletVolatility/SEK-STIBOR-3M/64","OptionletVolatility/SEK-STIBOR-3M/68",0.505533
"OptionletVolatility/SEK-STIBOR-3M/64","OptionletVolatility/SEK-STIBOR-3M/69",0.372121
"OptionletVolatility/SEK-STIBOR-3M/64","OptionletVolatility/SEK-STIBOR-3M/70",0.274351
"OptionletVolatility/SEK-STIBOR-3M/64","OptionletVolatility/SEK-STIBOR-3M/71",0.162633
"OptionletVolatility/SEK-STIBOR-3M/64","FXSpot/DKKEUR/0",-0.009201
"OptionletVolatility/SEK-STIBOR-3M/64","FXSpot/JPYEUR/0",-0.003581
"OptionletVolatility/SEK-STIBOR-3M/64","FXSpot/NOKEUR/0",-0.109725
"OptionletVolatility/SEK-STIBOR-3M/64","FXSpot/SEKEUR/0",0.041186
"OptionletVolatility/SEK-STIBOR-3M/64","FXSpot/TWDEUR/0",-0.039580
"OptionletVolatility/SEK-STIBOR-3M/64","FXSpot/USDEUR/0",-0.058944
"OptionletVolatility/SEK-STIBOR-3M/64","FXVolatility/EURUSD/7",0.155999
"OptionletVolatility/SEK-STIBOR-3M/64","FXVolatility/NOKSEK/7",0.181305
"OptionletVolatility/SEK-STIBOR-3M/64","FXVolatility/USDJPY/7",0.136381
"OptionletVolatility/SEK-STIBOR-3M/64","EquitySpot/RIC:.SPX/0",-0.199212
"OptionletVolatility/SEK-STIBOR-3M/64","EquitySpot/RIC:FISV.OQ/0",-0.066741
"OptionletVolatility/SEK-STIBOR-3M/64","EquitySpot/RIC:KSS.N/0",0.017489
"OptionletVolatility/SEK-STIBOR-3M/64","EquitySpot/RIC:LHAG.DE/0",-0.052453
"OptionletVolatility/SEK-STIBOR-3M/64","EquityVolatility/RIC:.SPX/7",0.131233
"OptionletVolatility/SEK-STIBOR-3M/64","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.100853
"OptionletVolatility/SEK-STIBOR-3M/64","ZeroInflationCurve/EUHICPXT/4",0.037475
"OptionletVolatility/SEK-STIBOR-3M/65","OptionletVolatility/SEK-STIBOR-3M/66",0.935048
"OptionletVolatility/SEK-STIBOR-3M/65","OptionletVolatility/SEK-STIBOR-3M/67",0.789299
"OptionletVolatility/SEK-STIBOR-3M/65","OptionletVolatility/SEK-STIBOR-3M/68",0.636359
"OptionletVolatility/SEK-STIBOR-3M/65","OptionletVolatility/SEK-STIBOR-3M/69",0.510396
"OptionletVolatility/SEK-STIBOR-3M/65","OptionletVolatility/SEK-STIBOR-3M/70",0.413251
"OptionletVolatility/SEK-STIBOR-3M/65","OptionletVolatility/SEK-STIBOR-3M/71",0.297043
"OptionletVolatility/SEK-STIBOR-3M/65","FXSpot/DKKEUR/0",-0.013885
"OptionletVolatility/SEK-STIBOR-3M/65","FXSpot/JPYEUR/0",-0.003929
"OptionletVolatility/SEK-STIBOR-3M/65","FXSpot/NOKEUR/0",-0.125629
"OptionletVolatility/SEK-STIBOR-3M/65","FXSpot/SEKEUR/0",0.040665
"OptionletVolatility/SEK-STIBOR-3M/65","FXSpot/TWDEUR/0",-0.045996
"OptionletVolatility/SEK-STIBOR-3M/65","FXSpot/USDEUR/0",-0.058264
"OptionletVolatility/SEK-STIBOR-3M/65","FXVolatility/EURUSD/7",0.158291
"OptionletVolatility/SEK-STIBOR-3M/65","FXVolatility/NOKSEK/7",0.190179
"OptionletVolatility/SEK-STIBOR-3M/65","FXVolatility/USDJPY/7",0.141821
"OptionletVolatility/SEK-STIBOR-3M/65","EquitySpot/RIC:.SPX/0",-0.205278
"OptionletVolatility/SEK-STIBOR-3M/65","EquitySpot/RIC:FISV.OQ/0",-0.061406
"OptionletVolatility/SEK-STIBOR-3M/65","EquitySpot/RIC:KSS.N/0",0.027320
"OptionletVolatility/SEK-STIBOR-3M/65","EquitySpot/RIC:LHAG.DE/0",-0.054510
"OptionletVolatility/SEK-STIBOR-3M/65","EquityVolatility/RIC:.SPX/7",0.138731
"OptionletVolatility/SEK-STIBOR-3M/65","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.100061
"OptionletVolatility/SEK-STIBOR-3M/65","ZeroInflationCurve/EUHICPXT/4",0.016520
"OptionletVolatility/SEK-STIBOR-3M/66","OptionletVolatility/SEK-STIBOR-3M/67",0.948710
"OptionletVolatility/SEK-STIBOR-3M/66","OptionletVolatility/SEK-STIBOR-3M/68",0.853745
"OptionletVolatility/SEK-STIBOR-3M/66","OptionletVolatility/SEK-STIBOR-3M/69",0.758263
"OptionletVolatility/SEK-STIBOR-3M/66","OptionletVolatility/SEK-STIBOR-3M/70",0.675898
"OptionletVolatility/SEK-STIBOR-3M/66","OptionletVolatility/SEK-STIBOR-3M/71",0.566431
"OptionletVolatility/SEK-STIBOR-3M/66","FXSpot/DKKEUR/0",-0.024812
"OptionletVolatility/SEK-STIBOR-3M/66","FXSpot/JPYEUR/0",0.018168
"OptionletVolatility/SEK-STIBOR-3M/66","FXSpot/NOKEUR/0",-0.130081
"OptionletVolatility/SEK-STIBOR-3M/66","FXSpot/SEKEUR/0",0.017034
"OptionletVolatility/SEK-STIBOR-3M/66","FXSpot/TWDEUR/0",-0.042582
"OptionletVolatility/SEK-STIBOR-3M/66","FXSpot/USDEUR/0",-0.045800
"OptionletVolatility/SEK-STIBOR-3M/66","FXVolatility/EURUSD/7",0.160457
"OptionletVolatility/SEK-STIBOR-3M/66","FXVolatility/NOKSEK/7",0.184294
"OptionletVolatility/SEK-STIBOR-3M/66","FXVolatility/USDJPY/7",0.120608
"OptionletVolatility/SEK-STIBOR-3M/66","EquitySpot/RIC:.SPX/0",-0.195308
"OptionletVolatility/SEK-STIBOR-3M/66","EquitySpot/RIC:FISV.OQ/0",-0.035132
"OptionletVolatility/SEK-STIBOR-3M/66","EquitySpot/RIC:KSS.N/0",0.039978
"OptionletVolatility/SEK-STIBOR-3M/66","EquitySpot/RIC:LHAG.DE/0",-0.072033
"OptionletVolatility/SEK-STIBOR-3M/66","EquityVolatility/RIC:.SPX/7",0.140000
"OptionletVolatility/SEK-STIBOR-3M/66","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.090830
"OptionletVolatility/SEK-STIBOR-3M/66","ZeroInflationCurve/EUHICPXT/4",-0.031008
"OptionletVolatility/SEK-STIBOR-3M/67","OptionletVolatility/SEK-STIBOR-3M/68",0.970627
"OptionletVolatility/SEK-STIBOR-3M/67","OptionletVolatility/SEK-STIBOR-3M/69",0.918222
"OptionletVolatility/SEK-STIBOR-3M/67","OptionletVolatility/SEK-STIBOR-3M/70",0.862031
"OptionletVolatility/SEK-STIBOR-3M/67","OptionletVolatility/SEK-STIBOR-3M/71",0.776668
"OptionletVolatility/SEK-STIBOR-3M/67","FXSpot/DKKEUR/0",-0.016766
"OptionletVolatility/SEK-STIBOR-3M/67","FXSpot/JPYEUR/0",0.044390
"OptionletVolatility/SEK-STIBOR-3M/67","FXSpot/NOKEUR/0",-0.131185
"OptionletVolatility/SEK-STIBOR-3M/67","FXSpot/SEKEUR/0",-0.011342
"OptionletVolatility/SEK-STIBOR-3M/67","FXSpot/TWDEUR/0",-0.023262
"OptionletVolatility/SEK-STIBOR-3M/67","FXSpot/USDEUR/0",-0.014892
"OptionletVolatility/SEK-STIBOR-3M/67","FXVolatility/EURUSD/7",0.142462
"OptionletVolatility/SEK-STIBOR-3M/67","FXVolatility/NOKSEK/7",0.159103
"OptionletVolatility/SEK-STIBOR-3M/67","FXVolatility/USDJPY/7",0.093744
"OptionletVolatility/SEK-STIBOR-3M/67","EquitySpot/RIC:.SPX/0",-0.181448
"OptionletVolatility/SEK-STIBOR-3M/67","EquitySpot/RIC:FISV.OQ/0",-0.004662
"OptionletVolatility/SEK-STIBOR-3M/67","EquitySpot/RIC:KSS.N/0",0.041994
"OptionletVolatility/SEK-STIBOR-3M/67","EquitySpot/RIC:LHAG.DE/0",-0.074349
"OptionletVolatility/SEK-STIBOR-3M/67","EquityVolatility/RIC:.SPX/7",0.134508
"OptionletVolatility/SEK-STIBOR-3M/67","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.073076
"OptionletVolatility/SEK-STIBOR-3M/67","ZeroInflationCurve/EUHICPXT/4",-0.066976
"OptionletVolatility/SEK-STIBOR-3M/68","OptionletVolatility/SEK-STIBOR-3M/69",0.983322
"OptionletVolatility/SEK-STIBOR-3M/68","OptionletVolatility/SEK-STIBOR-3M/70",0.953358
"OptionletVolatility/SEK-STIBOR-3M/68","OptionletVolatility/SEK-STIBOR-3M/71",0.895328
"OptionletVolatility/SEK-STIBOR-3M/68","FXSpot/DKKEUR/0",-0.011768
"OptionletVolatility/SEK-STIBOR-3M/68","FXSpot/JPYEUR/0",0.061373
"OptionletVolatility/SEK-STIBOR-3M/68","FXSpot/NOKEUR/0",-0.121577
"OptionletVolatility/SEK-STIBOR-3M/68","FXSpot/SEKEUR/0",-0.039629
"OptionletVolatility/SEK-STIBOR-3M/68","FXSpot/TWDEUR/0",0.000091
"OptionletVolatility/SEK-STIBOR-3M/68","FXSpot/USDEUR/0",0.012557
"OptionletVolatility/SEK-STIBOR-3M/68","FXVolatility/EURUSD/7",0.120041
"OptionletVolatility/SEK-STIBOR-3M/68","FXVolatility/NOKSEK/7",0.125739
"OptionletVolatility/SEK-STIBOR-3M/68","FXVolatility/USDJPY/7",0.065328
"OptionletVolatility/SEK-STIBOR-3M/68","EquitySpot/RIC:.SPX/0",-0.155268
"OptionletVolatility/SEK-STIBOR-3M/68","EquitySpot/RIC:FISV.OQ/0",0.023312
"OptionletVolatility/SEK-STIBOR-3M/68","EquitySpot/RIC:KSS.N/0",0.040574
"OptionletVolatility/SEK-STIBOR-3M/68","EquitySpot/RIC:LHAG.DE/0",-0.069942
"OptionletVolatility/SEK-STIBOR-3M/68","EquityVolatility/RIC:.SPX/7",0.121835
"OptionletVolatility/SEK-STIBOR-3M/68","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.054453
"OptionletVolatility/SEK-STIBOR-3M/68","ZeroInflationCurve/EUHICPXT/4",-0.083449
"OptionletVolatility/SEK-STIBOR-3M/69","OptionletVolatility/SEK-STIBOR-3M/70",0.991122
"OptionletVolatility/SEK-STIBOR-3M/69","OptionletVolatility/SEK-STIBOR-3M/71",0.957484
"OptionletVolatility/SEK-STIBOR-3M/69","FXSpot/DKKEUR/0",-0.018862
"OptionletVolatility/SEK-STIBOR-3M/69","FXSpot/JPYEUR/0",0.065802
"OptionletVolatility/SEK-STIBOR-3M/69","FXSpot/NOKEUR/0",-0.108457
"OptionletVolatility/SEK-STIBOR-3M/69","FXSpot/SEKEUR/0",-0.060103
"OptionletVolatility/SEK-STIBOR-3M/69","FXSpot/TWDEUR/0",0.006128
"OptionletVolatility/SEK-STIBOR-3M/69","FXSpot/USDEUR/0",0.022490
"OptionletVolatility/SEK-STIBOR-3M/69","FXVolatility/EURUSD/7",0.095004
"OptionletVolatility/SEK-STIBOR-3M/69","FXVolatility/NOKSEK/7",0.098146
"OptionletVolatility/SEK-STIBOR-3M/69","FXVolatility/USDJPY/7",0.042771
"OptionletVolatility/SEK-STIBOR-3M/69","EquitySpot/RIC:.SPX/0",-0.130366
"OptionletVolatility/SEK-STIBOR-3M/69","EquitySpot/RIC:FISV.OQ/0",0.044988
"OptionletVolatility/SEK-STIBOR-3M/69","EquitySpot/RIC:KSS.N/0",0.040856
"OptionletVolatility/SEK-STIBOR-3M/69","EquitySpot/RIC:LHAG.DE/0",-0.063330
"OptionletVolatility/SEK-STIBOR-3M/69","EquityVolatility/RIC:.SPX/7",0.100765
"OptionletVolatility/SEK-STIBOR-3M/69","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.039906
"OptionletVolatility/SEK-STIBOR-3M/69","ZeroInflationCurve/EUHICPXT/4",-0.087117
"OptionletVolatility/SEK-STIBOR-3M/70","OptionletVolatility/SEK-STIBOR-3M/71",0.985651
"OptionletVolatility/SEK-STIBOR-3M/70","FXSpot/DKKEUR/0",-0.019566
"OptionletVolatility/SEK-STIBOR-3M/70","FXSpot/JPYEUR/0",0.071887
"OptionletVolatility/SEK-STIBOR-3M/70","FXSpot/NOKEUR/0",-0.100924
"OptionletVolatility/SEK-STIBOR-3M/70","FXSpot/SEKEUR/0",-0.081678
"OptionletVolatility/SEK-STIBOR-3M/70","FXSpot/TWDEUR/0",0.014449
"OptionletVolatility/SEK-STIBOR-3M/70","FXSpot/USDEUR/0",0.032606
"OptionletVolatility/SEK-STIBOR-3M/70","FXVolatility/EURUSD/7",0.077932
"OptionletVolatility/SEK-STIBOR-3M/70","FXVolatility/NOKSEK/7",0.077300
"OptionletVolatility/SEK-STIBOR-3M/70","FXVolatility/USDJPY/7",0.029743
"OptionletVolatility/SEK-STIBOR-3M/70","EquitySpot/RIC:.SPX/0",-0.113438
"OptionletVolatility/SEK-STIBOR-3M/70","EquitySpot/RIC:FISV.OQ/0",0.058113
"OptionletVolatility/SEK-STIBOR-3M/70","EquitySpot/RIC:KSS.N/0",0.042924
"OptionletVolatility/SEK-STIBOR-3M/70","EquitySpot/RIC:LHAG.DE/0",-0.056730
"OptionletVolatility/SEK-STIBOR-3M/70","EquityVolatility/RIC:.SPX/7",0.086910
"OptionletVolatility/SEK-STIBOR-3M/70","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.029778
"OptionletVolatility/SEK-STIBOR-3M/70","ZeroInflationCurve/EUHICPXT/4",-0.081819
"OptionletVolatility/SEK-STIBOR-3M/71","FXSpot/DKKEUR/0",-0.025068
"OptionletVolatility/SEK-STIBOR-3M/71","FXSpot/JPYEUR/0",0.070722
"OptionletVolatility/SEK-STIBOR-3M/71","FXSpot/NOKEUR/0",-0.084924
"OptionletVolatility/SEK-STIBOR-3M/71","FXSpot/SEKEUR/0",-0.093071
"OptionletVolatility/SEK-STIBOR-3M/71","FXSpot/TWDEUR/0",0.022434
"OptionletVolatility/SEK-STIBOR-3M/71","FXSpot/USDEUR/0",0.038640
"OptionletVolatility/SEK-STIBOR-3M/71","FXVolatility/EURUSD/7",0.060191
"OptionletVolatility/SEK-STIBOR-3M/71","FXVolatility/NOKSEK/7",0.052503
"OptionletVolatility/SEK-STIBOR-3M/71","FXVolatility/USDJPY/7",0.012575
"OptionletVolatility/SEK-STIBOR-3M/71","EquitySpot/RIC:.SPX/0",-0.083865
"OptionletVolatility/SEK-STIBOR-3M/71","EquitySpot/RIC:FISV.OQ/0",0.079496
"OptionletVolatility/SEK-STIBOR-3M/71","EquitySpot/RIC:KSS.N/0",0.049880
"OptionletVolatility/SEK-STIBOR-3M/71","EquitySpot/RIC:LHAG.DE/0",-0.050995
"OptionletVolatility/SEK-STIBOR-3M/71","EquityVolatility/RIC:.SPX/7",0.064510
"OptionletVolatility/SEK-STIBOR-3M/71","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.013285
"OptionletVolatility/SEK-STIBOR-3M/71","ZeroInflationCurve/EUHICPXT/4",-0.063660
"FXSpot/DKKEUR/0","FXSpot/JPYEUR/0",0.075213
"FXSpot/DKKEUR/0","FXSpot/NOKEUR/0",-0.015226
"FXSpot/DKKEUR/0","FXSpot/SEKEUR/0",-0.031019
"FXSpot/DKKEUR/0","FXSpot/TWDEUR/0",0.062202
"FXSpot/DKKEUR/0","FXSpot/USDEUR/0",0.109755
"FXSpot/DKKEUR/0","FXVolatility/EURUSD/7",0.138041
"FXSpot/DKKEUR/0","FXVolatility/NOKSEK/7",-0.014628
"FXSpot/DKKEUR/0","FXVolatility/USDJPY/7",0.011402
"FXSpot/DKKEUR/0","EquitySpot/RIC:.SPX/0",0.074356
"FXSpot/DKKEUR/0","EquitySpot/RIC:FISV.OQ/0",0.032999
"FXSpot/DKKEUR/0","EquitySpot/RIC:KSS.N/0",-0.042258
"FXSpot/DKKEUR/0","EquitySpot/RIC:LHAG.DE/0",-0.005837
"FXSpot/DKKEUR/0","EquityVolatility/RIC:.SPX/7",-0.002327
"FXSpot/DKKEUR/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.045363
"FXSpot/DKKEUR/0","ZeroInflationCurve/EUHICPXT/4",-0.068853
"FXSpot/JPYEUR/0","FXSpot/NOKEUR/0",0.053168
"FXSpot/JPYEUR/0","FXSpot/SEKEUR/0",-0.171490
"FXSpot/JPYEUR/0","FXSpot/TWDEUR/0",0.466867
"FXSpot/JPYEUR/0","FXSpot/USDEUR/0",0.549651
"FXSpot/JPYEUR/0","FXVolatility/EURUSD/7",0.338470
"FXSpot/JPYEUR/0","FXVolatility/NOKSEK/7",0.148471
"FXSpot/JPYEUR/0","FXVolatility/USDJPY/7",0.153297
"FXSpot/JPYEUR/0","EquitySpot/RIC:.SPX/0",-0.346914
"FXSpot/JPYEUR/0","EquitySpot/RIC:FISV.OQ/0",-0.053042
"FXSpot/JPYEUR/0","EquitySpot/RIC:KSS.N/0",-0.128200
"FXSpot/JPYEUR/0","EquitySpot/RIC:LHAG.DE/0",-0.243335
"FXSpot/JPYEUR/0","EquityVolatility/RIC:.SPX/7",0.252483
