#datumDate,datumId,datumValue
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4350/P,51.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4375/C,34.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4375/P,65.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4400/C,24.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4400/P,80.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4425/C,16.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4425/P,97.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4450/C,11.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4450/P,116.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4475/C,7.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4475/P,138.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4500/C,4.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-08-18/4500/P,160.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4000/C,373.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4000/P,17.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4025/C,350.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4025/P,19.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4050/C,327.7000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4050/P,21.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4075/C,305.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4075/P,24.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4100/C,283.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.SPX/USD/2023-09-15/4100/P,27.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1000/C,3340.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1000/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/10000/C,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/10000/P,5649.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1100/C,3240.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1100/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1200/C,3140.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1200/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1300/C,3040.7000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1300/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1400/C,2940.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1400/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1500/C,2840.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1500/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1600/C,2741.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1600/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1700/C,2641.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1700/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1800/C,2541.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1800/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1850/C,2491.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1850/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1900/C,2441.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1900/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1950/C,2391.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/1950/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2000/C,2341.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2000/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2050/C,2291.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2050/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2100/C,2241.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2100/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2150/C,2191.7000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2150/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2200/C,2141.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2200/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2250/C,2091.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2250/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2275/C,2066.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2275/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2300/C,2041.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2300/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2350/C,1991.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2350/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2400/C,1942.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2400/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2425/C,1917.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2425/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2450/C,1892.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2450/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2500/C,1842.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2500/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2525/C,1817.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2525/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2550/C,1792.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2550/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2575/C,1767.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2575/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2600/C,1742.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2600/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2625/C,1717.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2625/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2650/C,1692.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2650/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2675/C,1667.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2675/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2700/C,1642.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2700/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2725/C,1617.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2725/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2750/C,1592.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2750/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2775/C,1567.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2775/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2800/C,1542.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2800/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2825/C,1517.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2825/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2850/C,1492.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2850/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2875/C,1467.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2875/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2900/C,1442.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2900/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2925/C,1417.7000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2925/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2950/C,1392.7000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2950/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2975/C,1367.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/2975/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3000/C,1342.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3000/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3025/C,1317.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3025/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3050/C,1292.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3050/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3075/C,1267.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3075/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3100/C,1242.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3100/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3125/C,1218.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3125/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3150/C,1193.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3150/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3175/C,1168.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3175/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3200/C,1143.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3200/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3225/C,1118.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3225/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3250/C,1093.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3250/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3275/C,1068.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3275/P,0.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3300/C,1043.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3300/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3325/C,1018.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3325/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3350/C,993.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3350/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3375/C,968.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3375/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3400/C,943.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3400/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3425/C,918.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3425/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3450/C,893.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3450/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3475/C,868.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3475/P,0.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3500/C,843.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3500/P,0.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3525/C,818.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3525/P,0.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3550/C,793.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3550/P,0.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3575/C,768.7000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3575/P,0.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3600/C,743.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3600/P,0.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3625/C,718.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3625/P,0.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3650/C,694.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3650/P,0.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3675/C,669.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3675/P,0.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3700/C,644.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3700/P,0.7000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3725/C,619.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3725/P,0.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3750/C,594.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3750/P,0.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3775/C,569.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3775/P,0.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3800/C,544.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3800/P,1.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3825/C,519.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3825/P,1.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3850/C,494.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3850/P,1.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3875/C,470.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3875/P,1.4000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3900/C,445.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3900/P,1.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3925/C,420.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3925/P,1.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3950/C,395.8000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3950/P,2.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3975/C,371.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/3975/P,2.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4000/C,346.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4000/P,2.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4025/C,321.9000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4025/P,3.1000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4050/C,297.5000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4050/P,3.6000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4075/C,273.2000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4075/P,4.3000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4100/C,249.0000000000
2023-08-07,EQUITY_OPTION/PRICE/RIC:.STOXX50E/EUR/2023-08-18/4100/P,5.1000000000
