#Scenario,TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
eonia_up,FX_CALL_OPTION,2021-02-05,5.000262,124597,0,0,0,357540,152273,152273,134316.10,134316.10
eonia_up,FX_CALL_OPTION,2021-05-05,5.244098,124468,0,0,0,347230,153610,153610,135213.23,135213.23
eonia_up,FX_CALL_OPTION,2021-08-05,5.496152,123720,0,0,0,367843,154236,154236,136085.63,136085.63
eonia_up,FX_CALL_OPTION,2021-11-05,5.748207,125304,0,0,0,354375,157798,157798,137037.69,137037.69
eonia_up,FX_CALL_OPTION,2022-02-07,6.005741,125620,0,0,0,339563,159837,159837,138015.35,138015.35
eonia_up,FX_CALL_OPTION,2022-05-05,6.244098,125705,0,0,0,324087,161480,161480,138911.07,138911.07
eonia_up,FX_CALL_OPTION,2022-08-05,6.496152,128689,0,0,0,332345,166991,166991,140000.59,140000.59
eonia_up,FX_CALL_OPTION,2022-11-07,6.753687,126342,0,0,0,341516,165647,166991,140978.53,141029.79
eonia_up,FX_CALL_OPTION,2023-02-06,7.003002,124329,0,0,0,346074,164644,166991,141821.06,141954.04
eonia_up,FX_CALL_OPTION,2023-05-05,7.244098,124230,0,0,0,353579,166111,166991,142629.46,142787.31
eonia_up,FX_CALL_OPTION,2023-08-07,7.501632,124016,0,0,0,346845,167545,167545,143484.82,143637.24
eonia_up,FX_CALL_OPTION,2023-11-06,7.750947,125296,0,0,0,343910,170974,170974,144369.03,144516.55
eonia_up,FX_CALL_OPTION,2024-02-05,8.000000,121800,0,0,0,338594,167872,170974,145100.70,145340.21
eonia_up,FX_CALL_OPTION,2024-05-06,8.248634,119723,0,0,0,315365,166667,170974,145750.74,146112.87
eonia_up,FX_CALL_OPTION,2024-08-05,8.497268,120425,0,0,0,321094,169326,170974,146440.58,146840.32
eonia_up,FX_CALL_OPTION,2024-11-05,8.748634,119074,0,0,0,335809,169126,170974,147092.38,147533.73
eonia_up,FX_CALL_OPTION,2025-02-05,9.000262,120094,0,0,0,326021,172307,172307,147797.32,148226.33
eonia_up,FX_CALL_OPTION,2025-05-05,9.244098,117736,0,0,0,358883,170583,172307,148398.35,148861.50
eonia_up,FX_CALL_OPTION,2025-08-05,9.496152,121391,0,0,0,357306,177664,177664,149175.14,149626.00
eonia_up,FX_CALL_OPTION,2025-11-05,9.748207,121216,0,0,0,335462,179209,179209,149951.71,150390.91
eonia_up,FX_CALL_OPTION,2026-02-05,10.000262,118158,0,0,0,355455,176461,179209,150619.87,151117.26
eonia_up,FX_CALL_OPTION,2026-05-05,10.244098,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2026-08-05,10.496152,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2026-11-05,10.748207,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2027-02-05,11.000262,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2027-05-05,11.244098,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2027-08-05,11.496152,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2027-11-05,11.748207,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2028-02-07,12.005464,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2028-05-05,12.245902,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2028-08-07,12.502732,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2028-11-06,12.751366,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2029-02-05,13.000262,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2029-05-07,13.249577,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2029-08-06,13.498892,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2029-11-05,13.748207,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2030-02-05,14.000262,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2030-05-06,14.246837,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2030-08-05,14.496152,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2030-11-05,14.748207,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2031-02-05,15.000262,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2031-05-05,15.244098,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2031-08-05,15.496152,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2031-11-05,15.748207,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2032-02-05,16.000000,0,0,0,0,0,0,179209,0.00,0.00
eonia_up,FX_CALL_OPTION,2032-05-05,16.245902,0,0,0,0,0,0,179209,0.00,0.00
