#Scenario,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,CPTY_A,2027-11-05,11.748207,686244.44,544043.31,2488937.75,0.00,868909.05,6647719.51,1854224.02,2872332.14
BASE,CPTY_A,2028-02-07,12.005464,673985.75,545635.63,2433209.51,0.00,857810.77,6647719.51,1832872.53,2953232.46
BASE,CPTY_A,2028-05-05,12.245902,743065.38,481957.88,2737517.71,0.00,950319.78,6647719.51,1815544.40,3025770.36
BASE,CPTY_A,2028-08-07,12.502732,713134.56,493295.13,2551927.47,0.00,916768.07,6647719.51,1797081.78,3100172.28
BASE,CPTY_A,2028-11-06,12.751366,584233.13,487328.75,2205466.12,0.00,754827.58,6647719.51,1776759.27,3169344.51
BASE,CPTY_A,2029-02-05,13.000262,558204.88,493132.63,2266158.93,0.00,724817.71,6647719.51,1756619.38,3235939.57
BASE,CPTY_A,2029-05-07,13.249577,633907.38,422623.28,2327544.06,0.00,827245.79,6647719.51,1739131.51,3300138.46
BASE,CPTY_A,2029-08-06,13.498892,592795.94,423801.47,2051960.92,0.00,777477.04,6647719.51,1721370.43,3361965.94
BASE,CPTY_A,2029-11-05,13.748207,472094.94,434139.66,1834467.80,0.00,622279.21,6647719.51,1701439.10,3421551.01
BASE,CPTY_A,2030-02-05,14.000262,435780.34,444844.75,1757048.17,0.00,577325.97,6647719.51,1681201.04,3479633.58
BASE,CPTY_A,2030-05-06,14.246837,513838.63,343527.47,1787955.38,0.00,684116.23,6647719.51,1663944.12,3534464.83
BASE,CPTY_A,2030-08-05,14.496152,497485.41,362428.09,2036684.30,0.00,665667.11,6647719.51,1646775.05,3588008.78
BASE,CPTY_A,2030-11-05,14.748207,403369.44,399312.28,1519708.06,0.00,542471.85,6647719.51,1627901.91,3640300.88
BASE,CPTY_A,2031-02-05,15.000262,398770.88,412656.28,1435764.70,0.00,539007.91,6647719.51,1609604.84,3690835.62
BASE,CPTY_A,2031-05-05,15.244098,468328.88,314532.59,1499043.13,0.00,636133.79,6647719.51,1594033.77,3738132.19
BASE,CPTY_A,2031-08-05,15.496152,443626.31,331653.00,1439811.92,0.00,605636.92,6647719.51,1577956.86,3785458.49
BASE,CPTY_A,2031-11-05,15.748207,352342.81,357826.53,1246075.59,0.00,483457.13,6647719.51,1560439.06,3831269.83
BASE,CPTY_A,2032-02-05,16.000000,323691.25,348413.31,1363241.09,0.00,446396.74,6647719.51,1542907.33,3875592.44
BASE,CPTY_A,2032-05-05,16.245902,370456.94,256052.95,1419094.19,0.00,513425.58,6647719.51,1527324.86,3917551.99
BASE,CPTY_A,2032-08-05,16.497268,346643.97,245732.66,1224954.95,0.00,482859.66,6647719.51,1511410.51,3959151.09
BASE,CPTY_A,2032-11-05,16.748634,262291.53,266145.97,1077126.19,0.00,367213.83,6647719.51,1494238.23,3999501.55
BASE,CPTY_A,2033-02-07,17.005741,228547.44,264177.06,874561.01,0.00,321629.88,6647719.51,1476509.72,4039539.61
BASE,CPTY_A,2033-05-05,17.244098,269711.41,170417.56,1009401.20,0.00,381379.56,6647719.51,1461372.31,4075591.12
BASE,CPTY_A,2033-08-05,17.496152,248246.02,178118.66,1113643.53,0.00,352807.56,6647719.51,1445401.99,4112645.97
BASE,CPTY_A,2033-11-07,17.753687,162128.31,200744.16,786831.64,0.00,231611.30,6647719.51,1427794.80,4149419.64
BASE,CPTY_A,2034-02-06,18.003002,145899.17,215752.64,819571.52,0.00,209472.65,6647719.51,1410922.83,4184017.41
BASE,CPTY_A,2034-05-05,18.244098,182178.81,119627.96,792614.71,0.00,262829.63,6647719.51,1395750.77,4216575.26
BASE,CPTY_A,2034-08-07,18.501632,165178.84,134216.06,748010.55,0.00,239538.95,6647719.51,1379656.83,4250415.67
BASE,CPTY_A,2034-11-06,18.750947,84408.14,155707.66,470895.69,0.00,123021.12,6647719.51,1362948.43,4282290.54
BASE,CPTY_A,2035-02-05,19.000262,68996.27,167553.19,382025.31,0.00,101063.54,6647719.51,1346390.40,4313328.91
BASE,CPTY_A,2035-05-07,19.249577,93106.23,62372.72,386160.55,0.00,137063.33,6647719.51,1330727.54,4343563.27
BASE,CPTY_A,2035-08-06,19.498892,72727.49,67004.47,355417.34,0.00,107600.62,6647719.51,1315088.50,4373024.48
BASE,CPTY_A,2035-11-05,19.748207,9562.88,109455.41,82810.31,0.00,14219.31,6647719.51,1298665.42,4401741.81
BASE,CPTY_A,2036-02-05,20.000000,3578.31,130842.95,25278.05,0.00,5347.67,6647719.51,1282383.02,4430017.86
BASE,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
BASE,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
BASE,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
BASE,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
BASE,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
BASE,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
BASE,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
BASE,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
eur_6m_up,CPTY_A,2016-02-05,0.000000,0.00,39191404.00,0.00,-39191403.42,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-05-05,0.245902,0.00,38763836.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-08-05,0.497268,0.00,38589536.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2016-11-07,0.754098,0.00,38822716.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-02-06,1.003002,0.00,37289320.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-05-05,1.244098,0.00,37215972.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-08-07,1.501632,0.00,35048900.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2017-11-06,1.750947,0.00,35198324.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2018-02-05,2.000262,0.00,32988696.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2018-05-07,2.249577,0.00,33319806.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2018-08-06,2.498892,0.00,31774132.00,0.00,0.00,0.00,0.00,0.00,0.00
eur_6m_up,CPTY_A,2018-11-05,2.748207,190611.22,31921248.00,0.00,0.00,201432.86,201432.86,18273.82,18273.82
eur_6m_up,CPTY_A,2019-02-05,3.000262,355419.88,30061598.00,0.00,0.00,377503.61,377503.61,48453.05,48453.05
eur_6m_up,CPTY_A,2019-05-06,3.246837,285297.28,29493694.00,0.00,0.00,304527.73,377503.61,67900.19,73442.21
eur_6m_up,CPTY_A,2019-08-05,3.496152,402641.84,28320382.00,0.00,0.00,431938.39,431938.39,93860.22,99007.03
eur_6m_up,CPTY_A,2019-11-05,3.748207,306104.16,28494862.00,0.00,0.00,330042.39,431938.39,109742.70,121395.59
eur_6m_up,CPTY_A,2020-02-05,4.000000,421217.41,26961940.00,0.00,0.00,456461.72,456461.72,131568.04,142487.40
eur_6m_up,CPTY_A,2020-05-05,4.245902,99034.69,26899076.00,1055134.54,0.00,107853.72,456461.72,130194.62,160671.24
eur_6m_up,CPTY_A,2020-08-05,4.497268,397836.00,25497486.00,2234788.80,0.00,435461.15,456461.72,147256.91,177203.88
eur_6m_up,CPTY_A,2020-11-05,4.748634,469963.41,26193418.00,5053310.11,0.00,517019.49,517019.49,166830.07,195191.82
eur_6m_up,CPTY_A,2021-02-05,5.000262,568619.88,24853104.00,4674967.48,0.00,628727.44,628727.44,190074.13,217008.62
eur_6m_up,CPTY_A,2021-05-05,5.244098,692536.56,25228958.00,10767507.32,0.00,769500.56,769500.56,217015.81,242697.93
eur_6m_up,CPTY_A,2021-08-05,5.496152,908971.38,24045930.00,8830410.91,0.00,1015112.04,1015112.04,253616.68,278121.01
eur_6m_up,CPTY_A,2021-11-05,5.748207,1172952.00,24280200.00,10458484.70,0.00,1316562.64,1316562.64,300226.10,323655.94
eur_6m_up,CPTY_A,2022-02-07,6.005741,1774084.00,23249896.00,8530415.02,0.00,2001615.96,2001615.96,373183.98,395609.11
eur_6m_up,CPTY_A,2022-05-05,6.244098,1703702.38,23008750.00,5707092.76,0.00,1931427.42,2001615.96,432666.87,456915.27
eur_6m_up,CPTY_A,2022-08-05,6.496152,2429723.50,22321070.00,18736406.54,0.00,2768465.13,2768465.13,523297.31,546604.86
eur_6m_up,CPTY_A,2022-11-07,6.753687,2066053.00,22252920.00,12415849.75,0.00,2366295.34,2768465.13,593575.24,631329.71
eur_6m_up,CPTY_A,2023-02-06,7.003002,2419736.50,21178760.00,12040787.96,0.00,2785282.28,2785282.28,671602.58,708012.95
eur_6m_up,CPTY_A,2023-05-05,7.244098,2705105.25,20920986.00,14602515.21,0.00,3128868.08,3128868.08,753384.55,788583.12
eur_6m_up,CPTY_A,2023-08-07,7.501632,2647085.75,19870596.00,16174101.87,0.00,3077630.07,3128868.08,833176.90,868926.11
eur_6m_up,CPTY_A,2023-11-06,7.750947,3031058.50,20467326.00,15747526.81,0.00,3541737.23,3541737.23,920299.79,954899.10
eur_6m_up,CPTY_A,2024-02-05,8.000000,2916828.00,19439516.00,15249821.30,0.00,3425362.00,3541737.23,998286.47,1035431.60
eur_6m_up,CPTY_A,2024-05-06,8.248634,2932123.25,19570436.00,21181688.64,0.00,3460600.22,3541737.23,1072506.59,1110977.75
eur_6m_up,CPTY_A,2024-08-05,8.497268,3418963.75,18697402.00,23137172.31,0.00,4055432.75,4055432.75,1159788.35,1197133.83
eur_6m_up,CPTY_A,2024-11-05,8.748634,3730528.75,19171844.00,24331608.71,0.00,4447444.05,4447444.05,1254249.42,1290521.88
eur_6m_up,CPTY_A,2025-02-05,9.000262,4406862.00,18477040.00,30848165.91,0.00,5280401.43,5280401.43,1366812.03,1402070.39
eur_6m_up,CPTY_A,2025-05-05,9.244098,4441466.00,18460954.00,29228961.24,0.00,5347980.11,5347980.11,1471825.05,1506153.38
eur_6m_up,CPTY_A,2025-08-05,9.496152,5472775.50,17981216.00,35503162.00,0.00,6623211.75,6623211.75,1608557.45,1641974.61
eur_6m_up,CPTY_A,2025-11-05,9.748207,5659608.50,18257974.00,37767989.27,0.00,6884065.38,6884065.38,1744963.77,1777516.88
eur_6m_up,CPTY_A,2026-02-05,10.000262,2272575.25,95360.41,5235865.97,0.00,2778269.96,6884065.38,1771008.07,1906226.51
eur_6m_up,CPTY_A,2026-05-05,10.244098,2064353.75,106822.08,4727275.88,0.00,2536098.66,6884065.38,1789219.17,2024711.76
eur_6m_up,CPTY_A,2026-08-05,10.496152,2011262.00,121274.79,5072358.09,0.00,2483408.71,6884065.38,1805889.45,2141404.36
eur_6m_up,CPTY_A,2026-11-05,10.748207,1828154.88,126716.43,4928530.66,0.00,2268767.86,6884065.38,1816744.35,2252623.88
eur_6m_up,CPTY_A,2027-02-05,11.000262,1825870.13,149751.55,5205319.06,0.00,2277427.14,6884065.38,1827300.22,2358746.54
eur_6m_up,CPTY_A,2027-05-05,11.244098,1900185.63,154325.45,5234183.77,0.00,2381751.70,6884065.38,1839323.86,2456881.04
eur_6m_up,CPTY_A,2027-08-05,11.496152,1865112.25,175189.78,4784850.03,0.00,2349648.85,6884065.38,1850512.81,2553947.69
eur_6m_up,CPTY_A,2027-11-05,11.748207,1664201.63,180024.00,3933867.33,0.00,2107179.03,6884065.38,1856019.52,2646849.27
eur_6m_up,CPTY_A,2028-02-07,12.005464,1641645.75,170621.63,3927736.20,0.00,2089393.46,6884065.38,1861020.34,2737645.81
eur_6m_up,CPTY_A,2028-05-05,12.245902,1694671.63,173796.59,4094104.22,0.00,2167346.19,6884065.38,1867034.77,2819056.99
eur_6m_up,CPTY_A,2028-08-07,12.502732,1664061.50,184503.19,4006378.31,0.00,2139229.46,6884065.38,1872626.18,2902560.23
eur_6m_up,CPTY_A,2028-11-06,12.751366,1458133.25,191769.00,3446552.14,0.00,1883904.19,6884065.38,1872846.09,2980194.03
eur_6m_up,CPTY_A,2029-02-05,13.000262,1427271.25,191904.11,3569399.44,0.00,1853282.81,6884065.38,1872471.54,3054935.41
eur_6m_up,CPTY_A,2029-05-07,13.249577,1461263.38,159778.88,3542205.42,0.00,1906941.10,6884065.38,1873120.15,3126987.50
eur_6m_up,CPTY_A,2029-08-06,13.498892,1419929.38,160898.25,3249899.78,0.00,1862297.67,6884065.38,1872920.26,3196378.10
eur_6m_up,CPTY_A,2029-11-05,13.748207,1213127.38,174250.06,2940084.03,0.00,1599051.25,6884065.38,1867953.82,3263251.98
eur_6m_up,CPTY_A,2030-02-05,14.000262,1163824.75,171712.70,2857705.03,0.00,1541846.14,6884065.38,1862082.72,3328439.57
eur_6m_up,CPTY_A,2030-05-06,14.246837,1225973.75,130182.80,2797222.05,0.00,1632241.22,6884065.38,1858104.76,3389978.12
eur_6m_up,CPTY_A,2030-08-05,14.496152,1183349.38,123398.84,3075830.88,0.00,1583396.68,6884065.38,1853380.14,3450071.90
eur_6m_up,CPTY_A,2030-11-05,14.748207,992710.44,149335.30,2417385.47,0.00,1335047.75,6884065.38,1844521.56,3508760.69
eur_6m_up,CPTY_A,2031-02-05,15.000262,981695.38,156973.14,2354518.03,0.00,1326931.30,6884065.38,1835824.30,3565477.15
eur_6m_up,CPTY_A,2031-05-05,15.244098,1011032.63,95265.18,2341670.16,0.00,1373291.40,6884065.38,1828425.90,3618559.34
eur_6m_up,CPTY_A,2031-08-05,15.496152,975670.88,102816.88,2264473.20,0.00,1331982.05,6884065.38,1820350.92,3671674.87
eur_6m_up,CPTY_A,2031-11-05,15.748207,798277.00,125782.63,1987285.83,0.00,1095332.98,6884065.38,1808746.79,3723090.15
eur_6m_up,CPTY_A,2032-02-05,16.000000,769129.81,115131.09,2065015.67,0.00,1060692.94,6884065.38,1796974.63,3772834.58
eur_6m_up,CPTY_A,2032-05-05,16.245902,802025.13,84547.65,2046804.81,0.00,1111546.78,6884065.38,1786599.84,3819926.87
eur_6m_up,CPTY_A,2032-08-05,16.497268,775266.38,70867.59,1847666.35,0.00,1079911.65,6884065.38,1775832.15,3866614.64
eur_6m_up,CPTY_A,2032-11-05,16.748634,600000.44,82488.75,1619112.36,0.00,840013.58,6884065.38,1761787.24,3911901.01
eur_6m_up,CPTY_A,2033-02-07,17.005741,561222.25,75627.06,1414920.45,0.00,789795.94,6884065.38,1747091.83,3956836.77
eur_6m_up,CPTY_A,2033-05-05,17.244098,591565.56,44838.26,1486240.55,0.00,836490.49,6884065.38,1734505.06,3997298.33
eur_6m_up,CPTY_A,2033-08-05,17.496152,560883.38,43441.91,1589495.23,0.00,797128.22,6884065.38,1721000.93,4038885.95
eur_6m_up,CPTY_A,2033-11-07,17.753687,400548.59,71789.70,1179994.63,0.00,572210.85,6884065.38,1704336.63,4080158.01
eur_6m_up,CPTY_A,2034-02-06,18.003002,369646.88,72553.48,1212375.35,0.00,530715.20,6884065.38,1688083.70,4118988.00
eur_6m_up,CPTY_A,2034-05-05,18.244098,393330.00,35129.78,1108185.84,0.00,567457.72,6884065.38,1673274.62,4155528.52
eur_6m_up,CPTY_A,2034-08-07,18.501632,364130.59,37503.54,1063988.02,0.00,528054.67,6884065.38,1657333.69,4193508.50
eur_6m_up,CPTY_A,2034-11-06,18.750947,210097.22,63554.65,712589.52,0.00,306207.37,6884065.38,1639368.93,4229282.50
eur_6m_up,CPTY_A,2035-02-05,19.000262,187147.50,68400.25,611831.57,0.00,274127.73,6884065.38,1621454.69,4264117.67
eur_6m_up,CPTY_A,2035-05-07,19.249577,196783.72,18814.24,537598.17,0.00,289688.81,6884065.38,1604206.04,4298050.49
eur_6m_up,CPTY_A,2035-08-06,19.498892,172103.05,19545.98,509363.00,0.00,254627.16,6884065.38,1586950.17,4331115.57
eur_6m_up,CPTY_A,2035-11-05,19.748207,29138.35,59077.82,157712.00,0.00,43326.61,6884065.38,1567462.39,4363345.78
eur_6m_up,CPTY_A,2036-02-05,20.000000,15766.61,73079.18,102557.73,0.00,23562.73,6884065.38,1548025.25,4395080.74
eur_6m_up,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eur_6m_up,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eur_6m_up,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eur_6m_up,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eur_6m_up,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eur_6m_up,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eur_6m_up,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eur_6m_up,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,6884065.38,0.00,0.00
eonia_up,CPTY_A,2016-02-05,0.000000,0.00,11607546.00,0.00,-11607545.68,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-05-05,0.245902,0.00,11287772.00,0.00,0.00,0.00,0.00,0.00,0.00
eonia_up,CPTY_A,2016-08-05,0.497268,16239.18,11087270.00,0.00,0.00,16567.81,16567.81,8374.94,8374.94
eonia_up,CPTY_A,2016-11-07,0.754098,133556.67,11293187.00,306351.07,0.00,137671.36,137671.36,52410.68,52410.68
eonia_up,CPTY_A,2017-02-06,1.003002,127536.34,10690473.00,737475.60,0.00,132780.71,137671.36,72355.18,73568.83
eonia_up,CPTY_A,2017-05-05,1.244098,202389.34,10630084.00,1957317.47,0.00,212764.88,212764.88,99565.43,100543.88
eonia_up,CPTY_A,2017-08-07,1.501632,907083.00,10025983.00,8323429.98,0.00,963491.16,963491.16,247731.21,248541.86
eonia_up,CPTY_A,2017-11-06,1.750947,1140228.88,10315179.00,7626878.01,0.00,1223282.19,1223282.19,386638.65,387333.88
eonia_up,CPTY_A,2018-02-05,2.000262,2189854.75,10056162.00,18360046.67,0.00,2372865.14,2372865.14,634204.32,634812.89
eonia_up,CPTY_A,2018-05-07,2.249577,1720871.25,9851937.00,12109042.21,0.00,1883406.35,2372865.14,772650.29,827436.92
eonia_up,CPTY_A,2018-08-06,2.498892,1961295.00,9461209.00,11108680.09,0.00,2168092.23,2372865.14,911873.87,981624.67
eonia_up,CPTY_A,2018-11-05,2.748207,2199081.75,9545902.00,11986390.46,0.00,2455361.05,2455361.05,1051897.74,1115320.81
eonia_up,CPTY_A,2019-02-05,3.000262,3025309.50,9328791.00,13974359.79,0.00,3412170.27,3412170.27,1250186.43,1308281.26
eonia_up,CPTY_A,2019-05-06,3.246837,3219859.25,8974670.00,19450206.81,0.00,3667661.82,3667661.82,1433777.34,1487460.26
eonia_up,CPTY_A,2019-08-05,3.496152,3010860.75,8402153.00,13921919.66,0.00,3464035.12,3667661.82,1578557.60,1642933.20
eonia_up,CPTY_A,2019-11-05,3.748207,3389725.75,8938144.00,14708544.89,0.00,3939517.90,3939517.90,1737324.53,1797371.09
eonia_up,CPTY_A,2020-02-05,4.000000,4038097.50,8870109.00,20287323.70,0.00,4740697.22,4740697.22,1926381.44,1982648.17
eonia_up,CPTY_A,2020-05-05,4.245902,4108994.75,9122486.00,21233275.09,0.00,4871834.16,4871834.16,2096967.50,2149975.54
eonia_up,CPTY_A,2020-08-05,4.497268,4646708.50,8882991.00,22428760.95,0.00,5565307.53,5565307.53,2290823.69,2340868.95
eonia_up,CPTY_A,2020-11-05,4.748634,4409929.50,9143712.00,23335723.68,0.00,5335341.68,5565307.53,2451983.44,2511552.69
eonia_up,CPTY_A,2021-02-05,5.000262,5048673.00,9299571.00,21458969.16,0.00,6170134.79,6170134.79,2639091.92,2695663.47
eonia_up,CPTY_A,2021-05-05,5.244098,4978551.50,9362867.00,30441427.32,0.00,6144184.41,6170134.79,2802068.75,2857216.50
eonia_up,CPTY_A,2021-08-05,5.496152,5051821.00,9006922.00,28056383.20,0.00,6297903.62,6297903.62,2962388.53,3015007.19
eonia_up,CPTY_A,2021-11-05,5.748207,5941636.00,9724984.00,29918307.64,0.00,7482400.32,7482400.32,3160587.83,3210899.20
eonia_up,CPTY_A,2022-02-07,6.005741,6543157.00,9657205.00,29522119.96,0.00,8325387.22,8325387.22,3382061.35,3430215.30
eonia_up,CPTY_A,2022-05-05,6.244098,6670698.00,9535914.00,28473638.86,0.00,8569131.71,8569131.71,3580067.58,3626383.34
eonia_up,CPTY_A,2022-08-05,6.496152,7519554.50,9898644.00,36969653.16,0.00,9757633.00,9757633.00,3819761.00,3864279.68
eonia_up,CPTY_A,2022-11-07,6.753687,7424161.50,9983152.00,33058733.36,0.00,9733790.51,9757633.00,4045277.10,4089007.36
